rm_oficinacontable	descripcion	monto_USD$
118	BOULEVAR LIBERACION	14.74
119	SANTA MARIA IXHUATAN	14.74
120	AUTOBANCO ASUNCION MITA	14.74
121	CHICHICASTENANGO	14.74
124	COBAN IMPERIAL	29.47
125	CHISEC	14.74
126	SAN MANUEL CHAPARRON	14.74
127	AUTOBANCO TELEMAN	14.74
128	CONCEPCION HUISTA	14.74
129	EL CHOL	14.74
130	GRANADOS	14.74
131	REFORMA SAN MARCOS	14.74
132	AGENCIA ZONA 6 (MARTI)	14.74
133	C.C. PLAZA MAGDALENA	14.74
134	AGENCIA ZONA 7	14.74
135	AGENCIA ZONA 5	14.74
136	METRONORTE	29.47
137	VILLA NUEVA	14.74
138	AGENCIA MIXCO	14.74
139	AGENCIA ZONA 19	14.74
141	TERMINAL HUEHUETENANGO	14.74
142	PLAZA PALMERAS	14.74
144	SAN BENITO PETEN	14.74
146	INGUAT	14.74
147	AGENCIA SAT ZACAPA	29.47
148	COLONIAL ANTIGUA	14.74
149	SANTA EULALIA	14.74
151	SALAMA CENTRO	14.74
152	AUTOBANCO PROGRESO JUTIAPA	14.74
153	AUTOBANCO CIUDAD SAN CRISTOBAL	14.74
154	AGUA BLANCA	14.74
155	AUTOBANCO LAS MINAS ESQUIPULAS	14.74
156	PANAJACHEL	14.74
157	SAT - JALAPA	14.74
158	SAMAYAC	14.74
159	SAN ANDRES SEMETABAJ	14.74
160	AUTOBANCO TEXACO CHIQUIMULA	14.74
162	CAMOJA	14.74
163	CUNEN	14.74
164	AMATITLAN	29.47
165	XELAJU	29.47
166	TECULUTAN	14.74
168	LA TORRE	14.74
169	EL PROGRESO	14.74
170	C.D.R.O	14.74
173	19 CALLE	14.74
174	PURULHA	14.74
175	ORGANISMO JUDICIAL	14.74
177	LA DEMOCRACIA ESCUINTLA	14.74
178	AEROPUERTO	44.21
179	PALIN	14.74
180	SANARATE	14.74
181	CHICAMAN	14.74
183	PRISA	14.74
184	TERMINAL JUTIAPA	29.47
185	IGSS CENTRAL	14.74
187	SAN ANTONIO SUCHITEPEQUEZ	14.74
188	IGSS ZONA 5	14.74
189	19 AVENIDA ZONA 6	14.74
190	IGSS ZONA 11	14.74
192	IGSS MONTE REAL	14.74
193	IGSS RETALHULEU	14.74
194	IGSS PAMPLONA	14.74
195	TIQUISATE	14.74
196	SAN MIGUEL POCHUTA	14.74
197	TACTIC	14.74
198	SIMON BOLIVAR MORALES	14.74
199	MERCADO QUETZALTENANGO	14.74
200	CHAJUL	14.74
201	SALCAJA	29.47
202	CENTRO COMERCIAL COATEPEQUE	14.74
203	PATULUL	14.74
204	CHICACAO	14.74
205	IGSS ZONA 9	14.74
206	MEGA PRIMMA	29.47
207	CHIQUIMULA CENTRO	14.74
209	EL NARANJO	29.47
210	MERCADO TERMINAL ZONA 4	14.74
211	MERCADO LA FLORIDA	14.74
213	MERCADO LA PARROQUIA	14.74
216	MUNICIPALIDAD DE VILLA NUEVA	14.74
219	LOS OLIVOS	14.74
220	MONJAS	14.74
221	SANTA LUCIA COTZ	14.74
222	SAN ANDRES SAJCABAJA	14.74
225	MERCADO EL GUARDA	14.74
227	SANTO TOMAS DE CASTILLA	14.74
228	SAT ZONA 9	29.47
231	SAN PABLO SAN MARCOS	14.74
232	SAN JUAN SACATEPEQUEZ	14.74
233	ALMOLONGA	14.74
235	CENTRO COMERCIAL MONSERRAT	14.74
237	BOCA DEL MONTE	14.74
238	ZACUALPA	14.74
240	SANTA ANA HUISTA	14.74
241	RIO HONDO	14.74
242	SAT MAZATENANGO	14.74
244	HOSPITAL ROOSEVELT	14.74
249	AUTOBANCO - QUETZALTENANGO	14.74
251	LIVINGSTON	14.74
256	USAC	14.74
257	AUTOBANCO - PETAPA	14.74
260	MERCADO SAN JOSE MERCANTIL	14.74
263	MERCADO LA PRESIDENTA	14.74
265	SAN FELIPE RETALHULEU	14.74
266	CONCEPCION LAS MINAS	14.74
272	SANSARE	14.74
273	ESCUINTLA CENTRO	14.74
275	MAZATENANGO PLAZA AMERICA	14.74
276	MERCADO COLON	14.74
278	MERCADO LA REFORMITA	14.74
279	MERCADO BETHANIA	14.74
280	SAN ANDRES ITZAPA	14.74
283	AUTOBANCO ZACAPA TAMARINDAL	14.74
284	ESTANZUELA	14.74
285	CHIANTLA	14.74
286	SAN IDELFONSO IXTAHUACAN	14.74
288	ORATORIO	14.74
292	NAHUALA	14.74
293	SANTA LUCIA UTATLAN	14.74
294	MORAZAN	14.74
295	TACANA	14.74
296	SAN JUAN OSTUNCALCO	14.74
297	PARRAMOS	14.74
298	EL FRUTAL	14.74
300	INFOM	14.74
301	ORGANISMO JUDICIAL QUETZALTENANGO	29.47
302	QUEZADA	14.74
303	SIBILIA	14.74
304	CANILLA	14.74
306	LA GOMERA	14.74
308	DOLORES	14.74
309	IPM	14.74
312	ORGANISMO JUDICIAL HUEHUETENANGO	14.74
313	UTZ ULEW MALL	14.74
314	PRADERA XELA	14.74
315	DECAM	14.74
316	SAN JOSE POAQUIL	14.74
319	PLAZA JADE	14.74
321	CIUDAD VIEJA	14.74
324	JOCOTAN	14.74
325	SAN JOSE	14.74
326	AUTOBANCO TERMINAL RETALHULEU	29.47
329	AUTOBANCO COATEPEQUE	29.47
330	CASILLAS	14.74
332	AYARZA	14.74
333	SEGUROS UNIVERSALES	14.74
334	CENTRO COMERCIAL ZONA 4	14.74
335	USUMATLAN	14.74
336	CABANAS	14.74
337	SAN DIEGO	14.74
338	SAN ANTONIO ILOTENANGO	14.74
339	CONTRALORIA GENERAL DE CUENTAS	29.47
340	2 CALLE ZONA 9	29.47
341	MERCADO CANDELARIA	14.74
342	MERCADO JUSTO RUFINO BARRIOS	14.74
343	SAN MATEO IXTATAN	14.74
344	SAN CRISTOBAL ACASAGUASTLAN	14.74
345	MINISTERIO PUBLICO FISCALIAS	14.74
348	MERCADO BARILLAS	14.74
349	SAN MARCOS HUISTA	14.74
352	MINISTERIO DE RELACIONES EXTERIORES	14.74
353	MUNICIPALIDAD SANTA LUCIA COTZUMALGUAPA	14.74
354	CHAHAL	14.74
356	SAN AGUSTIN ACASAGUASTLAN	29.47
357	DESPENSA LOMAS DEL NORTE	14.74
358	MERCADO QUICHE ZONA 5	14.74
361	CUBULCO CENTRO	14.74
362	AVENIDA BOLIVAR	14.74
363	SAN JUAN COTZAL	14.74
364	MIRAFLORES	14.74
365	INTECAP	14.74
366	MEGA TERMINAL ZONA 4	14.74
367	AUTOBANCO JOYABAJ	14.74
369	CATARINA	14.74
370	GUAZACAPAN	14.74
376	CENTRO COMERCIAL PACIFIC CENTER	14.74
378	AUTOBANCO JALAPA	14.74
379	SANTA MARIA VISITACION	14.74
381	AUTOBANCO PUERTO BARRIOS	14.74
382	SAYAXCHE PARQUE CENTRAL	14.74
383	LAS ESCOBAS	14.74
384	CENTRO COMERCIAL MONTUFAR	14.74
386	AUTOBANCO SAN LUCAS SACATEPEQUEZ	14.74
389	SAN RAFAEL PIE DE LA CUESTA	14.74
390	PALESTINA DE LOS ALTOS	14.74
391	MERCADO GUASTATOYA	14.74
394	TERMINAL BAZARES	14.74
395	SANTA CATARINA IXTAHUACAN	14.74
396	CERINAL	14.74
397	ZARAGOZA CHIMALTENANGO	14.74
398	CONCEPCION TUTUAPA	14.74
400	SAN JUAN CHAMELCO	14.74
401	FRAIJANES	14.74
402	VISTA HERMOSA 2	14.74
403	BOSQUES DE SAN NICOLAS	14.74
404	AVENIDA PETAPA	14.74
405	NOVICENTRO	14.74
406	VILLA DE GUADALUPE	14.74
407	EL MUÑECON	14.74
408	CALZADA AGUILAR BATRES	14.74
409	LOS PROCERES	14.74
410	GEMINIS 10 NO. 2	14.74
411	METAMERCADO SAN JUAN	14.74
412	METATERMINAL DEL NORTE	14.74
413	SAN JOSE PINULA	14.74
414	ROOSEVELT 2	14.74
415	15 AVENIDA ZONA 6	14.74
416	PUERTA PARADA	14.74
417	SANTA FE	14.74
420	CENMA 2	14.74
422	ALPASA	14.74
424	VILLA NUEVA 2	14.74
425	MALACATAN 5A AVENIDA	14.74
426	HUEHUETENANGO TORRE	14.74
427	ASUNCION MITA BARRIO EL CENTRO	14.74
428	SALAMA 5A AVENIDA	14.74
430	SANTA ELENA 4A CALLE	14.74
431	POPTUN 7A AVENIDA	14.74
432	MAZATENANGO 7A CALLE ZONA 2	29.47
433	BARILLAS 2A AVENIDA	14.74
434	LA MESILLA CARRETERA INTERAMERICANA	14.74
436	TECUN UMAN 3A AVENIDA	29.47
437	CHIQUIMULA 8A. AVENIDA	14.74
438	SOLOMA ZONA 1	14.74
440	ESCUINTLA 3A CALLE	14.74
441	COLOMBA	14.74
443	SAN RAFAEL	14.74
444	JACALTENANGO 2	14.74
446	FLORES COSTA CUCA	14.74
447	LLANO LARGO	14.74
448	EL QUETZAL	14.74
449	SAN JOSE EL RODEO	14.74
452	MERCADO SANTO TOMAS DE CASTILLA	14.74
453	C.C. PRADERA ZONA10	14.74
455	MALACATANCITO HUEHUETENANGO	14.74
456	ORGANISMO JUDICIAL MIXCO	14.74
457	SIQUINALA	14.74
458	AUTOBANCO TECULUTAN	29.47
460	MONTERRICO	14.74
461	TAXISCO	14.74
464	AUTOBANCO SAN JUAN SACATEPEQUEZ	14.74
465	CHANMAGUA	14.74
467	SAN FRANCISCO PETEN	14.74
469	ORGANISMO JUDICIAL ESCUINTLA	14.74
470	NIMASAC	14.74
471	POLOGUA	14.74
474	CENTRO COMERCIAL TIKAL	14.74
475	LOS AMATES CENTRO	14.74
476	AUTOBANCO ALDEA MARISCOS	14.74
477	AUTOBANCO LA RUIDOSA	14.74
478	MERCADO LOS AMATES	14.74
481	CENTRO COMERCIAL MINUTO	14.74
482	GRACIAS A DIOS	14.74
483	SAN JUAN IXCOY	14.74
484	SAN JOSE CHACAYA	14.74
485	SAN JORGE ZACAPA	14.74
487	CONCEPCION CHIQUIRICHAPA	14.74
488	CHUARRANCHO	14.74
490	EL MILAGRO	14.74
493	MERCADO VILLA NUEVA	14.74
494	COMISARIATO MORALES	14.74
496	CENTRAL DE MAYOREO ALMOLONGA	14.74
497	AUTOBANCO LAS CHAMPAS	14.74
498	PARQUE JUTIAPA	14.74
500	WAY ASUNCION MITA	14.74
503	EL AMATILLO	14.74
504	AUTOBANCO GASO JUTIAPA	14.74
505	IGSS MONTUFAR	14.74
506	HORCONES 	14.74
507	SAN RAFAEL LAS FLORES	14.74
509	CC SANTA AMELIA	14.74
510	SAN JOSE LA ARADA	14.74
512	UNION CANTINIL	14.74
514	SUPERMERCADO LA CASITA	14.74
515	UNIVERSITARIA JUTIAPA	14.74
517	CHINIQUE	14.74
518	MONTUFAR	14.74
520	SAN JUAN ATITAN	14.74
521	SANTIAGO CHIMALTENANGO	14.74
523	GRAMEEN PANAJACHEL	14.74
525	SAN MIGUEL CHICAJ	14.74
528	LA CONCHA	14.74
530	AUTOBANCO CHIMALTENANGO	14.74
531	MULTIMAYOREO	14.74
532	PRADERA LINDA VISTA	14.74
534	AUTOBANCO FRAY BARTOLOME DE LAS CASAS	14.74
535	TIERRA BLANCA	14.74
536	TRAPICHE	14.74
537	GRAN KARMEL	14.74
540	CC LA DOCE	14.74
542	OJ ANTIGUA GUATEMALA	14.74
543	MERCADO ANTIGUA GUATEMALA	14.74
545	PRADERA CHIQUIMULA	14.74
546	WAY ZONA 6 PARROQUIA 	14.74
551	CENTRO COMERCIAL EL JAULON	14.74
554	HUITAN QUETZALTENANGO	14.74
555	SAN ANTONIO AGUAS CALIENTES	14.74
557	MERCADO SANTA LUISA	14.74
558	SAN MARTIN SACATEPEQUEZ	14.74
560	SANTA APOLONIA	14.74
562	AUTOBANCO ESCUINTLA	14.74
568	AUTOBANCO CC METRO PLAZA RETALHULEU	14.74
569	SANTO TOMAS LA UNION SUCHITEPEQUEZ	14.74
571	DIMACO PAJAPITA SAN MARCOS	14.74
572	RENAP SANTA CATARINA PINULA	29.47
574	SANTA MARIA DE JESUS	14.74
575	COLOTENANGO	14.74
576	TANQUE LA UNION ANTIGUA	14.74
577	DGAC MUNDO MAYA PETEN	14.74
578	AUTOBANCO JAGUAR AEROPUERTO MUNDO MAYA	14.74
580	AUTOBANCO JAGUAR SAN BENITO	14.74
581	EL ADELANTO	14.74
582	AUTOBANCO El TEJAR	29.47
583	AUTOBANCO JAGUAR POPTUN	14.74
589	ALDEA LA ERMITA	14.74
591	LA MAQUINA 2	14.74
592	ZUNILITO	14.74
593	SAN FRANCISCO ZAPOTITLAN 	14.74
594	CABALLO BLANCO	14.74
595	CHINAUTLA	14.74
596	MEGAMEDICA ZACAPA	14.74
601	AUTOBANCO ENTRE RIOS	14.74
613	COLONIA MAYA	14.74
614	SANTA ELENA BARILLAS	14.74
622	UNIVERSIDAD PANAMERICANA	14.74
623	SANTA ANA PETEN	14.74
624	C.C. PASEO LAS PALMAS RETALHULEU	14.74
629	MERCADO NUEVA CONCEPCION	14.74
630	CENTRO COMERCIAL CATALINA VILLA NUEVA	14.74
634	SUPERDICASA LA DEMOCRACIA	14.74
635	SAN SEBASTIAN COATAN	14.74
637	SAN JUAN ERMITA CHIQUIMULA	14.74
638	SAN JACINTO	14.74
639	GRAMEEN SACAPULAS	14.74
643	MEGAPACA PASEO SAN NICOLAS	14.74
646	MEGAPACA VILLA NUEVA	14.74
649	ACATENANGO	14.74
654	SAN VICENTE PACAYA	29.47
656	GRAMEEN SANTA CLARA LA LAGUNA	14.74
657	SAN PEDRO YEPOCAPA	14.74
659	C.C. ESKALA ROOSEVELT	14.74
660	CC ALTAVISTA	14.74
661	PLAZA FINACIERA CENTRA SUR	14.74
662	PORTUARIA QUETZAL (PTO)	14.74
663	DEL MAESTRO ZONA 1	14.74
664	SANTA CRUZ NARANJO	14.74
667	GUINEALES	14.74
669	PASEO DE LAS AMERICAS XELA	14.74
671	MUNICIPALIDAD FRAIJANES	14.74
675	SAN JOSE ACATEMPA	14.74
677	CALZADA MOPAN DOLORES PETEN	14.74
679	SAN PEDRO SACATEPEQUEZ CENTRO	14.74
681	SAN JOSE OJETENAM	14.74
683	SAN ANTONIO SACATEPEQUEZ	14.74
684	AUTOBANCO CHIQUIMULILLA	14.74
687	LLANO GRANDE SALAMA	14.74
690	MEGAPACA EL PUNTO	14.74
691	SAN RAFAEL LA INDEPENDENCIA	14.74
692	SAN GASPAR IXCHIL	14.74
693	CC PLAZA MANANTIAL	14.74
695	MINI MUNI CUBIL	14.74
696	MINI MUNI CAMPO DE AVIACION COBAN	14.74
697	SANYUYO	14.74
698	GRAMEEN USPANTAN	14.74
699	MAGDALENA MILPAS ALTAS	14.74
700	AUTOBANCO MULTIPLAZA EL SAUCE	14.74
703	GRAMEEN HUEHUETENANGO	14.74
704	MIXCO PARQUE	14.74
705	MIX SAN CRISTOBAL	29.47
706	CUYOTENANGO	14.74
707	AUTOBANCO MEGAFERRO	14.74
714	AUTOBANCO VILLAS DEL SUR	29.47
716	SAN JUAN TECUACO	14.74
718	 SAN FRANCISCO DE ASIS	14.74
719	SANTA LUCIA CENTRO	14.74
720	QUICHE ZONA 3	14.74
721	TERMINAL QUICHE	14.74
723	CC LOS PROCERES	14.74
724	MERCADO SANTA ELENA	14.74
725	SAN VICENTE BUENABAJ	14.74
726	GALERIAS DEL SUR	14.74
727	MUNICIPALIDAD SAN RAYMUNDO	14.74
728	CHINACA	14.74
730	GRAMEEN SAN PABLO	14.74
731	CENTRA NORTE	14.74
732	SAN BARTOLO AGUAS CALIENTES	14.74
733	CC PRADERA CONCEPCION	14.74
734	LA BLANCA SAN MARCOS	14.74
735	NUEVO PROGRESO	14.74
737	GRAMEEN NEBAJ	14.74
739	PLAZA MEDICA DEL NORTE	29.47
740	MUNICIPALIDAD DE CHIMALTENANGO	14.74
741	MEGAPACA VILLA LINDA	14.74
743	OCRET	14.74
744	CENTRO COMERCIAL METRO PLAZA JUTIAPA	14.74
745	COLONIA LOS ANGELES	14.74
747	PACHALUM CALLE DE LAS FLORES	14.74
749	MEGAPACA VIP CHIQUIMULA	29.47
750	CENTRO COMERCIAL MAJADAS	14.74
751	CENTRO COMERCIAL LA TRINIDAD MALACATAN	14.74
752	UNISUPER NIMAJUYU	14.74
753	LAS CABEZAS ORATORIO	14.74
754	CALLE MARTI 12 AVENIDA	14.74
755	UNISUPER LA BRIGADA	14.74
756	UNISUPER LO DE FUENTES	14.74
757	CENTRO COMERCIAL PLAZA METROFERIA	14.74
758	GASO MOYUTA	14.74
761	PARQUE CENTRAL SAN ANTONIO HUISTA	14.74
762	MEGAPACA XELA	14.74
763	GUATELINDA SAN DIEGO	14.74
765	MUNICIPALIDAD DE SANTA CATARINA BARAHONA	14.74
766	CONTRALORIA GENERAL DE CUENTAS ZONA 13	14.74
767	MINISTERIO DE SALUD PUBLICA ZONA 9	14.74
769	CIUDAD QUETZAL	14.74
770	MUNICIPALIDAD DE SAN JOSE POAQUIL	14.74
771	SAN SEBASTIAN RETALHULEU	14.74
772	CASAS VIEJAS	29.47
773	CENTRO COMERCIAL MAYA MALL	14.74
774	EL JICARO	14.74
776	JOCOTENANGO	14.74
777	AUTOBANCO SAN MARCOS	14.74
779	KILOMETRO 11 SAN JUAN DOLORES	14.74
780	LOS ESCUDOS CHIMALTENANGO	14.74
781	CENTRO COMERCIAL SAN FRANCISCO ZONA 6 MIXCO	14.74
782	MUNICIPALIDAD DE MASAGUA	14.74
783	REGISTRO GENERAL DE LA PROPIEDAD	14.74
785	CENTRO COMERCIAL LAS FLORES AMATITLAN	14.74
786	CEALSA	14.74
788	SAN JOSE DE LA COMUNIDAD	14.74
789	MERCADO COBAN	14.74
791	AUTOBANCO MEGAPLAZA	29.47
792	COMERCIAL PLAZA LA LIBERTAD PETEN	14.74
793	MERCADO PRIMERO DE JULIO	14.74
795	LICEO ROCA DE AYUDA	14.74
799	MUNICIPALIDAD DE QUETZALTENANGO	14.74
801	MUNICIPALIDAD RETALHULEU	14.74
802	JUMAYTEPEQUE	14.74
803	AUTOBANCO BARBERENA	14.74
804	COLIS	14.74
805	ESQUIPULAS 6A. AVENIDA	14.74
806	TZOLOJYA	14.74
808	AUTOBANCO SAMAYAC	14.74
809	EVENTOS CATOLICOS	14.74
811	LO DE REYES SAN PEDRO AYAMPUC	14.74
812	CALLE REAL SAN JOSE DEL GOLFO	29.47
813	CONGUACO	14.74
814	RENAP KOREA CENTER	14.74
815	SUPER DEL BARRIO CIUDAD REAL	14.74
819	PANORAMA EXPRESS	14.74
822	COMAPA	14.74
823	GENOVA COSTA CUCA	14.74
824	SANTA MARIA CHIQUIMULA	14.74
825	CUNOC QUETZALTENANGO	14.74
827	CORPORATIVA QUETZALTENANGO	14.74
828	RABINAL CENTRO	14.74
829	CIUDAD SATELITE	14.74
830	LAS BRISAS	14.74
831	C.C. MOLINO DE LAS FLORES	14.74
832	CENTRO COMERCIAL LA TRINIDAD COATEPEQUE	29.47
833	LAS PALMAS COATEPEQUE	14.74
834	SAN SEBASTIAN HUEHUETENANGO	14.74
836	MEGAPACA CENTRAL	14.74
837	PARQUE CENTRAL RETALHULEU (VIP)	14.74
838	LAS POZAS RIO HONDO	14.74
839	SAN ANTONIO LA PAZ	14.74
841	MULTIMAYOREO ESCUINTLA	14.74
842	COLEGIO DE PROFESIONALES	14.74
843	SAN MIGUEL TOTONICAPAN	14.74
844	AUTOBANCO PALENCIA	14.74
845	CENTRO COMERCIAL REAL AMERICA	14.74
847	CUNOROC	14.74
848	RIO SAN JUAN AGUACATAN	14.74
849	CENTRO COMERCIAL LA ISLA	14.74
850	AUTOBANCO SAN RAFAEL LAS FLORES	14.74
852	MUNICIPALIDAD SAN PABLO JOCOPILAS	14.74
853	MUNICIPALIDAD DE SAN GABRIEL	14.74
854	MUNICIPALIDAD DE SAN MIGUEL PANAN SUCHITEPEQ	14.74
855	LA REYNITA SAYAXCHE	14.74
856	CONTEPEQUE ATESCATEMPA JUTIAPA	14.74
858	TECTITAN	14.74
859	LA TERMINAL USPANTAN	14.74
860	AUTOBANCO SAN MARTIN JILOTEPEQUE	14.74
861	SAN PEDRO JOCOPILAS	14.74
863	PATZITE	14.74
865	AUTOBANCO CALZADA ASTURIAS	14.74
869	PANORAMA XELA	14.74
871	LA BARRANCA GRANDE	14.74
872	BUENOS AIRES	14.74
875	AUTOBANCO AMBERES	14.74
876	SIPACAPA SAN MARCOS	14.74
877	AUTOBANCO MAYUELAS	14.74
878	AUTOBANCO PLAYITAS	14.74
879	MUNICIPALIDAD SAN PEDRO AYAMPUC	14.74
881	SAN MIGUEL SIGUILA	14.74
882	OLINTEPEQUE	14.74
883	ARGUETA	14.74
884	MINISTERIO DE GOBERNACION	14.74
885	MERCADO LA DEMOCRACIA XELA	14.74
886	LA ESPERANZA	14.74
887	AUTOBANCO CONDADO SAN CRISTOBAL TOTONICAPAN	14.74
889	MUNICIPALIDAD DE JALAPA	14.74
890	PUERTO DE IZTAPA	14.74
891	GUANAGAZAPA	14.74
892	PASACO	14.74
893	PALESTINA LAS CRUCES	14.74
895	ALDEA EL OBRAJUELO AGUA BLANCA	14.74
896	TIUCAL ASUNCION MITA JUTIAPA	14.74
906	 	14.74
1000	Mercado Sipacate	14.74
1001	AUTOBANCO CIUDAD QUETZAL	14.74
1003	AUTOBANCO EL PORVENIR / EL CARMEN	14.74
1004	2do. REGISTRO DE LA PROPIEDAD	14.74
1005	AUTOBANCO PLAZA MINERVA CHIQUIMULA	14.74
1006	AUTOBANCO PLAZA LOS PINOS QUETZALTEPEQUE	14.74
1007	MERCADO SANTA CATARINA	14.74
1008	MANZANOTES	14.74
1009	PLAZA CENTRA SUR	14.74
1010	Autobanco La Democracia Escuintla	14.74
1013	CIUDAD PERONIA	14.74
1014	AUTOBANCO FALLABON	14.74
1015	EL CALVARIO	14.74
1017	MERCADO SAN BENITO	14.74
1019	PLAZA SAN FRANCISCO	14.74
1020	CENTRO COMERCIAL PORTALES ZONA 17	14.74
1021	COLEGIO DE INGENIEROS DE GUATEMALA	14.74
1023	Naranjo Mall	29.47
1024	RENAP TOTONICAPAN	14.74
1025	ESMERALDA	14.74
1026	SEGUNDO REGISTRO DE LA PROPIEDAD	14.74
1029	CENTRO COMERCIAL TIKAL FUTURA	14.74
2083	MAXIDESPENSA VILLA NUEVA	14.74
2084	MAXI DESPENSA ROOSEVELT	14.74
2085	MAXI BODEGA AGENCIA ANEXO NO. 221	14.74
2087	MAXIDESPENSA ATLANTIDA	14.74
2088	MAXIDESPENSA TRIGALES	14.74
2089	CENTRO COMERCIAL PRADERA HUEHUTENANGO	29.47
2090	MAXIDESPENSA CHIMALTENANGO	14.74
9369	 	14.74
