rm_oficinacontable	descripcion	monto_USD$
82	CAMOTAN	14.71
87	OLOPA	14.71
88	LA UNION	14.71
89	JACALTENANGO	14.71
90	PACHALUM	14.71
92	SAN MARCOS	29.43
93	SAN PEDRO LA LAGUNA	29.43
95	SAN FRANCISCO EL ALTO	29.43
98	CHACTE	14.71
99	OFICINA ZONA 1 (CENTRO)	14.71
100	ADUANA VALLE NUEVO	14.71
101	SAN CRISTOBAL FRONTERA	29.43
104	ADUANA PUERTO BARRIOS	14.71
105	SIJA QUETZALTENANGO	14.71
106	ADUANA AGUA CALIENTE	14.71
108	EL FLORIDO	14.71
109	ROOSEVELTH	44.14
110	ADUANA PEDRO DE ALVARADO	14.71
111	CUILAPA	14.71
113	ADUANA MELCHOR DE MENCOS	14.71
114	PUERTO QUETZAL	14.71
116	TODOS SANTOS HUEHUETENANGO	14.71
117	NENTON	14.71
118	BOULEVAR LIBERACION	14.71
119	SANTA MARIA IXHUATAN	14.71
120	AUTOBANCO ASUNCION MITA	14.71
121	CHICHICASTENANGO	14.71
124	COBAN IMPERIAL	29.43
125	CHISEC	14.71
126	SAN MANUEL CHAPARRON	14.71
127	AUTOBANCO TELEMAN	14.71
128	CONCEPCION HUISTA	14.71
129	EL CHOL	14.71
130	GRANADOS	14.71
131	REFORMA SAN MARCOS	14.71
132	AGENCIA ZONA 6 (MARTI)	14.71
133	C.C. PLAZA MAGDALENA	14.71
134	AGENCIA ZONA 7	14.71
135	AGENCIA ZONA 5	14.71
136	METRONORTE	29.43
137	VILLA NUEVA	14.71
138	AGENCIA MIXCO	14.71
139	AGENCIA ZONA 19	14.71
141	TERMINAL HUEHUETENANGO	14.71
142	PLAZA PALMERAS	14.71
144	SAN BENITO PETEN	14.71
146	INGUAT	14.71
147	AGENCIA SAT ZACAPA	29.43
148	COLONIAL ANTIGUA	14.71
149	SANTA EULALIA	14.71
151	SALAMA CENTRO	14.71
152	AUTOBANCO PROGRESO JUTIAPA	14.71
153	AUTOBANCO CIUDAD SAN CRISTOBAL	14.71
154	AGUA BLANCA	14.71
155	AUTOBANCO LAS MINAS ESQUIPULAS	14.71
156	PANAJACHEL	14.71
157	SAT - JALAPA	14.71
158	SAMAYAC	14.71
159	SAN ANDRES SEMETABAJ	14.71
160	AUTOBANCO TEXACO CHIQUIMULA	14.71
162	CAMOJA	14.71
163	CUNEN	14.71
164	AMATITLAN	29.43
165	XELAJU	29.43
166	TECULUTAN	14.71
168	LA TORRE	14.71
169	EL PROGRESO	14.71
170	C.D.R.O	14.71
173	19 CALLE	14.71
174	PURULHA	14.71
175	ORGANISMO JUDICIAL	14.71
177	LA DEMOCRACIA ESCUINTLA	14.71
178	AEROPUERTO	44.14
179	PALIN	14.71
180	SANARATE	14.71
181	CHICAMAN	14.71
183	PRISA	14.71
184	TERMINAL JUTIAPA	29.43
185	IGSS CENTRAL	14.71
187	SAN ANTONIO SUCHITEPEQUEZ	14.71
188	IGSS ZONA 5	14.71
189	19 AVENIDA ZONA 6	14.71
190	IGSS ZONA 11	14.71
192	IGSS MONTE REAL	14.71
193	IGSS RETALHULEU	14.71
194	IGSS PAMPLONA	14.71
195	TIQUISATE	14.71
196	SAN MIGUEL POCHUTA	14.71
197	TACTIC	14.71
198	SIMON BOLIVAR MORALES	14.71
199	MERCADO QUETZALTENANGO	14.71
200	CHAJUL	14.71
201	SALCAJA	29.43
202	CENTRO COMERCIAL COATEPEQUE	14.71
203	PATULUL	14.71
204	CHICACAO	14.71
205	IGSS ZONA 9	14.71
206	MEGA PRIMMA	29.43
207	CHIQUIMULA CENTRO	14.71
209	EL NARANJO	29.43
210	MERCADO TERMINAL ZONA 4	14.71
211	MERCADO LA FLORIDA	14.71
213	MERCADO LA PARROQUIA	14.71
216	MUNICIPALIDAD DE VILLA NUEVA	14.71
219	LOS OLIVOS	14.71
220	MONJAS	14.71
221	SANTA LUCIA COTZ	14.71
222	SAN ANDRES SAJCABAJA	14.71
225	MERCADO EL GUARDA	14.71
227	SANTO TOMAS DE CASTILLA	14.71
228	SAT ZONA 9	29.43
231	SAN PABLO SAN MARCOS	14.71
232	SAN JUAN SACATEPEQUEZ	14.71
233	ALMOLONGA	14.71
235	CENTRO COMERCIAL MONSERRAT	14.71
237	BOCA DEL MONTE	14.71
238	ZACUALPA	14.71
240	SANTA ANA HUISTA	14.71
241	RIO HONDO	14.71
242	SAT MAZATENANGO	14.71
244	HOSPITAL ROOSEVELT	14.71
249	AUTOBANCO - QUETZALTENANGO	14.71
251	LIVINGSTON	14.71
256	USAC	14.71
257	AUTOBANCO - PETAPA	14.71
260	MERCADO SAN JOSE MERCANTIL	14.71
263	MERCADO LA PRESIDENTA	14.71
265	SAN FELIPE RETALHULEU	14.71
266	CONCEPCION LAS MINAS	14.71
272	SANSARE	14.71
273	ESCUINTLA CENTRO	14.71
275	MAZATENANGO PLAZA AMERICA	14.71
276	MERCADO COLON	14.71
278	MERCADO LA REFORMITA	14.71
279	MERCADO BETHANIA	14.71
280	SAN ANDRES ITZAPA	14.71
283	AUTOBANCO ZACAPA TAMARINDAL	14.71
284	ESTANZUELA	14.71
285	CHIANTLA	14.71
286	SAN IDELFONSO IXTAHUACAN	14.71
288	ORATORIO	14.71
292	NAHUALA	14.71
293	SANTA LUCIA UTATLAN	14.71
294	MORAZAN	14.71
295	TACANA	14.71
296	SAN JUAN OSTUNCALCO	14.71
297	PARRAMOS	14.71
298	EL FRUTAL	14.71
300	INFOM	14.71
301	ORGANISMO JUDICIAL QUETZALTENANGO	29.43
302	QUEZADA	14.71
303	SIBILIA	14.71
304	CANILLA	14.71
306	LA GOMERA	14.71
308	DOLORES	14.71
309	IPM	14.71
312	ORGANISMO JUDICIAL HUEHUETENANGO	14.71
313	UTZ ULEW MALL	14.71
314	PRADERA XELA	14.71
315	DECAM	14.71
316	SAN JOSE POAQUIL	14.71
319	PLAZA JADE	14.71
321	CIUDAD VIEJA	14.71
324	JOCOTAN	14.71
325	SAN JOSE	14.71
326	AUTOBANCO TERMINAL RETALHULEU	29.43
329	AUTOBANCO COATEPEQUE	29.43
330	CASILLAS	14.71
332	AYARZA	14.71
333	SEGUROS UNIVERSALES	14.71
334	CENTRO COMERCIAL ZONA 4	14.71
335	USUMATLAN	14.71
336	CABANAS	14.71
337	SAN DIEGO	14.71
338	SAN ANTONIO ILOTENANGO	14.71
339	CONTRALORIA GENERAL DE CUENTAS	29.43
340	2 CALLE ZONA 9	29.43
341	MERCADO CANDELARIA	14.71
342	MERCADO JUSTO RUFINO BARRIOS	14.71
343	SAN MATEO IXTATAN	14.71
344	SAN CRISTOBAL ACASAGUASTLAN	14.71
345	MINISTERIO PUBLICO FISCALIAS	14.71
348	MERCADO BARILLAS	14.71
349	SAN MARCOS HUISTA	14.71
352	MINISTERIO DE RELACIONES EXTERIORES	14.71
353	MUNICIPALIDAD SANTA LUCIA COTZUMALGUAPA	14.71
354	CHAHAL	14.71
356	SAN AGUSTIN ACASAGUASTLAN	29.43
357	DESPENSA LOMAS DEL NORTE	14.71
358	MERCADO QUICHE ZONA 5	14.71
361	CUBULCO CENTRO	14.71
362	AVENIDA BOLIVAR	14.71
363	SAN JUAN COTZAL	14.71
364	MIRAFLORES	14.71
365	INTECAP	14.71
366	MEGA TERMINAL ZONA 4	14.71
367	AUTOBANCO JOYABAJ	14.71
369	CATARINA	14.71
370	GUAZACAPAN	14.71
376	CENTRO COMERCIAL PACIFIC CENTER	14.71
378	AUTOBANCO JALAPA	14.71
379	SANTA MARIA VISITACION	14.71
381	AUTOBANCO PUERTO BARRIOS	14.71
382	SAYAXCHE PARQUE CENTRAL	14.71
383	LAS ESCOBAS	14.71
384	CENTRO COMERCIAL MONTUFAR	14.71
386	AUTOBANCO SAN LUCAS SACATEPEQUEZ	14.71
389	SAN RAFAEL PIE DE LA CUESTA	14.71
390	PALESTINA DE LOS ALTOS	14.71
391	MERCADO GUASTATOYA	14.71
394	TERMINAL BAZARES	14.71
395	SANTA CATARINA IXTAHUACAN	14.71
396	CERINAL	14.71
397	ZARAGOZA CHIMALTENANGO	14.71
398	CONCEPCION TUTUAPA	14.71
400	SAN JUAN CHAMELCO	14.71
401	FRAIJANES	14.71
402	VISTA HERMOSA 2	14.71
403	BOSQUES DE SAN NICOLAS	14.71
404	AVENIDA PETAPA	14.71
405	NOVICENTRO	14.71
406	VILLA DE GUADALUPE	14.71
407	EL MUÑECON	14.71
408	CALZADA AGUILAR BATRES	14.71
409	LOS PROCERES	14.71
410	GEMINIS 10 NO. 2	14.71
411	METAMERCADO SAN JUAN	14.71
412	METATERMINAL DEL NORTE	14.71
413	SAN JOSE PINULA	14.71
414	ROOSEVELT 2	14.71
415	15 AVENIDA ZONA 6	14.71
416	PUERTA PARADA	14.71
417	SANTA FE	14.71
420	CENMA 2	14.71
422	ALPASA	14.71
424	VILLA NUEVA 2	14.71
425	MALACATAN 5A AVENIDA	14.71
426	HUEHUETENANGO TORRE	14.71
427	ASUNCION MITA BARRIO EL CENTRO	14.71
428	SALAMA 5A AVENIDA	14.71
430	SANTA ELENA 4A CALLE	14.71
431	POPTUN 7A AVENIDA	14.71
432	MAZATENANGO 7A CALLE ZONA 2	29.43
433	BARILLAS 2A AVENIDA	14.71
434	LA MESILLA CARRETERA INTERAMERICANA	14.71
436	TECUN UMAN 3A AVENIDA	29.43
437	CHIQUIMULA 8A. AVENIDA	14.71
438	SOLOMA ZONA 1	14.71
440	ESCUINTLA 3A CALLE	14.71
441	COLOMBA	14.71
443	SAN RAFAEL	14.71
444	JACALTENANGO 2	14.71
446	FLORES COSTA CUCA	14.71
447	LLANO LARGO	14.71
448	EL QUETZAL	14.71
449	SAN JOSE EL RODEO	14.71
452	MERCADO SANTO TOMAS DE CASTILLA	14.71
453	C.C. PRADERA ZONA10	14.71
455	MALACATANCITO HUEHUETENANGO	14.71
456	ORGANISMO JUDICIAL MIXCO	14.71
457	SIQUINALA	14.71
458	AUTOBANCO TECULUTAN	29.43
460	MONTERRICO	14.71
461	TAXISCO	14.71
464	AUTOBANCO SAN JUAN SACATEPEQUEZ	14.71
465	CHANMAGUA	14.71
467	SAN FRANCISCO PETEN	14.71
469	ORGANISMO JUDICIAL ESCUINTLA	14.71
470	NIMASAC	14.71
471	POLOGUA	14.71
474	CENTRO COMERCIAL TIKAL	14.71
475	LOS AMATES CENTRO	14.71
476	AUTOBANCO ALDEA MARISCOS	14.71
477	AUTOBANCO LA RUIDOSA	14.71
478	MERCADO LOS AMATES	14.71
481	CENTRO COMERCIAL MINUTO	14.71
482	GRACIAS A DIOS	14.71
483	SAN JUAN IXCOY	14.71
484	SAN JOSE CHACAYA	14.71
485	SAN JORGE ZACAPA	14.71
487	CONCEPCION CHIQUIRICHAPA	14.71
488	CHUARRANCHO	14.71
490	EL MILAGRO	14.71
493	MERCADO VILLA NUEVA	14.71
494	COMISARIATO MORALES	14.71
496	CENTRAL DE MAYOREO ALMOLONGA	14.71
497	AUTOBANCO LAS CHAMPAS	14.71
498	PARQUE JUTIAPA	14.71
500	WAY ASUNCION MITA	14.71
503	EL AMATILLO	14.71
504	AUTOBANCO GASO JUTIAPA	14.71
505	IGSS MONTUFAR	14.71
506	HORCONES 	14.71
507	SAN RAFAEL LAS FLORES	14.71
509	CC SANTA AMELIA	14.71
510	SAN JOSE LA ARADA	14.71
512	UNION CANTINIL	14.71
514	SUPERMERCADO LA CASITA	14.71
515	UNIVERSITARIA JUTIAPA	14.71
517	CHINIQUE	14.71
518	MONTUFAR	14.71
520	SAN JUAN ATITAN	14.71
521	SANTIAGO CHIMALTENANGO	14.71
523	GRAMEEN PANAJACHEL	14.71
525	SAN MIGUEL CHICAJ	14.71
528	LA CONCHA	14.71
530	AUTOBANCO CHIMALTENANGO	14.71
531	MULTIMAYOREO	14.71
532	PRADERA LINDA VISTA	14.71
534	AUTOBANCO FRAY BARTOLOME DE LAS CASAS	14.71
535	TIERRA BLANCA	14.71
536	TRAPICHE	14.71
537	GRAN KARMEL	14.71
540	CC LA DOCE	14.71
542	OJ ANTIGUA GUATEMALA	14.71
543	MERCADO ANTIGUA GUATEMALA	14.71
545	PRADERA CHIQUIMULA	14.71
546	WAY ZONA 6 PARROQUIA 	14.71
551	CENTRO COMERCIAL EL JAULON	14.71
554	HUITAN QUETZALTENANGO	14.71
555	SAN ANTONIO AGUAS CALIENTES	14.71
557	MERCADO SANTA LUISA	14.71
558	SAN MARTIN SACATEPEQUEZ	14.71
560	SANTA APOLONIA	14.71
562	AUTOBANCO ESCUINTLA	14.71
568	AUTOBANCO CC METRO PLAZA RETALHULEU	14.71
569	SANTO TOMAS LA UNION SUCHITEPEQUEZ	14.71
571	DIMACO PAJAPITA SAN MARCOS	14.71
572	RENAP SANTA CATARINA PINULA	29.43
574	SANTA MARIA DE JESUS	14.71
575	COLOTENANGO	14.71
576	TANQUE LA UNION ANTIGUA	14.71
577	DGAC MUNDO MAYA PETEN	14.71
578	AUTOBANCO JAGUAR AEROPUERTO MUNDO MAYA	14.71
580	AUTOBANCO JAGUAR SAN BENITO	14.71
581	EL ADELANTO	14.71
582	AUTOBANCO El TEJAR	29.43
583	AUTOBANCO JAGUAR POPTUN	14.71
589	ALDEA LA ERMITA	14.71
590	SUPER DEL BARRIO CARRETERA AL ATLANTICO	14.71
591	LA MAQUINA 2	14.71
592	ZUNILITO	14.71
593	SAN FRANCISCO ZAPOTITLAN 	14.71
594	CABALLO BLANCO	14.71
595	CHINAUTLA	14.71
596	MEGAMEDICA ZACAPA	14.71
601	AUTOBANCO ENTRE RIOS	14.71
613	COLONIA MAYA	14.71
614	SANTA ELENA BARILLAS	14.71
622	UNIVERSIDAD PANAMERICANA	14.71
623	SANTA ANA PETEN	14.71
624	C.C. PASEO LAS PALMAS RETALHULEU	14.71
629	MERCADO NUEVA CONCEPCION	14.71
630	CENTRO COMERCIAL CATALINA VILLA NUEVA	14.71
634	SUPERDICASA LA DEMOCRACIA	14.71
635	SAN SEBASTIAN COATAN	14.71
637	SAN JUAN ERMITA CHIQUIMULA	14.71
638	SAN JACINTO	14.71
639	GRAMEEN SACAPULAS	14.71
643	MEGAPACA PASEO SAN NICOLAS	14.71
646	MEGAPACA VILLA NUEVA	14.71
649	ACATENANGO	14.71
654	SAN VICENTE PACAYA	29.43
656	GRAMEEN SANTA CLARA LA LAGUNA	14.71
657	SAN PEDRO YEPOCAPA	14.71
659	C.C. ESKALA ROOSEVELT	14.71
660	CC ALTAVISTA	14.71
661	PLAZA FINACIERA CENTRA SUR	14.71
662	PORTUARIA QUETZAL (PTO)	14.71
663	DEL MAESTRO ZONA 1	14.71
664	SANTA CRUZ NARANJO	14.71
667	GUINEALES	14.71
669	PASEO DE LAS AMERICAS XELA	14.71
671	MUNICIPALIDAD FRAIJANES	14.71
675	SAN JOSE ACATEMPA	14.71
677	CALZADA MOPAN DOLORES PETEN	14.71
679	SAN PEDRO SACATEPEQUEZ CENTRO	14.71
681	SAN JOSE OJETENAM	14.71
683	SAN ANTONIO SACATEPEQUEZ	14.71
684	AUTOBANCO CHIQUIMULILLA	14.71
687	LLANO GRANDE SALAMA	14.71
690	MEGAPACA EL PUNTO	14.71
691	SAN RAFAEL LA INDEPENDENCIA	14.71
692	SAN GASPAR IXCHIL	14.71
693	CC PLAZA MANANTIAL	14.71
695	MINI MUNI CUBIL	14.71
696	MINI MUNI CAMPO DE AVIACION COBAN	14.71
697	SANYUYO	14.71
698	GRAMEEN USPANTAN	14.71
699	MAGDALENA MILPAS ALTAS	14.71
700	AUTOBANCO MULTIPLAZA EL SAUCE	14.71
703	GRAMEEN HUEHUETENANGO	14.71
704	MIXCO PARQUE	14.71
705	MIX SAN CRISTOBAL	29.43
706	CUYOTENANGO	14.71
707	AUTOBANCO MEGAFERRO	14.71
714	AUTOBANCO VILLAS DEL SUR	29.43
716	SAN JUAN TECUACO	14.71
718	 SAN FRANCISCO DE ASIS	14.71
719	SANTA LUCIA CENTRO	14.71
720	QUICHE ZONA 3	14.71
721	TERMINAL QUICHE	14.71
723	CC LOS PROCERES	14.71
724	MERCADO SANTA ELENA	14.71
725	SAN VICENTE BUENABAJ	14.71
726	GALERIAS DEL SUR	14.71
727	MUNICIPALIDAD SAN RAYMUNDO	14.71
728	CHINACA	14.71
730	GRAMEEN SAN PABLO	14.71
731	CENTRA NORTE	14.71
732	SAN BARTOLO AGUAS CALIENTES	14.71
733	CC PRADERA CONCEPCION	14.71
734	LA BLANCA SAN MARCOS	14.71
735	NUEVO PROGRESO	14.71
737	GRAMEEN NEBAJ	14.71
739	PLAZA MEDICA DEL NORTE	29.43
740	MUNICIPALIDAD DE CHIMALTENANGO	14.71
741	MEGAPACA VILLA LINDA	14.71
743	OCRET	14.71
744	CENTRO COMERCIAL METRO PLAZA JUTIAPA	14.71
745	COLONIA LOS ANGELES	14.71
747	PACHALUM CALLE DE LAS FLORES	14.71
749	MEGAPACA VIP CHIQUIMULA	29.43
750	CENTRO COMERCIAL MAJADAS	14.71
751	CENTRO COMERCIAL LA TRINIDAD MALACATAN	14.71
752	UNISUPER NIMAJUYU	14.71
753	LAS CABEZAS ORATORIO	14.71
754	CALLE MARTI 12 AVENIDA	14.71
755	UNISUPER LA BRIGADA	14.71
756	UNISUPER LO DE FUENTES	14.71
757	CENTRO COMERCIAL PLAZA METROFERIA	14.71
758	GASO MOYUTA	14.71
761	PARQUE CENTRAL SAN ANTONIO HUISTA	14.71
762	MEGAPACA XELA	14.71
763	GUATELINDA SAN DIEGO	14.71
765	MUNICIPALIDAD DE SANTA CATARINA BARAHONA	14.71
766	CONTRALORIA GENERAL DE CUENTAS ZONA 13	14.71
767	MINISTERIO DE SALUD PUBLICA ZONA 9	14.71
769	CIUDAD QUETZAL	14.71
770	MUNICIPALIDAD DE SAN JOSE POAQUIL	14.71
771	SAN SEBASTIAN RETALHULEU	14.71
772	CASAS VIEJAS	29.43
773	CENTRO COMERCIAL MAYA MALL	14.71
774	EL JICARO	14.71
776	JOCOTENANGO	14.71
777	AUTOBANCO SAN MARCOS	14.71
779	KILOMETRO 11 SAN JUAN DOLORES	14.71
780	LOS ESCUDOS CHIMALTENANGO	14.71
781	CENTRO COMERCIAL SAN FRANCISCO ZONA 6 MIXCO	14.71
782	MUNICIPALIDAD DE MASAGUA	14.71
783	REGISTRO GENERAL DE LA PROPIEDAD	14.71
785	CENTRO COMERCIAL LAS FLORES AMATITLAN	14.71
786	CEALSA	14.71
788	SAN JOSE DE LA COMUNIDAD	14.71
789	MERCADO COBAN	14.71
791	AUTOBANCO MEGAPLAZA	29.43
792	COMERCIAL PLAZA LA LIBERTAD PETEN	14.71
793	MERCADO PRIMERO DE JULIO	14.71
795	LICEO ROCA DE AYUDA	14.71
799	MUNICIPALIDAD DE QUETZALTENANGO	14.71
801	MUNICIPALIDAD RETALHULEU	14.71
802	JUMAYTEPEQUE	14.71
803	AUTOBANCO BARBERENA	14.71
804	COLIS	14.71
805	ESQUIPULAS 6A. AVENIDA	14.71
806	TZOLOJYA	14.71
808	AUTOBANCO SAMAYAC	14.71
809	EVENTOS CATOLICOS	14.71
811	LO DE REYES SAN PEDRO AYAMPUC	14.71
812	CALLE REAL SAN JOSE DEL GOLFO	29.43
813	CONGUACO	14.71
814	RENAP KOREA CENTER	14.71
815	SUPER DEL BARRIO CIUDAD REAL	14.71
819	PANORAMA EXPRESS	14.71
822	COMAPA	14.71
823	GENOVA COSTA CUCA	14.71
824	SANTA MARIA CHIQUIMULA	14.71
825	CUNOC QUETZALTENANGO	14.71
827	CORPORATIVA QUETZALTENANGO	14.71
828	RABINAL CENTRO	14.71
829	CIUDAD SATELITE	14.71
830	LAS BRISAS	14.71
831	C.C. MOLINO DE LAS FLORES	14.71
832	CENTRO COMERCIAL LA TRINIDAD COATEPEQUE	29.43
833	LAS PALMAS COATEPEQUE	14.71
834	SAN SEBASTIAN HUEHUETENANGO	14.71
836	MEGAPACA CENTRAL	14.71
837	PARQUE CENTRAL RETALHULEU (VIP)	14.71
838	LAS POZAS RIO HONDO	14.71
839	SAN ANTONIO LA PAZ	14.71
841	MULTIMAYOREO ESCUINTLA	14.71
842	COLEGIO DE PROFESIONALES	14.71
843	SAN MIGUEL TOTONICAPAN	14.71
844	AUTOBANCO PALENCIA	14.71
845	CENTRO COMERCIAL REAL AMERICA	14.71
847	CUNOROC	14.71
848	RIO SAN JUAN AGUACATAN	14.71
849	CENTRO COMERCIAL LA ISLA	14.71
850	AUTOBANCO SAN RAFAEL LAS FLORES	14.71
852	MUNICIPALIDAD SAN PABLO JOCOPILAS	14.71
853	MUNICIPALIDAD DE SAN GABRIEL	14.71
854	MUNICIPALIDAD DE SAN MIGUEL PANAN SUCHITEPEQ	14.71
855	LA REYNITA SAYAXCHE	14.71
856	CONTEPEQUE ATESCATEMPA JUTIAPA	14.71
858	TECTITAN	14.71
859	LA TERMINAL USPANTAN	14.71
860	AUTOBANCO SAN MARTIN JILOTEPEQUE	14.71
861	SAN PEDRO JOCOPILAS	14.71
863	PATZITE	14.71
865	AUTOBANCO CALZADA ASTURIAS	14.71
869	PANORAMA XELA	14.71
871	LA BARRANCA GRANDE	14.71
872	BUENOS AIRES	14.71
875	AUTOBANCO AMBERES	14.71
876	SIPACAPA SAN MARCOS	14.71
877	AUTOBANCO MAYUELAS	14.71
878	AUTOBANCO PLAYITAS	14.71
879	MUNICIPALIDAD SAN PEDRO AYAMPUC	14.71
881	SAN MIGUEL SIGUILA	14.71
882	OLINTEPEQUE	14.71
883	ARGUETA	14.71
884	MINISTERIO DE GOBERNACION	14.71
885	MERCADO LA DEMOCRACIA XELA	14.71
886	LA ESPERANZA	14.71
887	AUTOBANCO CONDADO SAN CRISTOBAL TOTONICAPAN	14.71
889	MUNICIPALIDAD DE JALAPA	14.71
890	PUERTO DE IZTAPA	14.71
891	GUANAGAZAPA	14.71
892	PASACO	14.71
893	PALESTINA LAS CRUCES	14.71
895	ALDEA EL OBRAJUELO AGUA BLANCA	14.71
896	TIUCAL ASUNCION MITA JUTIAPA	14.71
906	 	14.71
1000	Mercado Sipacate	14.71
1001	AUTOBANCO CIUDAD QUETZAL	14.71
1003	AUTOBANCO EL PORVENIR / EL CARMEN	14.71
1004	2do. REGISTRO DE LA PROPIEDAD	14.71
1005	AUTOBANCO PLAZA MINERVA CHIQUIMULA	14.71
1006	AUTOBANCO PLAZA LOS PINOS QUETZALTEPEQUE	14.71
1007	MERCADO SANTA CATARINA	14.71
1008	MANZANOTES	14.71
1009	PLAZA CENTRA SUR	14.71
1010	Autobanco La Democracia Escuintla	14.71
1013	CIUDAD PERONIA	14.71
1014	AUTOBANCO FALLABON	14.71
1015	EL CALVARIO	14.71
1017	MERCADO SAN BENITO	14.71
1019	PLAZA SAN FRANCISCO	14.71
1020	CENTRO COMERCIAL PORTALES ZONA 17	14.71
1021	COLEGIO DE INGENIEROS DE GUATEMALA	14.71
1023	Naranjo Mall	29.43
1024	RENAP TOTONICAPAN	14.71
1025	ESMERALDA	14.71
1026	SEGUNDO REGISTRO DE LA PROPIEDAD	14.71
1029	CENTRO COMERCIAL TIKAL FUTURA	14.71
2083	MAXIDESPENSA VILLA NUEVA	14.71
2084	MAXI DESPENSA ROOSEVELT	14.71
2085	MAXI BODEGA AGENCIA ANEXO NO. 221	14.71
2087	MAXIDESPENSA ATLANTIDA	14.71
2088	MAXIDESPENSA TRIGALES	14.71
2089	CENTRO COMERCIAL PRADERA HUEHUTENANGO	29.43
2090	MAXIDESPENSA CHIMALTENANGO	14.71
9369	 	14.71
