rm_oficinacontable	descripcion	monto_USD$
138	AGENCIA MIXCO	14.58
139	AGENCIA ZONA 19	29.17
141	TERMINAL HUEHUETENANGO	14.58
142	PLAZA PALMERAS	14.58
144	SAN BENITO PETEN	14.58
146	INGUAT	14.58
147	AGENCIA SAT ZACAPA	29.17
148	COLONIAL ANTIGUA	14.58
149	SANTA EULALIA	14.58
151	SALAMA CENTRO	14.58
152	AUTOBANCO PROGRESO JUTIAPA	14.58
153	AUTOBANCO CIUDAD SAN CRISTOBAL	14.58
154	AGUA BLANCA	14.58
155	AUTOBANCO LAS MINAS ESQUIPULAS	14.58
156	PANAJACHEL	14.58
157	SAT - JALAPA	14.58
158	SAMAYAC	14.58
159	SAN ANDRES SEMETABAJ	14.58
160	AUTOBANCO TEXACO CHIQUIMULA	14.58
162	CAMOJA	14.58
163	CUNEN	14.58
164	AMATITLAN	29.17
165	XELAJU	29.17
166	TECULUTAN	14.58
168	LA TORRE	14.58
169	EL PROGRESO	14.58
170	C.D.R.O	14.58
173	19 CALLE	14.58
174	PURULHA	14.58
175	ORGANISMO JUDICIAL	14.58
177	LA DEMOCRACIA ESCUINTLA	14.58
178	AEROPUERTO	43.75
179	PALIN	14.58
180	SANARATE	14.58
181	CHICAMAN	14.58
183	PRISA	14.58
184	TERMINAL JUTIAPA	29.17
185	IGSS CENTRAL	14.58
187	SAN ANTONIO SUCHITEPEQUEZ	14.58
188	IGSS ZONA 5	14.58
189	19 AVENIDA ZONA 6	14.58
190	IGSS ZONA 11	14.58
192	IGSS MONTE REAL	14.58
193	IGSS RETALHULEU	14.58
194	IGSS PAMPLONA	14.58
195	TIQUISATE	14.58
196	SAN MIGUEL POCHUTA	14.58
197	TACTIC	14.58
198	SIMON BOLIVAR MORALES	14.58
199	MERCADO QUETZALTENANGO	14.58
200	CHAJUL	14.58
201	SALCAJA	29.17
202	MERCADO SANTO TOMAS DE CASTILLA	14.58
203	PATULUL	14.58
204	CHICACAO	14.58
205	IGSS ZONA 9	14.58
206	MEGA PRIMMA	29.17
207	CHIQUIMULA CENTRO	14.58
209	EL NARANJO	29.17
210	MERCADO TERMINAL ZONA 4	14.58
211	MERCADO LA FLORIDA	14.58
213	MERCADO LA PARROQUIA	14.58
216	MUNICIPALIDAD DE VILLA NUEVA	14.58
219	LOS OLIVOS	14.58
220	MONJAS	14.58
221	SANTA LUCIA COTZ	14.58
222	SAN ANDRES SAJCABAJA	14.58
225	MERCADO EL GUARDA	14.58
227	SANTO TOMAS DE CASTILLA	14.58
228	SAT ZONA 9	29.17
231	SAN PABLO SAN MARCOS	14.58
232	SAN JUAN SACATEPEQUEZ	14.58
233	ALMOLONGA	14.58
235	CENTRO COMERCIAL MONSERRAT	14.58
237	BOCA DEL MONTE	14.58
238	ZACUALPA	14.58
240	SANTA ANA HUISTA	14.58
241	RIO HONDO	14.58
242	SAT MAZATENANGO	14.58
244	HOSPITAL ROOSEVELT	14.58
249	AUTOBANCO - QUETZALTENANGO	14.58
251	LIVINGSTON	14.58
256	USAC	14.58
257	AUTOBANCO - PETAPA	14.58
260	MERCADO SAN JOSE MERCANTIL	14.58
263	MERCADO LA PRESIDENTA	14.58
265	SAN FELIPE RETALHULEU	14.58
266	CONCEPCION LAS MINAS	14.58
272	SANSARE	14.58
273	ESCUINTLA CENTRO	14.58
275	MAZATENANGO PLAZA AMERICA	14.58
276	MERCADO COLON	14.58
278	MERCADO LA REFORMITA	14.58
279	MERCADO BETHANIA	14.58
280	SAN ANDRES ITZAPA	14.58
283	AUTOBANCO ZACAPA TAMARINDAL	14.58
284	ESTANZUELA	14.58
285	CHIANTLA	14.58
286	SAN IDELFONSO IXTAHUACAN	14.58
288	ORATORIO	14.58
292	NAHUALA	14.58
293	SANTA LUCIA UTATLAN	14.58
294	MORAZAN	14.58
295	TACANA	14.58
296	SAN JUAN OSTUNCALCO	14.58
297	PARRAMOS	14.58
298	EL FRUTAL	14.58
300	INFOM	14.58
301	ORGANISMO JUDICIAL QUETZALTENANGO	29.17
302	QUEZADA	14.58
303	SIBILIA	14.58
304	CANILLA	14.58
306	LA GOMERA	14.58
308	DOLORES	14.58
309	IPM	14.58
312	ORGANISMO JUDICIAL HUEHUETENANGO	14.58
313	UTZ ULEW MALL	14.58
314	PRADERA XELA	14.58
315	DECAM	14.58
316	SAN JOSE POAQUIL	14.58
319	PLAZA JADE	14.58
321	CIUDAD VIEJA	14.58
324	JOCOTAN	14.58
325	SAN JOSE	14.58
326	AUTOBANCO TERMINAL RETALHULEU	29.17
329	AUTOBANCO COATEPEQUE	29.17
330	CASILLAS	14.58
332	AYARZA	14.58
333	SEGUROS UNIVERSALES	14.58
334	CENTRO COMERCIAL ZONA 4	14.58
335	USUMATLAN	14.58
336	CABANAS	14.58
337	SAN DIEGO	14.58
338	SAN ANTONIO ILOTENANGO	14.58
339	CONTRALORIA GENERAL DE CUENTAS	29.17
340	2 CALLE ZONA 9	29.17
341	MERCADO CANDELARIA	14.58
342	MERCADO JUSTO RUFINO BARRIOS	14.58
343	SAN MATEO IXTATAN	14.58
344	SAN CRISTOBAL ACASAGUASTLAN	14.58
345	MINISTERIO PUBLICO FISCALIAS	14.58
348	MERCADO BARILLAS	14.58
349	SAN MARCOS HUISTA	14.58
352	MINISTERIO DE RELACIONES EXTERIORES	14.58
353	MUNICIPALIDAD SANTA LUCIA COTZUMALGUAPA	14.58
354	CHAHAL	14.58
356	SAN AGUSTIN ACASAGUASTLAN	29.17
357	DESPENSA LOMAS DEL NORTE	14.58
358	MERCADO QUICHE ZONA 5	14.58
361	CUBULCO CENTRO	14.58
362	AVENIDA BOLIVAR	14.58
363	SAN JUAN COTZAL	14.58
364	MIRAFLORES	14.58
365	INTECAP	14.58
366	MEGA TERMINAL ZONA 4	14.58
367	AUTOBANCO JOYABAJ	14.58
369	CATARINA	14.58
370	GUAZACAPAN	14.58
376	CENTRO COMERCIAL PACIFIC CENTER	14.58
378	AUTOBANCO JALAPA	14.58
379	SANTA MARIA VISITACION	14.58
381	AUTOBANCO PUERTO BARRIOS	14.58
382	SAYAXCHE PARQUE CENTRAL	14.58
383	LAS ESCOBAS	14.58
384	CENTRO COMERCIAL MONTUFAR	14.58
386	AUTOBANCO SAN LUCAS SACATEPEQUEZ	14.58
389	SAN RAFAEL PIE DE LA CUESTA	14.58
390	PALESTINA DE LOS ALTOS	14.58
391	MERCADO GUASTATOYA	14.58
394	TERMINAL BAZARES	14.58
395	SANTA CATARINA IXTAHUACAN	14.58
396	CERINAL	14.58
397	ZARAGOZA CHIMALTENANGO	14.58
398	CONCEPCION TUTUAPA	14.58
400	SAN JUAN CHAMELCO	14.58
401	FRAIJANES	14.58
402	VISTA HERMOSA 2	14.58
403	BOSQUES DE SAN NICOLAS	14.58
404	AVENIDA PETAPA	14.58
405	NOVICENTRO	14.58
406	VILLA DE GUADALUPE	14.58
407	EL MUÑECON	14.58
408	CALZADA AGUILAR BATRES	14.58
409	LOS PROCERES	14.58
410	GEMINIS 10 NO. 2	14.58
411	METAMERCADO SAN JUAN	14.58
412	METATERMINAL DEL NORTE	14.58
413	SAN JOSE PINULA	14.58
414	ROOSEVELT 2	14.58
415	15 AVENIDA ZONA 6	14.58
417	SANTA FE	14.58
420	CENMA 2	14.58
422	ALPASA	14.58
424	VILLA NUEVA 2	14.58
425	MALACATAN 5A AVENIDA	14.58
426	HUEHUETENANGO TORRE	14.58
427	ASUNCION MITA BARRIO EL CENTRO	14.58
428	SALAMA 5A AVENIDA	14.58
430	SANTA ELENA 4A CALLE	14.58
431	POPTUN 7A AVENIDA	14.58
432	MAZATENANGO 7A CALLE ZONA 2	29.17
433	BARILLAS 2A AVENIDA	14.58
434	LA MESILLA CARRETERA INTERAMERICANA	14.58
436	TECUN UMAN 3A AVENIDA	29.17
437	CHIQUIMULA 8A. AVENIDA	14.58
438	SOLOMA ZONA 1	14.58
440	ESCUINTLA 3A CALLE	14.58
441	COLOMBA	14.58
443	SAN RAFAEL	14.58
444	JACALTENANGO 2	14.58
446	FLORES COSTA CUCA	14.58
447	LLANO LARGO	14.58
448	EL QUETZAL	14.58
449	SAN JOSE EL RODEO	14.58
452	MERCADO SANTO TOMAS DE CASTILLA	14.58
453	C.C. PRADERA ZONA10	14.58
455	MALACATANCITO HUEHUETENANGO	14.58
456	ORGANISMO JUDICIAL MIXCO	14.58
457	SIQUINALA	14.58
458	AUTOBANCO TECULUTAN	29.17
460	MONTERRICO	14.58
461	TAXISCO	14.58
464	AUTOBANCO SAN JUAN SACATEPEQUEZ	14.58
465	CHANMAGUA	14.58
467	SAN FRANCISCO PETEN	14.58
469	ORGANISMO JUDICIAL ESCUINTLA	14.58
470	NIMASAC	14.58
471	POLOGUA	14.58
474	CENTRO COMERCIAL TIKAL	14.58
475	LOS AMATES CENTRO	14.58
476	AUTOBANCO ALDEA MARISCOS	14.58
477	AUTOBANCO LA RUIDOSA	14.58
478	MERCADO LOS AMATES	14.58
481	CENTRO COMERCIAL MINUTO	14.58
482	GRACIAS A DIOS	14.58
483	SAN JUAN IXCOY	14.58
484	SAN JOSE CHACAYA	14.58
485	SAN JORGE ZACAPA	14.58
487	CONCEPCION CHIQUIRICHAPA	14.58
488	CHUARRANCHO	14.58
490	EL MILAGRO	14.58
493	MERCADO VILLA NUEVA	14.58
494	COMISARIATO MORALES	14.58
496	CENTRAL DE MAYOREO ALMOLONGA	14.58
497	AUTOBANCO LAS CHAMPAS	14.58
498	PARQUE JUTIAPA	14.58
500	WAY ASUNCION MITA	14.58
503	EL AMATILLO	14.58
504	AUTOBANCO GASO JUTIAPA	14.58
505	IGSS MONTUFAR	14.58
506	HORCONES 	14.58
507	SAN RAFAEL LAS FLORES	14.58
509	CC SANTA AMELIA	14.58
510	SAN JOSE LA ARADA	14.58
512	UNION CANTINIL	14.58
514	SUPERMERCADO LA CASITA	14.58
515	UNIVERSITARIA JUTIAPA	14.58
517	CHINIQUE	14.58
518	MONTUFAR	14.58
520	SAN JUAN ATITAN	14.58
521	SANTIAGO CHIMALTENANGO	14.58
523	GRAMEEN PANAJACHEL	14.58
525	SAN MIGUEL CHICAJ	14.58
527	AUTOBANCO CRUCE SAN LUIS 	14.58
528	LA CONCHA	14.58
530	AUTOBANCO CHIMALTENANGO	14.58
531	MULTIMAYOREO	14.58
532	PRADERA LINDA VISTA	14.58
534	AUTOBANCO FRAY BARTOLOME DE LAS CASAS	14.58
535	TIERRA BLANCA	14.58
536	TRAPICHE	14.58
537	GRAN KARMEL	14.58
540	CC LA DOCE	14.58
542	OJ ANTIGUA GUATEMALA	14.58
543	MERCADO ANTIGUA GUATEMALA	14.58
545	PRADERA CHIQUIMULA	14.58
546	WAY ZONA 6 PARROQUIA 	14.58
551	CENTRO COMERCIAL EL JAULON	14.58
554	HUITAN QUETZALTENANGO	14.58
555	SAN ANTONIO AGUAS CALIENTES	14.58
557	MERCADO SANTA LUISA	14.58
558	SAN MARTIN SACATEPEQUEZ	14.58
560	SANTA APOLONIA	14.58
562	AUTOBANCO ESCUINTLA	14.58
568	AUTOBANCO CC METRO PLAZA RETALHULEU	14.58
569	SANTO TOMAS LA UNION SUCHITEPEQUEZ	14.58
571	DIMACO PAJAPITA SAN MARCOS	14.58
572	RENAP SANTA CATARINA PINULA	29.17
574	SANTA MARIA DE JESUS	14.58
575	COLOTENANGO	14.58
576	TANQUE LA UNION ANTIGUA	14.58
577	DGAC MUNDO MAYA PETEN	14.58
578	AUTOBANCO JAGUAR AEROPUERTO MUNDO MAYA	14.58
580	AUTOBANCO JAGUAR SAN BENITO	14.58
581	EL ADELANTO	14.58
582	AUTOBANCO El TEJAR	29.17
583	AUTOBANCO JAGUAR POPTUN	14.58
589	ALDEA LA ERMITA	14.58
590	SUPER DEL BARRIO CARRETERA AL ATLANTICO	14.58
591	LA MAQUINA 2	14.58
592	ZUNILITO	14.58
593	SAN FRANCISCO ZAPOTITLAN 	14.58
594	CABALLO BLANCO	14.58
595	CHINAUTLA	14.58
596	MEGAMEDICA ZACAPA	14.58
601	AUTOBANCO ENTRE RIOS	14.58
613	COLONIA MAYA	14.58
614	SANTA ELENA BARILLAS	14.58
622	UNIVERSIDAD PANAMERICANA	14.58
623	SANTA ANA PETEN	14.58
624	C.C. PASEO LAS PALMAS RETALHULEU	14.58
629	MERCADO NUEVA CONCEPCION	14.58
630	CENTRO COMERCIAL CATALINA VILLA NUEVA	14.58
634	SUPERDICASA LA DEMOCRACIA	14.58
635	SAN SEBASTIAN COATAN	14.58
637	SAN JUAN ERMITA CHIQUIMULA	14.58
638	SAN JACINTO	14.58
639	GRAMEEN SACAPULAS	14.58
643	MEGAPACA PASEO SAN NICOLAS	14.58
646	MEGAPACA VILLA NUEVA	14.58
649	ACATENANGO	14.58
652	SAT CUILAPA	14.58
654	SAN VICENTE PACAYA	29.17
656	GRAMEEN SANTA CLARA LA LAGUNA	14.58
657	SAN PEDRO YEPOCAPA	14.58
659	C.C. ESKALA ROOSEVELT	14.58
660	CC ALTAVISTA	14.58
661	PLAZA FINACIERA CENTRA SUR	14.58
662	PORTUARIA QUETZAL (PTO)	14.58
663	DEL MAESTRO ZONA 1	14.58
664	SANTA CRUZ NARANJO	14.58
667	GUINEALES	14.58
669	PASEO DE LAS AMERICAS XELA	14.58
671	MUNICIPALIDAD FRAIJANES	14.58
675	SAN JOSE ACATEMPA	14.58
677	CALZADA MOPAN DOLORES PETEN	14.58
679	SAN PEDRO SACATEPEQUEZ CENTRO	14.58
681	SAN JOSE OJETENAM	14.58
683	SAN ANTONIO SACATEPEQUEZ	14.58
684	AUTOBANCO CHIQUIMULILLA	14.58
687	LLANO GRANDE SALAMA	14.58
690	MEGAPACA EL PUNTO	14.58
691	SAN RAFAEL LA INDEPENDENCIA	14.58
692	SAN GASPAR IXCHIL	14.58
693	CC PLAZA MANANTIAL	14.58
695	MINI MUNI CUBIL	14.58
696	MINI MUNI CAMPO DE AVIACION COBAN	14.58
697	SANYUYO	14.58
698	GRAMEEN USPANTAN	14.58
699	MAGDALENA MILPAS ALTAS	14.58
700	AUTOBANCO MULTIPLAZA EL SAUCE	14.58
703	GRAMEEN HUEHUETENANGO	14.58
704	MIXCO PARQUE	14.58
705	MIX SAN CRISTOBAL	29.17
706	CUYOTENANGO	14.58
707	AUTOBANCO MEGAFERRO	14.58
714	AUTOBANCO VILLAS DEL SUR	29.17
716	SAN JUAN TECUACO	14.58
718	 SAN FRANCISCO DE ASIS	14.58
719	SANTA LUCIA CENTRO	14.58
720	QUICHE ZONA 3	14.58
721	TERMINAL QUICHE	14.58
723	CC LOS PROCERES	14.58
724	MERCADO SANTA ELENA	14.58
725	SAN VICENTE BUENABAJ	14.58
726	GALERIAS DEL SUR	14.58
727	MUNICIPALIDAD SAN RAYMUNDO	14.58
728	CHINACA	14.58
730	GRAMEEN SAN PABLO	14.58
731	CENTRA NORTE	14.58
732	SAN BARTOLO AGUAS CALIENTES	14.58
733	CC PRADERA CONCEPCION	14.58
734	LA BLANCA SAN MARCOS	14.58
735	NUEVO PROGRESO	14.58
737	GRAMEEN NEBAJ	14.58
739	PLAZA MEDICA DEL NORTE	29.17
740	MUNICIPALIDAD DE CHIMALTENANGO	14.58
741	MEGAPACA VILLA LINDA	14.58
743	OCRET	14.58
744	CENTRO COMERCIAL METRO PLAZA JUTIAPA	14.58
745	COLONIA LOS ANGELES	14.58
747	PACHALUM CALLE DE LAS FLORES	14.58
749	MEGAPACA VIP CHIQUIMULA	29.17
750	CENTRO COMERCIAL MAJADAS	14.58
751	CENTRO COMERCIAL LA TRINIDAD MALACATAN	14.58
752	UNISUPER NIMAJUYU	14.58
753	LAS CABEZAS ORATORIO	14.58
754	CALLE MARTI 12 AVENIDA	14.58
755	UNISUPER LA BRIGADA	14.58
756	UNISUPER LO DE FUENTES	14.58
757	CENTRO COMERCIAL PLAZA METROFERIA	14.58
758	GASO MOYUTA	14.58
761	PARQUE CENTRAL SAN ANTONIO HUISTA	14.58
762	MEGAPACA XELA	14.58
763	GUATELINDA SAN DIEGO	14.58
765	MUNICIPALIDAD DE SANTA CATARINA BARAHONA	14.58
766	CONTRALORIA GENERAL DE CUENTAS ZONA 13	14.58
767	MINISTERIO DE SALUD PUBLICA ZONA 9	14.58
769	CIUDAD QUETZAL	14.58
770	MUNICIPALIDAD DE SAN JOSE POAQUIL	14.58
771	SAN SEBASTIAN RETALHULEU	14.58
772	CASAS VIEJAS	14.58
773	CENTRO COMERCIAL MAYA MALL	14.58
774	EL JICARO	14.58
776	JOCOTENANGO	14.58
777	AUTOBANCO SAN MARCOS	14.58
779	KILOMETRO 11 SAN JUAN DOLORES	14.58
780	LOS ESCUDOS CHIMALTENANGO	14.58
781	CENTRO COMERCIAL SAN FRANCISCO ZONA 6 MIXCO	14.58
782	MUNICIPALIDAD DE MASAGUA	14.58
783	REGISTRO GENERAL DE LA PROPIEDAD	14.58
785	CENTRO COMERCIAL LAS FLORES AMATITLAN	14.58
786	CEALSA	14.58
787	CENTRO COMERCIAL SAN FRANCISCO	14.58
788	SAN JOSE DE LA COMUNIDAD	14.58
789	MERCADO COBAN	14.58
791	AUTOBANCO MEGAPLAZA	29.17
792	COMERCIAL PLAZA LA LIBERTAD PETEN	14.58
793	MERCADO PRIMERO DE JULIO	14.58
795	LICEO ROCA DE AYUDA	14.58
799	MUNICIPALIDAD DE QUETZALTENANGO	14.58
801	MUNICIPALIDAD RETALHULEU	14.58
802	JUMAYTEPEQUE	14.58
803	AUTOBANCO BARBERENA	14.58
804	COLIS	14.58
805	ESQUIPULAS 6A. AVENIDA	14.58
806	TZOLOJYA	14.58
808	AUTOBANCO SAMAYAC	14.58
809	EVENTOS CATOLICOS	14.58
811	LO DE REYES SAN PEDRO AYAMPUC	14.58
812	CALLE REAL SAN JOSE DEL GOLFO	29.17
813	CONGUACO	14.58
814	RENAP KOREA CENTER	14.58
815	SUPER DEL BARRIO CIUDAD REAL	14.58
819	PANORAMA EXPRESS	14.58
822	COMAPA	14.58
823	GENOVA COSTA CUCA	14.58
824	SANTA MARIA CHIQUIMULA	14.58
825	CUNOC QUETZALTENANGO	14.58
827	CORPORATIVA QUETZALTENANGO	14.58
828	RABINAL CENTRO	14.58
829	CIUDAD SATELITE	14.58
830	LAS BRISAS	14.58
831	C.C. MOLINO DE LAS FLORES	14.58
832	CENTRO COMERCIAL LA TRINIDAD COATEPEQUE	29.17
833	LAS PALMAS COATEPEQUE	14.58
834	SAN SEBASTIAN HUEHUETENANGO	14.58
836	MEGAPACA CENTRAL	14.58
837	PARQUE CENTRAL RETALHULEU (VIP)	14.58
838	LAS POZAS RIO HONDO	14.58
839	SAN ANTONIO LA PAZ	14.58
841	MULTIMAYOREO ESCUINTLA	14.58
842	COLEGIO DE PROFESIONALES	14.58
843	SAN MIGUEL TOTONICAPAN	14.58
844	AUTOBANCO PALENCIA	14.58
845	CENTRO COMERCIAL REAL AMERICA	14.58
847	CUNOROC	14.58
848	RIO SAN JUAN AGUACATAN	14.58
849	CENTRO COMERCIAL LA ISLA	14.58
850	AUTOBANCO SAN RAFAEL LAS FLORES	14.58
852	MUNICIPALIDAD SAN PABLO JOCOPILAS	14.58
853	MUNICIPALIDAD DE SAN GABRIEL	14.58
854	MUNICIPALIDAD DE SAN MIGUEL PANAN SUCHITEPEQ	14.58
855	LA REYNITA SAYAXCHE	14.58
856	CONTEPEQUE ATESCATEMPA JUTIAPA	14.58
858	TECTITAN	14.58
859	LA TERMINAL USPANTAN	14.58
860	AUTOBANCO SAN MARTIN JILOTEPEQUE	14.58
861	SAN PEDRO JOCOPILAS	14.58
863	PATZITE	14.58
865	AUTOBANCO CALZADA ASTURIAS	14.58
869	PANORAMA XELA	14.58
870	MORALES CENTRO	14.58
871	LA BARRANCA GRANDE	14.58
872	BUENOS AIRES	14.58
875	AUTOBANCO AMBERES	14.58
876	SIPACAPA SAN MARCOS	14.58
877	AUTOBANCO MAYUELAS	14.58
878	AUTOBANCO PLAYITAS	14.58
879	MUNICIPALIDAD SAN PEDRO AYAMPUC	14.58
881	SAN MIGUEL SIGUILA	14.58
882	OLINTEPEQUE	14.58
883	ARGUETA	14.58
884	MINISTERIO DE GOBERNACION	14.58
885	MERCADO LA DEMOCRACIA XELA	14.58
886	LA ESPERANZA	14.58
887	AUTOBANCO CONDADO SAN CRISTOBAL TOTONICAPAN	14.58
888	MUXBAL	29.17
889	MUNICIPALIDAD DE JALAPA	14.58
890	PUERTO DE IZTAPA	14.58
891	GUANAGAZAPA	14.58
892	PASACO	14.58
893	PALESTINA LAS CRUCES	14.58
895	ALDEA EL OBRAJUELO AGUA BLANCA	14.58
896	TIUCAL ASUNCION MITA JUTIAPA	14.58
906	 	14.58
1000	Mercado Sipacate	14.58
1001	AUTOBANCO CIUDAD QUETZAL	14.58
1003	AUTOBANCO EL PORVENIR / EL CARMEN	14.58
1004	2do. REGISTRO DE LA PROPIEDAD	14.58
1005	AUTOBANCO PLAZA MINERVA CHIQUIMULA	14.58
1006	AUTOBANCO PLAZA LOS PINOS QUETZALTEPEQUE	14.58
1007	MERCADO SANTA CATARINA	14.58
1008	MANZANOTES	14.58
1009	PLAZA CENTRA SUR	14.58
1010	Autobanco La Democracia Escuintla	14.58
1013	CIUDAD PERONIA	14.58
1014	AUTOBANCO FALLABON	14.58
1015	EL CALVARIO	14.58
1017	MERCADO SAN BENITO	14.58
1019	PLAZA SAN FRANCISCO	14.58
1020	CENTRO COMERCIAL PORTALES ZONA 17	14.58
1021	COLEGIO DE INGENIEROS DE GUATEMALA	14.58
1023	Naranjo Mall	29.17
1024	RENAP TOTONICAPAN	14.58
1025	ESMERALDA	14.58
1026	SEGUNDO REGISTRO DE LA PROPIEDAD	14.58
1029	CENTRO COMERCIAL TIKAL FUTURA	14.58
2083	MAXIDESPENSA VILLA NUEVA	14.58
2084	MAXI DESPENSA ROOSEVELT	14.58
2085	MAXI BODEGA AGENCIA ANEXO NO. 221	14.58
2087	MAXIDESPENSA ATLANTIDA	14.58
2088	MAXIDESPENSA TRIGALES	14.58
2089	CENTRO COMERCIAL PRADERA HUEHUTENANGO	29.17
2090	MAXIDESPENSA CHIMALTENANGO	14.58
9369	 	14.58
