rm_oficinacontable	descripcion	monto_USD$
470	NIMASAC	14.25
471	POLOGUA	14.25
474	CENTRO COMERCIAL TIKAL	14.25
475	LOS AMATES CENTRO	14.25
476	AUTOBANCO ALDEA MARISCOS	14.25
477	AUTOBANCO LA RUIDOSA	14.25
478	MERCADO LOS AMATES	14.25
481	CENTRO COMERCIAL MINUTO	14.25
482	GRACIAS A DIOS	14.25
483	SAN JUAN IXCOY	14.25
484	SAN JOSE CHACAYA	14.25
485	SAN JORGE ZACAPA	14.25
487	CONCEPCION CHIQUIRICHAPA	14.25
488	CHUARRANCHO	14.25
490	EL MILAGRO	14.25
493	MERCADO VILLA NUEVA	14.25
494	COMISARIATO MORALES	14.25
496	CENTRAL DE MAYOREO ALMOLONGA	14.25
497	AUTOBANCO LAS CHAMPAS	14.25
498	PARQUE JUTIAPA	14.25
500	WAY ASUNCION MITA	14.25
503	EL AMATILLO	14.25
504	AUTOBANCO GASO JUTIAPA	14.25
505	IGSS MONTUFAR	14.25
506	HORCONES 	14.25
507	SAN RAFAEL LAS FLORES	14.25
508	DESPENSA SANTA ELENA	14.25
509	CC SANTA AMELIA	14.25
510	SAN JOSE LA ARADA	14.25
512	UNION CANTINIL	14.25
514	SUPERMERCADO LA CASITA	14.25
515	UNIVERSITARIA JUTIAPA	14.25
517	CHINIQUE	14.25
518	MONTUFAR	14.25
520	SAN JUAN ATITAN	14.25
521	SANTIAGO CHIMALTENANGO	14.25
523	GRAMEEN PANAJACHEL	14.25
525	SAN MIGUEL CHICAJ	14.25
527	AUTOBANCO CRUCE SAN LUIS 	14.25
528	LA CONCHA	14.25
530	AUTOBANCO CHIMALTENANGO	14.25
531	MULTIMAYOREO	14.25
532	PRADERA LINDA VISTA	14.25
534	AUTOBANCO FRAY BARTOLOME DE LAS CASAS	14.25
535	TIERRA BLANCA	14.25
536	TRAPICHE	14.25
537	GRAN KARMEL	14.25
540	CC LA DOCE	14.25
542	OJ ANTIGUA GUATEMALA	14.25
543	MERCADO ANTIGUA GUATEMALA	14.25
545	PRADERA CHIQUIMULA	14.25
546	WAY ZONA 6 PARROQUIA 	14.25
551	CENTRO COMERCIAL EL JAULON	14.25
554	HUITAN QUETZALTENANGO	14.25
555	SAN ANTONIO AGUAS CALIENTES	14.25
557	MERCADO SANTA LUISA	14.25
558	SAN MARTIN SACATEPEQUEZ	14.25
560	SANTA APOLONIA	14.25
562	AUTOBANCO ESCUINTLA	14.25
568	AUTOBANCO CC METRO PLAZA RETALHULEU	14.25
569	SANTO TOMAS LA UNION SUCHITEPEQUEZ	14.25
571	DIMACO PAJAPITA SAN MARCOS	14.25
572	RENAP SANTA CATARINA PINULA	28.49
574	SANTA MARIA DE JESUS	14.25
575	COLOTENANGO	14.25
576	TANQUE LA UNION ANTIGUA	14.25
577	DGAC MUNDO MAYA PETEN	14.25
578	AUTOBANCO JAGUAR AEROPUERTO MUNDO MAYA	14.25
580	AUTOBANCO JAGUAR SAN BENITO	14.25
581	EL ADELANTO	14.25
582	AUTOBANCO El TEJAR	28.49
583	AUTOBANCO JAGUAR POPTUN	14.25
589	ALDEA LA ERMITA	14.25
590	SUPER DEL BARRIO CARRETERA AL ATLANTICO	14.25
591	LA MAQUINA 2	14.25
592	ZUNILITO	14.25
593	SAN FRANCISCO ZAPOTITLAN 	14.25
594	CABALLO BLANCO	14.25
595	CHINAUTLA	14.25
596	MEGAMEDICA ZACAPA	14.25
601	AUTOBANCO ENTRE RIOS	14.25
613	COLONIA MAYA	14.25
614	SANTA ELENA BARILLAS	14.25
615	MERCADO SAN JOSE DEL GOLFO	28.49
622	UNIVERSIDAD PANAMERICANA	14.25
623	SANTA ANA PETEN	14.25
624	C.C. PASEO LAS PALMAS RETALHULEU	14.25
627	LA PARROQUIA ZONA REYNA	14.25
629	MERCADO NUEVA CONCEPCION	14.25
630	CENTRO COMERCIAL CATALINA VILLA NUEVA	14.25
634	SUPERDICASA LA DEMOCRACIA	14.25
635	SAN SEBASTIAN COATAN	14.25
637	SAN JUAN ERMITA CHIQUIMULA	14.25
638	SAN JACINTO	14.25
639	GRAMEEN SACAPULAS	14.25
643	MEGAPACA PASEO SAN NICOLAS	14.25
646	MEGAPACA VILLA NUEVA	14.25
649	ACATENANGO	14.25
652	SAT CUILAPA	14.25
654	SAN VICENTE PACAYA	28.49
656	GRAMEEN SANTA CLARA LA LAGUNA	14.25
657	SAN PEDRO YEPOCAPA	14.25
659	C.C. ESKALA ROOSEVELT	14.25
660	CC ALTAVISTA	14.25
661	PLAZA FINACIERA CENTRA SUR	14.25
662	PORTUARIA QUETZAL (PTO)	14.25
663	DEL MAESTRO ZONA 1	14.25
664	SANTA CRUZ NARANJO	14.25
667	GUINEALES	14.25
669	PASEO DE LAS AMERICAS XELA	14.25
671	MUNICIPALIDAD FRAIJANES	14.25
675	SAN JOSE ACATEMPA	14.25
677	CALZADA MOPAN DOLORES PETEN	14.25
679	SAN PEDRO SACATEPEQUEZ CENTRO	14.25
681	SAN JOSE OJETENAM	14.25
683	SAN ANTONIO SACATEPEQUEZ	14.25
684	AUTOBANCO CHIQUIMULILLA	14.25
685	ADUANA EL CEIBO	14.25
687	LLANO GRANDE SALAMA	14.25
690	MEGAPACA EL PUNTO	14.25
691	SAN RAFAEL LA INDEPENDENCIA	14.25
692	SAN GASPAR IXCHIL	14.25
693	CC PLAZA MANANTIAL	14.25
695	MINI MUNI CUBIL	14.25
696	MINI MUNI CAMPO DE AVIACION COBAN	14.25
697	SANYUYO	14.25
698	GRAMEEN USPANTAN	14.25
699	MAGDALENA MILPAS ALTAS	14.25
700	AUTOBANCO MULTIPLAZA EL SAUCE	14.25
703	GRAMEEN HUEHUETENANGO	14.25
704	MIXCO PARQUE	14.25
705	MIX SAN CRISTOBAL	28.49
706	CUYOTENANGO	14.25
707	AUTOBANCO MEGAFERRO	14.25
714	AUTOBANCO VILLAS DEL SUR	28.49
716	SAN JUAN TECUACO	14.25
718	 SAN FRANCISCO DE ASIS	14.25
719	SANTA LUCIA CENTRO	14.25
720	QUICHE ZONA 3	14.25
721	TERMINAL QUICHE	14.25
723	CC LOS PROCERES	14.25
724	MERCADO SANTA ELENA	14.25
725	SAN VICENTE BUENABAJ	14.25
726	GALERIAS DEL SUR	14.25
727	MUNICIPALIDAD SAN RAYMUNDO	14.25
728	CHINACA	14.25
730	GRAMEEN SAN PABLO	14.25
731	CENTRA NORTE	14.25
732	SAN BARTOLO AGUAS CALIENTES	14.25
733	CC PRADERA CONCEPCION	14.25
734	LA BLANCA SAN MARCOS	14.25
735	NUEVO PROGRESO	14.25
737	GRAMEEN NEBAJ	14.25
739	PLAZA MEDICA DEL NORTE	28.49
740	MUNICIPALIDAD DE CHIMALTENANGO	14.25
741	MEGAPACA VILLA LINDA	14.25
743	OCRET	14.25
744	CENTRO COMERCIAL METRO PLAZA JUTIAPA	14.25
745	COLONIA LOS ANGELES	14.25
747	PACHALUM CALLE DE LAS FLORES	14.25
749	MEGAPACA VIP CHIQUIMULA	28.49
750	CENTRO COMERCIAL MAJADAS	14.25
751	CENTRO COMERCIAL LA TRINIDAD MALACATAN	14.25
752	UNISUPER NIMAJUYU	14.25
753	LAS CABEZAS ORATORIO	14.25
754	CALLE MARTI 12 AVENIDA	14.25
755	UNISUPER LA BRIGADA	14.25
756	UNISUPER LO DE FUENTES	14.25
757	CENTRO COMERCIAL PLAZA METROFERIA	14.25
758	GASO MOYUTA	14.25
761	PARQUE CENTRAL SAN ANTONIO HUISTA	14.25
762	MEGAPACA XELA	14.25
763	GUATELINDA SAN DIEGO	14.25
765	MUNICIPALIDAD DE SANTA CATARINA BARAHONA	14.25
766	CONTRALORIA GENERAL DE CUENTAS ZONA 13	14.25
767	MINISTERIO DE SALUD PUBLICA ZONA 9	14.25
769	CIUDAD QUETZAL	14.25
770	MUNICIPALIDAD DE SAN JOSE POAQUIL	14.25
771	SAN SEBASTIAN RETALHULEU	14.25
772	CASAS VIEJAS	14.25
773	CENTRO COMERCIAL MAYA MALL	14.25
774	EL JICARO	14.25
776	JOCOTENANGO	14.25
777	AUTOBANCO SAN MARCOS	14.25
779	KILOMETRO 11 SAN JUAN DOLORES	14.25
780	LOS ESCUDOS CHIMALTENANGO	14.25
781	CENTRO COMERCIAL SAN FRANCISCO ZONA 6 MIXCO	14.25
782	MUNICIPALIDAD DE MASAGUA	14.25
783	REGISTRO GENERAL DE LA PROPIEDAD	14.25
785	CENTRO COMERCIAL LAS FLORES AMATITLAN	14.25
786	CEALSA	14.25
787	CENTRO COMERCIAL SAN FRANCISCO	14.25
788	SAN JOSE DE LA COMUNIDAD	14.25
789	MERCADO COBAN	14.25
791	AUTOBANCO MEGAPLAZA	28.49
792	COMERCIAL PLAZA LA LIBERTAD PETEN	14.25
793	MERCADO PRIMERO DE JULIO	14.25
795	LICEO ROCA DE AYUDA	14.25
799	MUNICIPALIDAD DE QUETZALTENANGO	14.25
801	MUNICIPALIDAD RETALHULEU	14.25
802	JUMAYTEPEQUE	14.25
803	AUTOBANCO BARBERENA	14.25
804	COLIS	14.25
805	ESQUIPULAS 6A. AVENIDA	14.25
806	TZOLOJYA	14.25
808	AUTOBANCO SAMAYAC	14.25
809	EVENTOS CATOLICOS	14.25
811	LO DE REYES SAN PEDRO AYAMPUC	14.25
812	CALLE REAL SAN JOSE DEL GOLFO	14.25
813	CONGUACO	14.25
814	RENAP KOREA CENTER	14.25
815	SUPER DEL BARRIO CIUDAD REAL	14.25
819	PANORAMA EXPRESS	14.25
822	COMAPA	14.25
823	GENOVA COSTA CUCA	14.25
824	SANTA MARIA CHIQUIMULA	14.25
825	CUNOC QUETZALTENANGO	14.25
827	CORPORATIVA QUETZALTENANGO	14.25
828	RABINAL CENTRO	14.25
829	CIUDAD SATELITE	14.25
830	LAS BRISAS	14.25
831	C.C. MOLINO DE LAS FLORES	14.25
832	CENTRO COMERCIAL LA TRINIDAD COATEPEQUE	28.49
833	LAS PALMAS COATEPEQUE	14.25
834	SAN SEBASTIAN HUEHUETENANGO	14.25
836	MEGAPACA CENTRAL	14.25
837	PARQUE CENTRAL RETALHULEU (VIP)	14.25
838	LAS POZAS RIO HONDO	14.25
839	SAN ANTONIO LA PAZ	14.25
840	TAJUMUCO	14.25
841	MULTIMAYOREO ESCUINTLA	14.25
842	COLEGIO DE PROFESIONALES	14.25
843	SAN MIGUEL TOTONICAPAN	14.25
844	AUTOBANCO PALENCIA	14.25
845	CENTRO COMERCIAL REAL AMERICA	14.25
847	CUNOROC	14.25
848	RIO SAN JUAN AGUACATAN	14.25
849	CENTRO COMERCIAL LA ISLA	14.25
850	AUTOBANCO SAN RAFAEL LAS FLORES	14.25
852	MUNICIPALIDAD SAN PABLO JOCOPILAS	14.25
853	MUNICIPALIDAD DE SAN GABRIEL	14.25
854	MUNICIPALIDAD DE SAN MIGUEL PANAN SUCHITEPEQ	14.25
855	LA REYNITA SAYAXCHE	14.25
856	CONTEPEQUE ATESCATEMPA JUTIAPA	14.25
858	TECTITAN	14.25
859	LA TERMINAL USPANTAN	14.25
860	AUTOBANCO SAN MARTIN JILOTEPEQUE	14.25
861	SAN PEDRO JOCOPILAS	14.25
863	PATZITE	14.25
864	EL INJERTO LA LIBERTAD	14.25
865	AUTOBANCO CALZADA ASTURIAS	14.25
869	PANORAMA XELA	14.25
870	MORALES CENTRO	14.25
871	LA BARRANCA GRANDE	14.25
872	BUENOS AIRES	14.25
875	AUTOBANCO AMBERES	14.25
876	SIPACAPA SAN MARCOS	14.25
877	AUTOBANCO MAYUELAS	14.25
878	AUTOBANCO PLAYITAS	14.25
879	MUNICIPALIDAD SAN PEDRO AYAMPUC	14.25
881	SAN MIGUEL SIGUILA	14.25
882	OLINTEPEQUE	14.25
883	ARGUETA	14.25
884	MINISTERIO DE GOBERNACION	14.25
885	MERCADO LA DEMOCRACIA XELA	14.25
886	LA ESPERANZA	14.25
887	AUTOBANCO CONDADO SAN CRISTOBAL TOTONICAPAN	14.25
888	MUXBAL	28.49
889	MUNICIPALIDAD DE JALAPA	14.25
890	PUERTO DE IZTAPA	14.25
891	GUANAGAZAPA	14.25
892	PASACO	14.25
893	PALESTINA LAS CRUCES	14.25
895	ALDEA EL OBRAJUELO AGUA BLANCA	14.25
896	TIUCAL ASUNCION MITA JUTIAPA	14.25
906	 	14.25
919	 	28.49
920	 	14.25
1000	Mercado Sipacate	14.25
1001	AUTOBANCO CIUDAD QUETZAL	14.25
1003	AUTOBANCO EL PORVENIR / EL CARMEN	14.25
1004	2do. REGISTRO DE LA PROPIEDAD	14.25
1005	AUTOBANCO PLAZA MINERVA CHIQUIMULA	14.25
1006	AUTOBANCO PLAZA LOS PINOS QUETZALTEPEQUE	14.25
1007	MERCADO SANTA CATARINA	14.25
1008	MANZANOTES	14.25
1009	PLAZA CENTRA SUR	14.25
1010	Autobanco La Democracia Escuintla	14.25
1013	CIUDAD PERONIA	14.25
1014	AUTOBANCO FALLABON	14.25
1015	EL CALVARIO	14.25
1017	MERCADO SAN BENITO	14.25
1019	PLAZA SAN FRANCISCO	14.25
1020	CENTRO COMERCIAL PORTALES ZONA 17	14.25
1021	COLEGIO DE INGENIEROS DE GUATEMALA	14.25
1022	Atlantis	14.25
1023	Naranjo Mall	14.25
1024	RENAP TOTONICAPAN	14.25
1025	ESMERALDA	14.25
1026	SEGUNDO REGISTRO DE LA PROPIEDAD	14.25
1029	CENTRO COMERCIAL TIKAL FUTURA	14.25
2083	MAXIDESPENSA VILLA NUEVA	14.25
2084	MAXI DESPENSA ROOSEVELT	14.25
2085	MAXI BODEGA AGENCIA ANEXO NO. 221	14.25
2087	MAXIDESPENSA ATLANTIDA	14.25
2088	MAXIDESPENSA TRIGALES	14.25
2089	MAXIDESPENSA HUEHUETENANGO	14.25
2090	MAXIDESPENSA CHIMALTENANGO	14.25
9369	 	14.25
