rm_oficinacontable	descripcion	monto_USD$
293	SANTA LUCIA UTATLAN	14.56
294	MORAZAN	14.56
295	TACANA	14.56
296	SAN JUAN OSTUNCALCO	14.56
297	PARRAMOS	14.56
298	EL FRUTAL	14.56
300	INFOM	14.56
301	ORGANISMO JUDICIAL QUETZALTENANGO	29.12
302	QUEZADA	14.56
303	SIBILIA	14.56
304	CANILLA	14.56
306	LA GOMERA	14.56
308	DOLORES	14.56
309	IPM	14.56
312	ORGANISMO JUDICIAL HUEHUETENANGO	14.56
313	UTZ ULEW MALL	14.56
314	PRADERA XELA	14.56
315	DECAM	14.56
316	SAN JOSE POAQUIL	14.56
319	PLAZA JADE	14.56
321	CIUDAD VIEJA	14.56
324	JOCOTAN	14.56
325	SAN JOSE	14.56
326	AUTOBANCO TERMINAL RETALHULEU	29.12
329	AUTOBANCO COATEPEQUE	29.12
330	CASILLAS	14.56
332	AYARZA	14.56
333	SEGUROS UNIVERSALES	14.56
334	CENTRO COMERCIAL ZONA 4	14.56
335	USUMATLAN	14.56
336	CABANAS	14.56
337	SAN DIEGO	14.56
338	SAN ANTONIO ILOTENANGO	14.56
339	CONTRALORIA GENERAL DE CUENTAS	29.12
340	2 CALLE ZONA 9	29.12
341	MERCADO CANDELARIA	14.56
342	MERCADO JUSTO RUFINO BARRIOS	14.56
343	SAN MATEO IXTATAN	14.56
344	SAN CRISTOBAL ACASAGUASTLAN	14.56
345	MINISTERIO PUBLICO FISCALIAS	14.56
348	MERCADO BARILLAS	14.56
349	SAN MARCOS HUISTA	14.56
352	MINISTERIO DE RELACIONES EXTERIORES	14.56
353	MUNICIPALIDAD SANTA LUCIA COTZUMALGUAPA	14.56
354	CHAHAL	14.56
356	SAN AGUSTIN ACASAGUASTLAN	29.12
357	DESPENSA LOMAS DEL NORTE	14.56
358	MERCADO QUICHE ZONA 5	14.56
361	CUBULCO CENTRO	14.56
362	AVENIDA BOLIVAR	14.56
363	SAN JUAN COTZAL	14.56
364	MIRAFLORES	14.56
365	INTECAP	14.56
366	MEGA TERMINAL ZONA 4	14.56
367	AUTOBANCO JOYABAJ	14.56
369	CATARINA	14.56
370	GUAZACAPAN	14.56
376	CENTRO COMERCIAL PACIFIC CENTER	14.56
378	AUTOBANCO JALAPA	14.56
379	SANTA MARIA VISITACION	14.56
381	AUTOBANCO PUERTO BARRIOS	14.56
382	SAYAXCHE PARQUE CENTRAL	14.56
383	LAS ESCOBAS	14.56
384	CENTRO COMERCIAL MONTUFAR	14.56
386	AUTOBANCO SAN LUCAS SACATEPEQUEZ	14.56
389	SAN RAFAEL PIE DE LA CUESTA	14.56
390	PALESTINA DE LOS ALTOS	14.56
391	MERCADO GUASTATOYA	14.56
394	TERMINAL BAZARES	14.56
395	SANTA CATARINA IXTAHUACAN	14.56
396	CERINAL	14.56
397	ZARAGOZA CHIMALTENANGO	14.56
398	CONCEPCION TUTUAPA	14.56
400	SAN JUAN CHAMELCO	14.56
401	FRAIJANES	14.56
402	VISTA HERMOSA 2	14.56
403	BOSQUES DE SAN NICOLAS	14.56
404	AVENIDA PETAPA	14.56
405	NOVICENTRO	14.56
406	VILLA DE GUADALUPE	14.56
407	EL MUÑECON	14.56
408	CALZADA AGUILAR BATRES	14.56
409	LOS PROCERES	14.56
410	GEMINIS 10 NO. 2	14.56
411	METAMERCADO SAN JUAN	14.56
412	METATERMINAL DEL NORTE	14.56
413	SAN JOSE PINULA	14.56
414	ROOSEVELT 2	14.56
415	15 AVENIDA ZONA 6	14.56
417	SANTA FE	14.56
420	CENMA 2	14.56
422	ALPASA	14.56
424	VILLA NUEVA 2	14.56
425	MALACATAN 5A AVENIDA	14.56
426	HUEHUETENANGO TORRE	14.56
427	ASUNCION MITA BARRIO EL CENTRO	14.56
428	SALAMA 5A AVENIDA	14.56
430	SANTA ELENA 4A CALLE	14.56
431	POPTUN 7A AVENIDA	14.56
432	MAZATENANGO 7A CALLE ZONA 2	29.12
433	BARILLAS 2A AVENIDA	14.56
434	LA MESILLA CARRETERA INTERAMERICANA	14.56
436	TECUN UMAN 3A AVENIDA	29.12
437	CHIQUIMULA 8A. AVENIDA	14.56
438	SOLOMA ZONA 1	14.56
440	ESCUINTLA 3A CALLE	14.56
441	COLOMBA	14.56
443	SAN RAFAEL	14.56
444	JACALTENANGO 2	14.56
446	FLORES COSTA CUCA	14.56
447	LLANO LARGO	14.56
448	EL QUETZAL	14.56
449	SAN JOSE EL RODEO	14.56
452	MERCADO SANTO TOMAS DE CASTILLA	14.56
453	C.C. PRADERA ZONA10	14.56
455	MALACATANCITO HUEHUETENANGO	14.56
456	ORGANISMO JUDICIAL MIXCO	14.56
457	SIQUINALA	14.56
458	AUTOBANCO TECULUTAN	29.12
460	MONTERRICO	14.56
461	TAXISCO	14.56
464	AUTOBANCO SAN JUAN SACATEPEQUEZ	14.56
465	CHANMAGUA	14.56
467	SAN FRANCISCO PETEN	14.56
469	ORGANISMO JUDICIAL ESCUINTLA	14.56
470	NIMASAC	14.56
471	POLOGUA	14.56
474	CENTRO COMERCIAL TIKAL	14.56
475	LOS AMATES CENTRO	14.56
476	AUTOBANCO ALDEA MARISCOS	14.56
477	AUTOBANCO LA RUIDOSA	14.56
478	MERCADO LOS AMATES	14.56
481	CENTRO COMERCIAL MINUTO	14.56
482	GRACIAS A DIOS	14.56
483	SAN JUAN IXCOY	14.56
484	SAN JOSE CHACAYA	14.56
485	SAN JORGE ZACAPA	14.56
487	CONCEPCION CHIQUIRICHAPA	14.56
488	CHUARRANCHO	14.56
490	EL MILAGRO	14.56
493	MERCADO VILLA NUEVA	14.56
494	COMISARIATO MORALES	14.56
496	CENTRAL DE MAYOREO ALMOLONGA	14.56
497	AUTOBANCO LAS CHAMPAS	14.56
498	PARQUE JUTIAPA	14.56
500	WAY ASUNCION MITA	14.56
503	EL AMATILLO	14.56
504	AUTOBANCO GASO JUTIAPA	14.56
505	IGSS MONTUFAR	14.56
506	HORCONES 	14.56
507	SAN RAFAEL LAS FLORES	14.56
509	CC SANTA AMELIA	14.56
510	SAN JOSE LA ARADA	14.56
512	UNION CANTINIL	14.56
514	SUPERMERCADO LA CASITA	14.56
515	UNIVERSITARIA JUTIAPA	14.56
517	CHINIQUE	14.56
518	MONTUFAR	14.56
520	SAN JUAN ATITAN	14.56
521	SANTIAGO CHIMALTENANGO	14.56
523	GRAMEEN PANAJACHEL	14.56
525	SAN MIGUEL CHICAJ	14.56
527	AUTOBANCO CRUCE SAN LUIS 	14.56
528	LA CONCHA	14.56
530	AUTOBANCO CHIMALTENANGO	14.56
531	MULTIMAYOREO	14.56
532	PRADERA LINDA VISTA	14.56
534	AUTOBANCO FRAY BARTOLOME DE LAS CASAS	14.56
535	TIERRA BLANCA	14.56
536	TRAPICHE	14.56
537	GRAN KARMEL	14.56
540	CC LA DOCE	14.56
542	OJ ANTIGUA GUATEMALA	14.56
543	MERCADO ANTIGUA GUATEMALA	14.56
545	PRADERA CHIQUIMULA	14.56
546	WAY ZONA 6 PARROQUIA 	14.56
551	CENTRO COMERCIAL EL JAULON	14.56
554	HUITAN QUETZALTENANGO	14.56
555	SAN ANTONIO AGUAS CALIENTES	14.56
557	MERCADO SANTA LUISA	14.56
558	SAN MARTIN SACATEPEQUEZ	14.56
560	SANTA APOLONIA	14.56
562	AUTOBANCO ESCUINTLA	14.56
568	AUTOBANCO CC METRO PLAZA RETALHULEU	14.56
569	SANTO TOMAS LA UNION SUCHITEPEQUEZ	14.56
571	DIMACO PAJAPITA SAN MARCOS	14.56
572	RENAP SANTA CATARINA PINULA	29.12
574	SANTA MARIA DE JESUS	14.56
575	COLOTENANGO	14.56
576	TANQUE LA UNION ANTIGUA	14.56
577	DGAC MUNDO MAYA PETEN	14.56
578	AUTOBANCO JAGUAR AEROPUERTO MUNDO MAYA	14.56
580	AUTOBANCO JAGUAR SAN BENITO	14.56
581	EL ADELANTO	14.56
582	AUTOBANCO El TEJAR	29.12
583	AUTOBANCO JAGUAR POPTUN	14.56
589	ALDEA LA ERMITA	14.56
590	SUPER DEL BARRIO CARRETERA AL ATLANTICO	14.56
591	LA MAQUINA 2	14.56
592	ZUNILITO	14.56
593	SAN FRANCISCO ZAPOTITLAN 	14.56
594	CABALLO BLANCO	14.56
595	CHINAUTLA	14.56
596	MEGAMEDICA ZACAPA	14.56
601	AUTOBANCO ENTRE RIOS	14.56
613	COLONIA MAYA	14.56
614	SANTA ELENA BARILLAS	14.56
622	UNIVERSIDAD PANAMERICANA	14.56
623	SANTA ANA PETEN	14.56
624	C.C. PASEO LAS PALMAS RETALHULEU	14.56
629	MERCADO NUEVA CONCEPCION	14.56
630	CENTRO COMERCIAL CATALINA VILLA NUEVA	14.56
634	SUPERDICASA LA DEMOCRACIA	14.56
635	SAN SEBASTIAN COATAN	14.56
637	SAN JUAN ERMITA CHIQUIMULA	14.56
638	SAN JACINTO	14.56
639	GRAMEEN SACAPULAS	14.56
643	MEGAPACA PASEO SAN NICOLAS	14.56
646	MEGAPACA VILLA NUEVA	14.56
649	ACATENANGO	14.56
652	SAT CUILAPA	14.56
654	SAN VICENTE PACAYA	29.12
656	GRAMEEN SANTA CLARA LA LAGUNA	14.56
657	SAN PEDRO YEPOCAPA	14.56
659	C.C. ESKALA ROOSEVELT	14.56
660	CC ALTAVISTA	14.56
661	PLAZA FINACIERA CENTRA SUR	14.56
662	PORTUARIA QUETZAL (PTO)	14.56
663	DEL MAESTRO ZONA 1	14.56
664	SANTA CRUZ NARANJO	14.56
667	GUINEALES	14.56
669	PASEO DE LAS AMERICAS XELA	14.56
671	MUNICIPALIDAD FRAIJANES	14.56
675	SAN JOSE ACATEMPA	14.56
677	CALZADA MOPAN DOLORES PETEN	14.56
679	SAN PEDRO SACATEPEQUEZ CENTRO	14.56
681	SAN JOSE OJETENAM	14.56
683	SAN ANTONIO SACATEPEQUEZ	14.56
684	AUTOBANCO CHIQUIMULILLA	14.56
687	LLANO GRANDE SALAMA	14.56
690	MEGAPACA EL PUNTO	14.56
691	SAN RAFAEL LA INDEPENDENCIA	14.56
692	SAN GASPAR IXCHIL	14.56
693	CC PLAZA MANANTIAL	14.56
695	MINI MUNI CUBIL	14.56
696	MINI MUNI CAMPO DE AVIACION COBAN	14.56
697	SANYUYO	14.56
698	GRAMEEN USPANTAN	14.56
699	MAGDALENA MILPAS ALTAS	14.56
700	AUTOBANCO MULTIPLAZA EL SAUCE	14.56
703	GRAMEEN HUEHUETENANGO	14.56
704	MIXCO PARQUE	14.56
705	MIX SAN CRISTOBAL	29.12
706	CUYOTENANGO	14.56
707	AUTOBANCO MEGAFERRO	14.56
714	AUTOBANCO VILLAS DEL SUR	29.12
716	SAN JUAN TECUACO	14.56
718	 SAN FRANCISCO DE ASIS	14.56
719	SANTA LUCIA CENTRO	14.56
720	QUICHE ZONA 3	14.56
721	TERMINAL QUICHE	14.56
723	CC LOS PROCERES	14.56
724	MERCADO SANTA ELENA	14.56
725	SAN VICENTE BUENABAJ	14.56
726	GALERIAS DEL SUR	14.56
727	MUNICIPALIDAD SAN RAYMUNDO	14.56
728	CHINACA	14.56
730	GRAMEEN SAN PABLO	14.56
731	CENTRA NORTE	14.56
732	SAN BARTOLO AGUAS CALIENTES	14.56
733	CC PRADERA CONCEPCION	14.56
734	LA BLANCA SAN MARCOS	14.56
735	NUEVO PROGRESO	14.56
737	GRAMEEN NEBAJ	14.56
739	PLAZA MEDICA DEL NORTE	29.12
740	MUNICIPALIDAD DE CHIMALTENANGO	14.56
741	MEGAPACA VILLA LINDA	14.56
743	OCRET	14.56
744	CENTRO COMERCIAL METRO PLAZA JUTIAPA	14.56
745	COLONIA LOS ANGELES	14.56
747	PACHALUM CALLE DE LAS FLORES	14.56
749	MEGAPACA VIP CHIQUIMULA	29.12
750	CENTRO COMERCIAL MAJADAS	14.56
751	CENTRO COMERCIAL LA TRINIDAD MALACATAN	14.56
752	UNISUPER NIMAJUYU	14.56
753	LAS CABEZAS ORATORIO	14.56
754	CALLE MARTI 12 AVENIDA	14.56
755	UNISUPER LA BRIGADA	14.56
756	UNISUPER LO DE FUENTES	14.56
757	CENTRO COMERCIAL PLAZA METROFERIA	14.56
758	GASO MOYUTA	14.56
761	PARQUE CENTRAL SAN ANTONIO HUISTA	14.56
762	MEGAPACA XELA	14.56
763	GUATELINDA SAN DIEGO	14.56
765	MUNICIPALIDAD DE SANTA CATARINA BARAHONA	14.56
766	CONTRALORIA GENERAL DE CUENTAS ZONA 13	14.56
767	MINISTERIO DE SALUD PUBLICA ZONA 9	14.56
769	CIUDAD QUETZAL	14.56
770	MUNICIPALIDAD DE SAN JOSE POAQUIL	14.56
771	SAN SEBASTIAN RETALHULEU	14.56
772	CASAS VIEJAS	14.56
773	CENTRO COMERCIAL MAYA MALL	14.56
774	EL JICARO	14.56
776	JOCOTENANGO	14.56
777	AUTOBANCO SAN MARCOS	14.56
779	KILOMETRO 11 SAN JUAN DOLORES	14.56
780	LOS ESCUDOS CHIMALTENANGO	14.56
781	CENTRO COMERCIAL SAN FRANCISCO ZONA 6 MIXCO	14.56
782	MUNICIPALIDAD DE MASAGUA	14.56
783	REGISTRO GENERAL DE LA PROPIEDAD	14.56
785	CENTRO COMERCIAL LAS FLORES AMATITLAN	14.56
786	CEALSA	14.56
787	CENTRO COMERCIAL SAN FRANCISCO	14.56
788	SAN JOSE DE LA COMUNIDAD	14.56
789	MERCADO COBAN	14.56
791	AUTOBANCO MEGAPLAZA	29.12
792	COMERCIAL PLAZA LA LIBERTAD PETEN	14.56
793	MERCADO PRIMERO DE JULIO	14.56
795	LICEO ROCA DE AYUDA	14.56
799	MUNICIPALIDAD DE QUETZALTENANGO	14.56
801	MUNICIPALIDAD RETALHULEU	14.56
802	JUMAYTEPEQUE	14.56
803	AUTOBANCO BARBERENA	14.56
804	COLIS	14.56
805	ESQUIPULAS 6A. AVENIDA	14.56
806	TZOLOJYA	14.56
808	AUTOBANCO SAMAYAC	14.56
809	EVENTOS CATOLICOS	14.56
811	LO DE REYES SAN PEDRO AYAMPUC	14.56
812	CALLE REAL SAN JOSE DEL GOLFO	29.12
813	CONGUACO	14.56
814	RENAP KOREA CENTER	14.56
815	SUPER DEL BARRIO CIUDAD REAL	14.56
819	PANORAMA EXPRESS	14.56
822	COMAPA	14.56
823	GENOVA COSTA CUCA	14.56
824	SANTA MARIA CHIQUIMULA	14.56
825	CUNOC QUETZALTENANGO	14.56
827	CORPORATIVA QUETZALTENANGO	14.56
828	RABINAL CENTRO	14.56
829	CIUDAD SATELITE	14.56
830	LAS BRISAS	14.56
831	C.C. MOLINO DE LAS FLORES	14.56
832	CENTRO COMERCIAL LA TRINIDAD COATEPEQUE	29.12
833	LAS PALMAS COATEPEQUE	14.56
834	SAN SEBASTIAN HUEHUETENANGO	14.56
836	MEGAPACA CENTRAL	14.56
837	PARQUE CENTRAL RETALHULEU (VIP)	14.56
838	LAS POZAS RIO HONDO	14.56
839	SAN ANTONIO LA PAZ	14.56
841	MULTIMAYOREO ESCUINTLA	14.56
842	COLEGIO DE PROFESIONALES	14.56
843	SAN MIGUEL TOTONICAPAN	14.56
844	AUTOBANCO PALENCIA	14.56
845	CENTRO COMERCIAL REAL AMERICA	14.56
847	CUNOROC	14.56
848	RIO SAN JUAN AGUACATAN	14.56
849	CENTRO COMERCIAL LA ISLA	14.56
850	AUTOBANCO SAN RAFAEL LAS FLORES	14.56
852	MUNICIPALIDAD SAN PABLO JOCOPILAS	14.56
853	MUNICIPALIDAD DE SAN GABRIEL	14.56
854	MUNICIPALIDAD DE SAN MIGUEL PANAN SUCHITEPEQ	14.56
855	LA REYNITA SAYAXCHE	14.56
856	CONTEPEQUE ATESCATEMPA JUTIAPA	14.56
858	TECTITAN	14.56
859	LA TERMINAL USPANTAN	14.56
860	AUTOBANCO SAN MARTIN JILOTEPEQUE	14.56
861	SAN PEDRO JOCOPILAS	14.56
863	PATZITE	14.56
865	AUTOBANCO CALZADA ASTURIAS	14.56
869	PANORAMA XELA	14.56
870	MORALES CENTRO	14.56
871	LA BARRANCA GRANDE	14.56
872	BUENOS AIRES	14.56
875	AUTOBANCO AMBERES	14.56
876	SIPACAPA SAN MARCOS	14.56
877	AUTOBANCO MAYUELAS	14.56
878	AUTOBANCO PLAYITAS	14.56
879	MUNICIPALIDAD SAN PEDRO AYAMPUC	14.56
881	SAN MIGUEL SIGUILA	14.56
882	OLINTEPEQUE	14.56
883	ARGUETA	14.56
884	MINISTERIO DE GOBERNACION	14.56
885	MERCADO LA DEMOCRACIA XELA	14.56
886	LA ESPERANZA	14.56
887	AUTOBANCO CONDADO SAN CRISTOBAL TOTONICAPAN	14.56
888	MUXBAL	29.12
889	MUNICIPALIDAD DE JALAPA	14.56
890	PUERTO DE IZTAPA	14.56
891	GUANAGAZAPA	14.56
892	PASACO	14.56
893	PALESTINA LAS CRUCES	14.56
895	ALDEA EL OBRAJUELO AGUA BLANCA	14.56
896	TIUCAL ASUNCION MITA JUTIAPA	14.56
906	 	14.56
1000	Mercado Sipacate	14.56
1001	AUTOBANCO CIUDAD QUETZAL	14.56
1003	AUTOBANCO EL PORVENIR / EL CARMEN	14.56
1004	2do. REGISTRO DE LA PROPIEDAD	14.56
1005	AUTOBANCO PLAZA MINERVA CHIQUIMULA	14.56
1006	AUTOBANCO PLAZA LOS PINOS QUETZALTEPEQUE	14.56
1007	MERCADO SANTA CATARINA	14.56
1008	MANZANOTES	14.56
1009	PLAZA CENTRA SUR	14.56
1010	Autobanco La Democracia Escuintla	14.56
1013	CIUDAD PERONIA	14.56
1014	AUTOBANCO FALLABON	14.56
1015	EL CALVARIO	14.56
1017	MERCADO SAN BENITO	14.56
1019	PLAZA SAN FRANCISCO	14.56
1020	CENTRO COMERCIAL PORTALES ZONA 17	14.56
1021	COLEGIO DE INGENIEROS DE GUATEMALA	14.56
1022	Atlantis	14.56
1023	Naranjo Mall	29.12
1024	RENAP TOTONICAPAN	14.56
1025	ESMERALDA	14.56
1026	SEGUNDO REGISTRO DE LA PROPIEDAD	14.56
1029	CENTRO COMERCIAL TIKAL FUTURA	14.56
2083	MAXIDESPENSA VILLA NUEVA	14.56
2084	MAXI DESPENSA ROOSEVELT	14.56
2085	MAXI BODEGA AGENCIA ANEXO NO. 221	14.56
2087	MAXIDESPENSA ATLANTIDA	14.56
2088	MAXIDESPENSA TRIGALES	14.56
2089	CENTRO COMERCIAL PRADERA HUEHUTENANGO	29.12
2090	MAXIDESPENSA CHIMALTENANGO	14.56
9369	 	14.56
