rm_oficinacontable	descripcion	monto_USD$
304	CANILLA	14.69
306	LA GOMERA	14.69
308	DOLORES	14.69
309	IPM	14.69
312	ORGANISMO JUDICIAL HUEHUETENANGO	14.69
313	UTZ ULEW MALL	14.69
314	PRADERA XELA	14.69
315	DECAM	14.69
316	SAN JOSE POAQUIL	14.69
319	PLAZA JADE	14.69
321	CIUDAD VIEJA	14.69
324	JOCOTAN	14.69
325	SAN JOSE	14.69
326	AUTOBANCO TERMINAL RETALHULEU	29.38
329	AUTOBANCO COATEPEQUE	29.38
330	CASILLAS	14.69
332	AYARZA	14.69
333	SEGUROS UNIVERSALES	14.69
334	CENTRO COMERCIAL ZONA 4	14.69
335	USUMATLAN	14.69
336	CABANAS	14.69
337	SAN DIEGO	14.69
338	SAN ANTONIO ILOTENANGO	14.69
339	CONTRALORIA GENERAL DE CUENTAS	29.38
340	2 CALLE ZONA 9	29.38
341	MERCADO CANDELARIA	14.69
342	MERCADO JUSTO RUFINO BARRIOS	14.69
343	SAN MATEO IXTATAN	14.69
344	SAN CRISTOBAL ACASAGUASTLAN	14.69
345	MINISTERIO PUBLICO FISCALIAS	14.69
348	MERCADO BARILLAS	14.69
349	SAN MARCOS HUISTA	14.69
352	MINISTERIO DE RELACIONES EXTERIORES	14.69
353	MUNICIPALIDAD SANTA LUCIA COTZUMALGUAPA	14.69
354	CHAHAL	14.69
356	SAN AGUSTIN ACASAGUASTLAN	29.38
357	DESPENSA LOMAS DEL NORTE	14.69
358	MERCADO QUICHE ZONA 5	14.69
361	CUBULCO CENTRO	14.69
362	AVENIDA BOLIVAR	14.69
363	SAN JUAN COTZAL	14.69
364	MIRAFLORES	14.69
365	INTECAP	14.69
366	MEGA TERMINAL ZONA 4	14.69
367	AUTOBANCO JOYABAJ	14.69
369	CATARINA	14.69
370	GUAZACAPAN	14.69
376	CENTRO COMERCIAL PACIFIC CENTER	14.69
378	AUTOBANCO JALAPA	14.69
379	SANTA MARIA VISITACION	14.69
381	AUTOBANCO PUERTO BARRIOS	14.69
382	SAYAXCHE PARQUE CENTRAL	14.69
383	LAS ESCOBAS	14.69
384	CENTRO COMERCIAL MONTUFAR	14.69
386	AUTOBANCO SAN LUCAS SACATEPEQUEZ	14.69
389	SAN RAFAEL PIE DE LA CUESTA	14.69
390	PALESTINA DE LOS ALTOS	14.69
391	MERCADO GUASTATOYA	14.69
394	TERMINAL BAZARES	14.69
395	SANTA CATARINA IXTAHUACAN	14.69
396	CERINAL	14.69
397	ZARAGOZA CHIMALTENANGO	14.69
398	CONCEPCION TUTUAPA	14.69
400	SAN JUAN CHAMELCO	14.69
401	FRAIJANES	14.69
402	VISTA HERMOSA 2	14.69
403	BOSQUES DE SAN NICOLAS	14.69
404	AVENIDA PETAPA	14.69
405	NOVICENTRO	14.69
406	VILLA DE GUADALUPE	14.69
407	EL MUÑECON	14.69
408	CALZADA AGUILAR BATRES	14.69
409	LOS PROCERES	14.69
410	GEMINIS 10 NO. 2	14.69
411	METAMERCADO SAN JUAN	14.69
412	METATERMINAL DEL NORTE	14.69
413	SAN JOSE PINULA	14.69
414	ROOSEVELT 2	14.69
415	15 AVENIDA ZONA 6	14.69
416	PUERTA PARADA	14.69
417	SANTA FE	14.69
420	CENMA 2	14.69
422	ALPASA	14.69
424	VILLA NUEVA 2	14.69
425	MALACATAN 5A AVENIDA	14.69
426	HUEHUETENANGO TORRE	14.69
427	ASUNCION MITA BARRIO EL CENTRO	14.69
428	SALAMA 5A AVENIDA	14.69
430	SANTA ELENA 4A CALLE	14.69
431	POPTUN 7A AVENIDA	14.69
432	MAZATENANGO 7A CALLE ZONA 2	29.38
433	BARILLAS 2A AVENIDA	14.69
434	LA MESILLA CARRETERA INTERAMERICANA	14.69
436	TECUN UMAN 3A AVENIDA	29.38
437	CHIQUIMULA 8A. AVENIDA	14.69
438	SOLOMA ZONA 1	14.69
440	ESCUINTLA 3A CALLE	14.69
441	COLOMBA	14.69
443	SAN RAFAEL	14.69
444	JACALTENANGO 2	14.69
446	FLORES COSTA CUCA	14.69
447	LLANO LARGO	14.69
448	EL QUETZAL	14.69
449	SAN JOSE EL RODEO	14.69
452	MERCADO SANTO TOMAS DE CASTILLA	14.69
453	C.C. PRADERA ZONA10	14.69
455	MALACATANCITO HUEHUETENANGO	14.69
456	ORGANISMO JUDICIAL MIXCO	14.69
457	SIQUINALA	14.69
458	AUTOBANCO TECULUTAN	29.38
460	MONTERRICO	14.69
461	TAXISCO	14.69
464	AUTOBANCO SAN JUAN SACATEPEQUEZ	14.69
465	CHANMAGUA	14.69
467	SAN FRANCISCO PETEN	14.69
469	ORGANISMO JUDICIAL ESCUINTLA	14.69
470	NIMASAC	14.69
471	POLOGUA	14.69
474	CENTRO COMERCIAL TIKAL	14.69
475	LOS AMATES CENTRO	14.69
476	AUTOBANCO ALDEA MARISCOS	14.69
477	AUTOBANCO LA RUIDOSA	14.69
478	MERCADO LOS AMATES	14.69
481	CENTRO COMERCIAL MINUTO	14.69
482	GRACIAS A DIOS	14.69
483	SAN JUAN IXCOY	14.69
484	SAN JOSE CHACAYA	14.69
485	SAN JORGE ZACAPA	14.69
487	CONCEPCION CHIQUIRICHAPA	14.69
488	CHUARRANCHO	14.69
490	EL MILAGRO	14.69
493	MERCADO VILLA NUEVA	14.69
494	COMISARIATO MORALES	14.69
496	CENTRAL DE MAYOREO ALMOLONGA	14.69
497	AUTOBANCO LAS CHAMPAS	14.69
498	PARQUE JUTIAPA	14.69
500	WAY ASUNCION MITA	14.69
503	EL AMATILLO	14.69
504	AUTOBANCO GASO JUTIAPA	14.69
505	IGSS MONTUFAR	14.69
506	HORCONES 	14.69
507	SAN RAFAEL LAS FLORES	14.69
509	CC SANTA AMELIA	14.69
510	SAN JOSE LA ARADA	14.69
512	UNION CANTINIL	14.69
514	SUPERMERCADO LA CASITA	14.69
515	UNIVERSITARIA JUTIAPA	14.69
517	CHINIQUE	14.69
518	MONTUFAR	14.69
520	SAN JUAN ATITAN	14.69
521	SANTIAGO CHIMALTENANGO	14.69
523	GRAMEEN PANAJACHEL	14.69
525	SAN MIGUEL CHICAJ	14.69
528	LA CONCHA	14.69
530	AUTOBANCO CHIMALTENANGO	14.69
531	MULTIMAYOREO	14.69
532	PRADERA LINDA VISTA	14.69
534	AUTOBANCO FRAY BARTOLOME DE LAS CASAS	14.69
535	TIERRA BLANCA	14.69
536	TRAPICHE	14.69
537	GRAN KARMEL	14.69
540	CC LA DOCE	14.69
542	OJ ANTIGUA GUATEMALA	14.69
543	MERCADO ANTIGUA GUATEMALA	14.69
545	PRADERA CHIQUIMULA	14.69
546	WAY ZONA 6 PARROQUIA 	14.69
551	CENTRO COMERCIAL EL JAULON	14.69
554	HUITAN QUETZALTENANGO	14.69
555	SAN ANTONIO AGUAS CALIENTES	14.69
557	MERCADO SANTA LUISA	14.69
558	SAN MARTIN SACATEPEQUEZ	14.69
560	SANTA APOLONIA	14.69
562	AUTOBANCO ESCUINTLA	14.69
568	AUTOBANCO CC METRO PLAZA RETALHULEU	14.69
569	SANTO TOMAS LA UNION SUCHITEPEQUEZ	14.69
571	DIMACO PAJAPITA SAN MARCOS	14.69
572	RENAP SANTA CATARINA PINULA	29.38
574	SANTA MARIA DE JESUS	14.69
575	COLOTENANGO	14.69
576	TANQUE LA UNION ANTIGUA	14.69
577	DGAC MUNDO MAYA PETEN	14.69
578	AUTOBANCO JAGUAR AEROPUERTO MUNDO MAYA	14.69
580	AUTOBANCO JAGUAR SAN BENITO	14.69
581	EL ADELANTO	14.69
582	AUTOBANCO El TEJAR	29.38
583	AUTOBANCO JAGUAR POPTUN	14.69
589	ALDEA LA ERMITA	14.69
590	SUPER DEL BARRIO CARRETERA AL ATLANTICO	14.69
591	LA MAQUINA 2	14.69
592	ZUNILITO	14.69
593	SAN FRANCISCO ZAPOTITLAN 	14.69
594	CABALLO BLANCO	14.69
595	CHINAUTLA	14.69
596	MEGAMEDICA ZACAPA	14.69
601	AUTOBANCO ENTRE RIOS	14.69
613	COLONIA MAYA	14.69
614	SANTA ELENA BARILLAS	14.69
622	UNIVERSIDAD PANAMERICANA	14.69
623	SANTA ANA PETEN	14.69
624	C.C. PASEO LAS PALMAS RETALHULEU	14.69
629	MERCADO NUEVA CONCEPCION	14.69
630	CENTRO COMERCIAL CATALINA VILLA NUEVA	14.69
634	SUPERDICASA LA DEMOCRACIA	14.69
635	SAN SEBASTIAN COATAN	14.69
637	SAN JUAN ERMITA CHIQUIMULA	14.69
638	SAN JACINTO	14.69
639	GRAMEEN SACAPULAS	14.69
643	MEGAPACA PASEO SAN NICOLAS	14.69
646	MEGAPACA VILLA NUEVA	14.69
649	ACATENANGO	14.69
654	SAN VICENTE PACAYA	29.38
656	GRAMEEN SANTA CLARA LA LAGUNA	14.69
657	SAN PEDRO YEPOCAPA	14.69
659	C.C. ESKALA ROOSEVELT	14.69
660	CC ALTAVISTA	14.69
661	PLAZA FINACIERA CENTRA SUR	14.69
662	PORTUARIA QUETZAL (PTO)	14.69
663	DEL MAESTRO ZONA 1	14.69
664	SANTA CRUZ NARANJO	14.69
667	GUINEALES	14.69
669	PASEO DE LAS AMERICAS XELA	14.69
671	MUNICIPALIDAD FRAIJANES	14.69
675	SAN JOSE ACATEMPA	14.69
677	CALZADA MOPAN DOLORES PETEN	14.69
679	SAN PEDRO SACATEPEQUEZ CENTRO	14.69
681	SAN JOSE OJETENAM	14.69
683	SAN ANTONIO SACATEPEQUEZ	14.69
684	AUTOBANCO CHIQUIMULILLA	14.69
687	LLANO GRANDE SALAMA	14.69
690	MEGAPACA EL PUNTO	14.69
691	SAN RAFAEL LA INDEPENDENCIA	14.69
692	SAN GASPAR IXCHIL	14.69
693	CC PLAZA MANANTIAL	14.69
695	MINI MUNI CUBIL	14.69
696	MINI MUNI CAMPO DE AVIACION COBAN	14.69
697	SANYUYO	14.69
698	GRAMEEN USPANTAN	14.69
699	MAGDALENA MILPAS ALTAS	14.69
700	AUTOBANCO MULTIPLAZA EL SAUCE	14.69
703	GRAMEEN HUEHUETENANGO	14.69
704	MIXCO PARQUE	14.69
705	MIX SAN CRISTOBAL	29.38
706	CUYOTENANGO	14.69
707	AUTOBANCO MEGAFERRO	14.69
714	AUTOBANCO VILLAS DEL SUR	29.38
716	SAN JUAN TECUACO	14.69
718	 SAN FRANCISCO DE ASIS	14.69
719	SANTA LUCIA CENTRO	14.69
720	QUICHE ZONA 3	14.69
721	TERMINAL QUICHE	14.69
723	CC LOS PROCERES	14.69
724	MERCADO SANTA ELENA	14.69
725	SAN VICENTE BUENABAJ	14.69
726	GALERIAS DEL SUR	14.69
727	MUNICIPALIDAD SAN RAYMUNDO	14.69
728	CHINACA	14.69
730	GRAMEEN SAN PABLO	14.69
731	CENTRA NORTE	14.69
732	SAN BARTOLO AGUAS CALIENTES	14.69
733	CC PRADERA CONCEPCION	14.69
734	LA BLANCA SAN MARCOS	14.69
735	NUEVO PROGRESO	14.69
737	GRAMEEN NEBAJ	14.69
739	PLAZA MEDICA DEL NORTE	29.38
740	MUNICIPALIDAD DE CHIMALTENANGO	14.69
741	MEGAPACA VILLA LINDA	14.69
743	OCRET	14.69
744	CENTRO COMERCIAL METRO PLAZA JUTIAPA	14.69
745	COLONIA LOS ANGELES	14.69
747	PACHALUM CALLE DE LAS FLORES	14.69
749	MEGAPACA VIP CHIQUIMULA	29.38
750	CENTRO COMERCIAL MAJADAS	14.69
751	CENTRO COMERCIAL LA TRINIDAD MALACATAN	14.69
752	UNISUPER NIMAJUYU	14.69
753	LAS CABEZAS ORATORIO	14.69
754	CALLE MARTI 12 AVENIDA	14.69
755	UNISUPER LA BRIGADA	14.69
756	UNISUPER LO DE FUENTES	14.69
757	CENTRO COMERCIAL PLAZA METROFERIA	14.69
758	GASO MOYUTA	14.69
761	PARQUE CENTRAL SAN ANTONIO HUISTA	14.69
762	MEGAPACA XELA	14.69
763	GUATELINDA SAN DIEGO	14.69
765	MUNICIPALIDAD DE SANTA CATARINA BARAHONA	14.69
766	CONTRALORIA GENERAL DE CUENTAS ZONA 13	14.69
767	MINISTERIO DE SALUD PUBLICA ZONA 9	14.69
769	CIUDAD QUETZAL	14.69
770	MUNICIPALIDAD DE SAN JOSE POAQUIL	14.69
771	SAN SEBASTIAN RETALHULEU	14.69
772	CASAS VIEJAS	29.38
773	CENTRO COMERCIAL MAYA MALL	14.69
774	EL JICARO	14.69
776	JOCOTENANGO	14.69
777	AUTOBANCO SAN MARCOS	14.69
779	KILOMETRO 11 SAN JUAN DOLORES	14.69
780	LOS ESCUDOS CHIMALTENANGO	14.69
781	CENTRO COMERCIAL SAN FRANCISCO ZONA 6 MIXCO	14.69
782	MUNICIPALIDAD DE MASAGUA	14.69
783	REGISTRO GENERAL DE LA PROPIEDAD	14.69
785	CENTRO COMERCIAL LAS FLORES AMATITLAN	14.69
786	CEALSA	14.69
787	CENTRO COMERCIAL SAN FRANCISCO	14.69
788	SAN JOSE DE LA COMUNIDAD	14.69
789	MERCADO COBAN	14.69
791	AUTOBANCO MEGAPLAZA	29.38
792	COMERCIAL PLAZA LA LIBERTAD PETEN	14.69
793	MERCADO PRIMERO DE JULIO	14.69
795	LICEO ROCA DE AYUDA	14.69
799	MUNICIPALIDAD DE QUETZALTENANGO	14.69
801	MUNICIPALIDAD RETALHULEU	14.69
802	JUMAYTEPEQUE	14.69
803	AUTOBANCO BARBERENA	14.69
804	COLIS	14.69
805	ESQUIPULAS 6A. AVENIDA	14.69
806	TZOLOJYA	14.69
808	AUTOBANCO SAMAYAC	14.69
809	EVENTOS CATOLICOS	14.69
811	LO DE REYES SAN PEDRO AYAMPUC	14.69
812	CALLE REAL SAN JOSE DEL GOLFO	29.38
813	CONGUACO	14.69
814	RENAP KOREA CENTER	14.69
815	SUPER DEL BARRIO CIUDAD REAL	14.69
819	PANORAMA EXPRESS	14.69
822	COMAPA	14.69
823	GENOVA COSTA CUCA	14.69
824	SANTA MARIA CHIQUIMULA	14.69
825	CUNOC QUETZALTENANGO	14.69
827	CORPORATIVA QUETZALTENANGO	14.69
828	RABINAL CENTRO	14.69
829	CIUDAD SATELITE	14.69
830	LAS BRISAS	14.69
831	C.C. MOLINO DE LAS FLORES	14.69
832	CENTRO COMERCIAL LA TRINIDAD COATEPEQUE	29.38
833	LAS PALMAS COATEPEQUE	14.69
834	SAN SEBASTIAN HUEHUETENANGO	14.69
836	MEGAPACA CENTRAL	14.69
837	PARQUE CENTRAL RETALHULEU (VIP)	14.69
838	LAS POZAS RIO HONDO	14.69
839	SAN ANTONIO LA PAZ	14.69
841	MULTIMAYOREO ESCUINTLA	14.69
842	COLEGIO DE PROFESIONALES	14.69
843	SAN MIGUEL TOTONICAPAN	14.69
844	AUTOBANCO PALENCIA	14.69
845	CENTRO COMERCIAL REAL AMERICA	14.69
847	CUNOROC	14.69
848	RIO SAN JUAN AGUACATAN	14.69
849	CENTRO COMERCIAL LA ISLA	14.69
850	AUTOBANCO SAN RAFAEL LAS FLORES	14.69
852	MUNICIPALIDAD SAN PABLO JOCOPILAS	14.69
853	MUNICIPALIDAD DE SAN GABRIEL	14.69
854	MUNICIPALIDAD DE SAN MIGUEL PANAN SUCHITEPEQ	14.69
855	LA REYNITA SAYAXCHE	14.69
856	CONTEPEQUE ATESCATEMPA JUTIAPA	14.69
858	TECTITAN	14.69
859	LA TERMINAL USPANTAN	14.69
860	AUTOBANCO SAN MARTIN JILOTEPEQUE	14.69
861	SAN PEDRO JOCOPILAS	14.69
863	PATZITE	14.69
865	AUTOBANCO CALZADA ASTURIAS	14.69
869	PANORAMA XELA	14.69
871	LA BARRANCA GRANDE	14.69
872	BUENOS AIRES	14.69
875	AUTOBANCO AMBERES	14.69
876	SIPACAPA SAN MARCOS	14.69
877	AUTOBANCO MAYUELAS	14.69
878	AUTOBANCO PLAYITAS	14.69
879	MUNICIPALIDAD SAN PEDRO AYAMPUC	14.69
881	SAN MIGUEL SIGUILA	14.69
882	OLINTEPEQUE	14.69
883	ARGUETA	14.69
884	MINISTERIO DE GOBERNACION	14.69
885	MERCADO LA DEMOCRACIA XELA	14.69
886	LA ESPERANZA	14.69
887	AUTOBANCO CONDADO SAN CRISTOBAL TOTONICAPAN	14.69
889	MUNICIPALIDAD DE JALAPA	14.69
890	PUERTO DE IZTAPA	14.69
891	GUANAGAZAPA	14.69
892	PASACO	14.69
893	PALESTINA LAS CRUCES	14.69
895	ALDEA EL OBRAJUELO AGUA BLANCA	14.69
896	TIUCAL ASUNCION MITA JUTIAPA	14.69
906	 	14.69
1000	Mercado Sipacate	14.69
1001	AUTOBANCO CIUDAD QUETZAL	14.69
1003	AUTOBANCO EL PORVENIR / EL CARMEN	14.69
1004	2do. REGISTRO DE LA PROPIEDAD	14.69
1005	AUTOBANCO PLAZA MINERVA CHIQUIMULA	14.69
1006	AUTOBANCO PLAZA LOS PINOS QUETZALTEPEQUE	14.69
1007	MERCADO SANTA CATARINA	14.69
1008	MANZANOTES	14.69
1009	PLAZA CENTRA SUR	14.69
1010	Autobanco La Democracia Escuintla	14.69
1013	CIUDAD PERONIA	14.69
1014	AUTOBANCO FALLABON	14.69
1015	EL CALVARIO	14.69
1017	MERCADO SAN BENITO	14.69
1019	PLAZA SAN FRANCISCO	14.69
1020	CENTRO COMERCIAL PORTALES ZONA 17	14.69
1021	COLEGIO DE INGENIEROS DE GUATEMALA	14.69
1023	Naranjo Mall	29.38
1024	RENAP TOTONICAPAN	14.69
1025	ESMERALDA	14.69
1026	SEGUNDO REGISTRO DE LA PROPIEDAD	14.69
1029	CENTRO COMERCIAL TIKAL FUTURA	14.69
2083	MAXIDESPENSA VILLA NUEVA	14.69
2084	MAXI DESPENSA ROOSEVELT	14.69
2085	MAXI BODEGA AGENCIA ANEXO NO. 221	14.69
2087	MAXIDESPENSA ATLANTIDA	14.69
2088	MAXIDESPENSA TRIGALES	14.69
2089	CENTRO COMERCIAL PRADERA HUEHUTENANGO	29.38
2090	MAXIDESPENSA CHIMALTENANGO	14.69
9369	 	14.69
