rm_oficinacontable	descripcion	monto_USD$
235	CENTRO COMERCIAL MONSERRAT	14.21
237	BOCA DEL MONTE	14.21
238	ZACUALPA	14.21
240	SANTA ANA HUISTA	14.21
241	RIO HONDO	14.21
242	SAT MAZATENANGO	14.21
244	HOSPITAL ROOSEVELT	14.21
249	AUTOBANCO - QUETZALTENANGO	14.21
251	LIVINGSTON	14.21
256	USAC	14.21
257	AUTOBANCO - PETAPA	14.21
258	LA LIBERTAD	14.21
259	SANTA CLARA LA LAGUNA	14.21
260	MERCADO SAN JOSE MERCANTIL	14.21
263	MERCADO LA PRESIDENTA	14.21
265	SAN FELIPE RETALHULEU	14.21
266	CONCEPCION LAS MINAS	14.21
272	SANSARE	14.21
273	ESCUINTLA CENTRO	14.21
275	MAZATENANGO PLAZA AMERICA	14.21
276	MERCADO COLON	14.21
278	MERCADO LA REFORMITA	14.21
279	MERCADO BETHANIA	14.21
280	SAN ANDRES ITZAPA	14.21
283	AUTOBANCO ZACAPA TAMARINDAL	14.21
284	ESTANZUELA	14.21
285	CHIANTLA	14.21
286	SAN IDELFONSO IXTAHUACAN	14.21
288	ORATORIO	14.21
292	NAHUALA	14.21
293	SANTA LUCIA UTATLAN	14.21
294	MORAZAN	14.21
295	TACANA	14.21
296	SAN JUAN OSTUNCALCO	14.21
297	PARRAMOS	14.21
298	EL FRUTAL	14.21
300	INFOM	14.21
301	ORGANISMO JUDICIAL QUETZALTENANGO	28.41
302	QUEZADA	14.21
303	SIBILIA	14.21
304	CANILLA	14.21
306	LA GOMERA	14.21
308	DOLORES	14.21
309	IPM	14.21
312	ORGANISMO JUDICIAL HUEHUETENANGO	14.21
313	IGLESIA BETHANIA QUETZALTENANGO	14.21
314	PRADERA XELA	14.21
315	DECAM	14.21
316	SAN JOSE POAQUIL	14.21
319	PLAZA JADE	14.21
321	CIUDAD VIEJA	14.21
324	JOCOTAN	14.21
325	SAN JOSE	14.21
326	AUTOBANCO TERMINAL RETALHULEU	28.41
329	AUTOBANCO COATEPEQUE	28.41
330	CASILLAS	14.21
332	AYARZA	14.21
333	SEGUROS UNIVERSALES	14.21
334	CENTRO COMERCIAL ZONA 4	14.21
335	USUMATLAN	14.21
336	CABANAS	14.21
337	SAN DIEGO	14.21
338	SAN ANTONIO ILOTENANGO	14.21
339	CONTRALORIA GENERAL DE CUENTAS	28.41
340	2 CALLE ZONA 9	28.41
341	MERCADO CANDELARIA	14.21
342	MERCADO JUSTO RUFINO BARRIOS	14.21
343	SAN MATEO IXTATAN	14.21
345	MINISTERIO PUBLICO FISCALIAS	14.21
348	MERCADO BARILLAS	14.21
349	SAN MARCOS HUISTA	14.21
352	MINISTERIO DE RELACIONES EXTERIORES	14.21
353	MUNICIPALIDAD SANTA LUCIA COTZUMALGUAPA	14.21
354	CHAHAL	14.21
356	SAN AGUSTIN ACASAGUASTLAN	28.41
357	DESPENSA LOMAS DEL NORTE	14.21
358	MERCADO QUICHE ZONA 5	14.21
361	CUBULCO CENTRO	14.21
362	AVENIDA BOLIVAR	14.21
363	SAN JUAN COTZAL	14.21
364	MIRAFLORES	14.21
365	INTECAP	14.21
366	MEGA TERMINAL ZONA 4	14.21
367	AUTOBANCO JOYABAJ	14.21
369	CATARINA	14.21
370	GUAZACAPAN	14.21
376	CENTRO COMERCIAL PACIFIC CENTER	14.21
378	AUTOBANCO JALAPA	14.21
379	SANTA MARIA VISITACION	14.21
381	AUTOBANCO PUERTO BARRIOS	14.21
382	SAYAXCHE PARQUE CENTRAL	14.21
383	LAS ESCOBAS	14.21
384	CENTRO COMERCIAL MONTUFAR	14.21
386	AUTOBANCO SAN LUCAS SACATEPEQUEZ	14.21
389	SAN RAFAEL PIE DE LA CUESTA	14.21
390	PALESTINA DE LOS ALTOS	14.21
391	MERCADO GUASTATOYA	14.21
394	TERMINAL BAZARES	14.21
395	SANTA CATARINA IXTAHUACAN	14.21
396	CERINAL	14.21
397	ZARAGOZA CHIMALTENANGO	14.21
398	CONCEPCION TUTUAPA	14.21
400	SAN JUAN CHAMELCO	14.21
401	FRAIJANES	14.21
402	VISTA HERMOSA 2	14.21
403	BOSQUES DE SAN NICOLAS	14.21
404	AVENIDA PETAPA	14.21
405	NOVICENTRO	14.21
406	VILLA DE GUADALUPE	14.21
407	EL MUÑECON	14.21
408	CALZADA AGUILAR BATRES	14.21
409	LOS PROCERES	14.21
410	GEMINIS 10 NO. 2	14.21
411	METAMERCADO SAN JUAN	14.21
412	METATERMINAL DEL NORTE	14.21
413	SAN JOSE PINULA	14.21
414	ROOSEVELT 2	14.21
415	15 AVENIDA ZONA 6	14.21
417	SANTA FE	14.21
420	CENMA 2	14.21
422	ALPASA	14.21
424	VILLA NUEVA 2	14.21
425	MALACATAN 5A AVENIDA	14.21
426	HUEHUETENANGO TORRE	14.21
427	ASUNCION MITA BARRIO EL CENTRO	14.21
428	SALAMA 5A AVENIDA	14.21
430	SANTA ELENA 4A CALLE	14.21
431	POPTUN 7A AVENIDA	14.21
432	MAZATENANGO 7A CALLE ZONA 2	28.41
433	BARILLAS 2A AVENIDA	14.21
434	LA MESILLA CARRETERA INTERAMERICANA	14.21
436	TECUN UMAN 3A AVENIDA	28.41
437	CHIQUIMULA 8A. AVENIDA	14.21
438	SOLOMA ZONA 1	14.21
440	ESCUINTLA 3A CALLE	14.21
441	COLOMBA	14.21
443	SAN RAFAEL	14.21
444	JACALTENANGO 2	14.21
446	FLORES COSTA CUCA	14.21
447	LLANO LARGO	14.21
448	EL QUETZAL	14.21
449	SAN JOSE EL RODEO	14.21
452	MERCADO SANTO TOMAS DE CASTILLA	14.21
453	C.C. PRADERA ZONA10	14.21
455	MALACATANCITO HUEHUETENANGO	14.21
456	ORGANISMO JUDICIAL MIXCO	14.21
457	SIQUINALA	14.21
458	AUTOBANCO TECULUTAN	28.41
460	MONTERRICO	14.21
461	TAXISCO	14.21
464	AUTOBANCO SAN JUAN SACATEPEQUEZ	14.21
465	CHANMAGUA	14.21
466	SALTAN	14.21
467	SAN FRANCISCO PETEN	14.21
469	ORGANISMO JUDICIAL ESCUINTLA	14.21
470	NIMASAC	14.21
471	POLOGUA	14.21
474	CENTRO COMERCIAL TIKAL	14.21
475	LOS AMATES CENTRO	14.21
476	AUTOBANCO ALDEA MARISCOS	14.21
477	AUTOBANCO LA RUIDOSA	14.21
478	MERCADO LOS AMATES	14.21
481	CENTRO COMERCIAL MINUTO	14.21
482	GRACIAS A DIOS	14.21
483	SAN JUAN IXCOY	14.21
484	SAN JOSE CHACAYA	14.21
485	SAN JORGE ZACAPA	14.21
487	CONCEPCION CHIQUIRICHAPA	14.21
488	CHUARRANCHO	14.21
490	EL MILAGRO	14.21
493	MERCADO VILLA NUEVA	14.21
494	COMISARIATO MORALES	14.21
496	CENTRAL DE MAYOREO ALMOLONGA	14.21
497	AUTOBANCO LAS CHAMPAS	14.21
498	PARQUE JUTIAPA	14.21
500	WAY ASUNCION MITA	14.21
503	EL AMATILLO	14.21
504	AUTOBANCO GASO JUTIAPA	14.21
505	IGSS MONTUFAR	14.21
506	HORCONES 	14.21
507	SAN RAFAEL LAS FLORES	14.21
508	DESPENSA SANTA ELENA	14.21
509	CC SANTA AMELIA	14.21
510	SAN JOSE LA ARADA	14.21
512	UNION CANTINIL	14.21
514	SUPERMERCADO LA CASITA	14.21
515	UNIVERSITARIA JUTIAPA	14.21
517	CHINIQUE	14.21
518	MONTUFAR	14.21
520	SAN JUAN ATITAN	14.21
521	SANTIAGO CHIMALTENANGO	14.21
523	GRAMEEN PANAJACHEL	14.21
525	SAN MIGUEL CHICAJ	14.21
527	AUTOBANCO CRUCE SAN LUIS 	14.21
528	LA CONCHA	14.21
530	AUTOBANCO CHIMALTENANGO	14.21
531	MULTIMAYOREO	14.21
532	PRADERA LINDA VISTA	14.21
534	AUTOBANCO FRAY BARTOLOME DE LAS CASAS	14.21
535	TIERRA BLANCA	14.21
536	TRAPICHE	14.21
537	GRAN KARMEL	14.21
540	CC LA DOCE	14.21
542	OJ ANTIGUA GUATEMALA	14.21
543	MERCADO ANTIGUA GUATEMALA	14.21
545	PRADERA CHIQUIMULA	14.21
546	WAY ZONA 6 PARROQUIA 	14.21
551	CENTRO COMERCIAL EL JAULON	14.21
554	HUITAN QUETZALTENANGO	14.21
555	SAN ANTONIO AGUAS CALIENTES	14.21
557	MERCADO SANTA LUISA	14.21
558	SAN MARTIN SACATEPEQUEZ	14.21
560	SANTA APOLONIA	14.21
562	AUTOBANCO ESCUINTLA	14.21
568	AUTOBANCO CC METRO PLAZA RETALHULEU	14.21
569	SANTO TOMAS LA UNION SUCHITEPEQUEZ	14.21
571	DIMACO PAJAPITA SAN MARCOS	14.21
572	RENAP SANTA CATARINA PINULA	28.41
574	SANTA MARIA DE JESUS	14.21
575	COLOTENANGO	14.21
576	TANQUE LA UNION ANTIGUA	14.21
577	DGAC MUNDO MAYA PETEN	14.21
578	AUTOBANCO JAGUAR AEROPUERTO MUNDO MAYA	14.21
580	AUTOBANCO JAGUAR SAN BENITO	14.21
581	EL ADELANTO	14.21
582	AUTOBANCO El TEJAR	28.41
583	AUTOBANCO JAGUAR POPTUN	14.21
589	ALDEA LA ERMITA	14.21
590	SUPER DEL BARRIO CARRETERA AL ATLANTICO	14.21
591	LA MAQUINA 2	14.21
592	ZUNILITO	14.21
593	SAN FRANCISCO ZAPOTITLAN 	14.21
594	CABALLO BLANCO	14.21
595	CHINAUTLA	14.21
596	MEGAMEDICA ZACAPA	14.21
601	AUTOBANCO ENTRE RIOS	14.21
613	COLONIA MAYA	14.21
614	SANTA ELENA BARILLAS	14.21
615	MERCADO SAN JOSE DEL GOLFO	28.41
622	UNIVERSIDAD PANAMERICANA	14.21
623	SANTA ANA PETEN	14.21
624	C.C. PASEO LAS PALMAS RETALHULEU	14.21
627	LA PARROQUIA ZONA REYNA	14.21
629	MERCADO NUEVA CONCEPCION	14.21
630	CENTRO COMERCIAL CATALINA VILLA NUEVA	14.21
634	SUPERDICASA LA DEMOCRACIA	14.21
635	SAN SEBASTIAN COATAN	14.21
637	SAN JUAN ERMITA CHIQUIMULA	14.21
638	SAN JACINTO	14.21
639	GRAMEEN SACAPULAS	14.21
643	MEGAPACA PASEO SAN NICOLAS	14.21
646	MEGAPACA VILLA NUEVA	14.21
649	ACATENANGO	14.21
652	SAT CUILAPA	14.21
654	SAN VICENTE PACAYA	28.41
656	GRAMEEN SANTA CLARA LA LAGUNA	14.21
657	SAN PEDRO YEPOCAPA	14.21
659	C.C. ESKALA ROOSEVELT	14.21
660	CC ALTAVISTA	14.21
661	PLAZA FINACIERA CENTRA SUR	14.21
662	PORTUARIA QUETZAL (PTO)	14.21
663	DEL MAESTRO ZONA 1	14.21
664	SANTA CRUZ NARANJO	14.21
667	GUINEALES	14.21
669	PASEO DE LAS AMERICAS XELA	14.21
671	MUNICIPALIDAD FRAIJANES	14.21
675	SAN JOSE ACATEMPA	14.21
677	CALZADA MOPAN DOLORES PETEN	14.21
679	SAN PEDRO SACATEPEQUEZ CENTRO	14.21
681	SAN JOSE OJETENAM	14.21
683	SAN ANTONIO SACATEPEQUEZ	14.21
684	AUTOBANCO CHIQUIMULILLA	14.21
685	ADUANA EL CEIBO	14.21
687	LLANO GRANDE SALAMA	14.21
690	MEGAPACA EL PUNTO	14.21
691	SAN RAFAEL LA INDEPENDENCIA	14.21
692	SAN GASPAR IXCHIL	14.21
693	CC PLAZA MANANTIAL	14.21
695	MINI MUNI CUBIL	14.21
696	MINI MUNI CAMPO DE AVIACION COBAN	14.21
697	SANYUYO	14.21
698	GRAMEEN USPANTAN	14.21
699	MAGDALENA MILPAS ALTAS	14.21
700	AUTOBANCO MULTIPLAZA EL SAUCE	14.21
703	GRAMEEN HUEHUETENANGO	14.21
704	MIXCO PARQUE	14.21
705	MIX SAN CRISTOBAL	28.41
706	CUYOTENANGO	14.21
707	AUTOBANCO MEGAFERRO	14.21
714	AUTOBANCO VILLAS DEL SUR	28.41
716	SAN JUAN TECUACO	14.21
718	 SAN FRANCISCO DE ASIS	14.21
719	SANTA LUCIA CENTRO	14.21
720	QUICHE ZONA 3	14.21
721	TERMINAL QUICHE	14.21
723	CC LOS PROCERES	14.21
724	MERCADO SANTA ELENA	14.21
725	SAN VICENTE BUENABAJ	14.21
726	GALERIAS DEL SUR	14.21
727	MUNICIPALIDAD SAN RAYMUNDO	14.21
728	CHINACA	14.21
730	GRAMEEN SAN PABLO	14.21
731	CENTRA NORTE	14.21
732	SAN BARTOLO AGUAS CALIENTES	14.21
733	CC PRADERA CONCEPCION	14.21
734	LA BLANCA SAN MARCOS	14.21
735	NUEVO PROGRESO	14.21
737	GRAMEEN NEBAJ	14.21
739	PLAZA MEDICA DEL NORTE	28.41
740	MUNICIPALIDAD DE CHIMALTENANGO	14.21
741	MEGAPACA VILLA LINDA	14.21
743	OCRET	14.21
744	CENTRO COMERCIAL METRO PLAZA JUTIAPA	14.21
745	COLONIA LOS ANGELES	14.21
747	PACHALUM CALLE DE LAS FLORES	14.21
749	MEGAPACA VIP CHIQUIMULA	28.41
750	CENTRO COMERCIAL MAJADAS	14.21
751	CENTRO COMERCIAL LA TRINIDAD MALACATAN	14.21
752	UNISUPER NIMAJUYU	14.21
753	LAS CABEZAS ORATORIO	14.21
754	CALLE MARTI 12 AVENIDA	14.21
755	UNISUPER LA BRIGADA	14.21
756	UNISUPER LO DE FUENTES	14.21
757	CENTRO COMERCIAL PLAZA METROFERIA	14.21
758	GASO MOYUTA	14.21
761	PARQUE CENTRAL SAN ANTONIO HUISTA	14.21
762	MEGAPACA XELA	14.21
763	GUATELINDA SAN DIEGO	14.21
765	MUNICIPALIDAD DE SANTA CATARINA BARAHONA	14.21
766	CONTRALORIA GENERAL DE CUENTAS ZONA 13	14.21
767	MINISTERIO DE SALUD PUBLICA ZONA 9	14.21
769	CIUDAD QUETZAL	14.21
770	MUNICIPALIDAD DE SAN JOSE POAQUIL	14.21
771	SAN SEBASTIAN RETALHULEU	14.21
772	CASAS VIEJAS	14.21
773	CENTRO COMERCIAL MAYA MALL	14.21
774	EL JICARO	14.21
776	JOCOTENANGO	14.21
777	AUTOBANCO SAN MARCOS	14.21
779	KILOMETRO 11 SAN JUAN DOLORES	14.21
780	LOS ESCUDOS CHIMALTENANGO	14.21
781	CENTRO COMERCIAL SAN FRANCISCO ZONA 6 MIXCO	14.21
782	MUNICIPALIDAD DE MASAGUA	14.21
783	REGISTRO GENERAL DE LA PROPIEDAD	14.21
785	CENTRO COMERCIAL LAS FLORES AMATITLAN	14.21
786	CEALSA	14.21
787	CENTRO COMERCIAL SAN FRANCISCO	14.21
788	SAN JOSE DE LA COMUNIDAD	14.21
789	MERCADO COBAN	14.21
791	AUTOBANCO MEGAPLAZA	28.41
792	COMERCIAL PLAZA LA LIBERTAD PETEN	14.21
793	MERCADO PRIMERO DE JULIO	14.21
795	LICEO ROCA DE AYUDA	14.21
799	MUNICIPALIDAD DE QUETZALTENANGO	14.21
801	MUNICIPALIDAD RETALHULEU	14.21
802	JUMAYTEPEQUE	14.21
803	AUTOBANCO BARBERENA	14.21
804	COLIS	14.21
805	ESQUIPULAS 6A. AVENIDA	14.21
806	TZOLOJYA	14.21
808	AUTOBANCO SAMAYAC	14.21
809	EVENTOS CATOLICOS	14.21
811	LO DE REYES SAN PEDRO AYAMPUC	14.21
812	CALLE REAL SAN JOSE DEL GOLFO	14.21
813	CONGUACO	14.21
814	RENAP KOREA CENTER	14.21
815	SUPER DEL BARRIO CIUDAD REAL	14.21
819	PANORAMA EXPRESS	14.21
822	COMAPA	14.21
823	GENOVA COSTA CUCA	14.21
824	SANTA MARIA CHIQUIMULA	14.21
825	CUNOC QUETZALTENANGO	14.21
827	CORPORATIVA QUETZALTENANGO	14.21
828	RABINAL CENTRO	14.21
829	CIUDAD SATELITE	14.21
830	LAS BRISAS	14.21
831	C.C. MOLINO DE LAS FLORES	14.21
832	CENTRO COMERCIAL LA TRINIDAD COATEPEQUE	28.41
833	LAS PALMAS COATEPEQUE	14.21
834	SAN SEBASTIAN HUEHUETENANGO	14.21
836	MEGAPACA CENTRAL	14.21
837	PARQUE CENTRAL RETALHULEU (VIP)	14.21
838	LAS POZAS RIO HONDO	14.21
839	SAN ANTONIO LA PAZ	14.21
840	TAJUMUCO	14.21
841	MULTIMAYOREO ESCUINTLA	14.21
842	COLEGIO DE PROFESIONALES	14.21
843	SAN MIGUEL TOTONICAPAN	14.21
844	AUTOBANCO PALENCIA	14.21
845	CENTRO COMERCIAL REAL AMERICA	14.21
847	CUNOROC	14.21
848	RIO SAN JUAN AGUACATAN	14.21
849	CENTRO COMERCIAL LA ISLA	14.21
850	AUTOBANCO SAN RAFAEL LAS FLORES	14.21
852	MUNICIPALIDAD SAN PABLO JOCOPILAS	14.21
853	MUNICIPALIDAD DE SAN GABRIEL	14.21
854	MUNICIPALIDAD DE SAN MIGUEL PANAN SUCHITEPEQ	14.21
855	LA REYNITA SAYAXCHE	14.21
856	CONTEPEQUE ATESCATEMPA JUTIAPA	14.21
858	TECTITAN	14.21
859	LA TERMINAL USPANTAN	14.21
860	AUTOBANCO SAN MARTIN JILOTEPEQUE	14.21
861	SAN PEDRO JOCOPILAS	14.21
863	PATZITE	14.21
864	EL INJERTO LA LIBERTAD	14.21
865	AUTOBANCO CALZADA ASTURIAS	14.21
869	PANORAMA XELA	14.21
870	MORALES CENTRO	14.21
871	LA BARRANCA GRANDE	14.21
872	BUENOS AIRES	14.21
875	AUTOBANCO AMBERES	14.21
876	SIPACAPA SAN MARCOS	14.21
877	AUTOBANCO MAYUELAS	14.21
878	AUTOBANCO PLAYITAS	14.21
879	MUNICIPALIDAD SAN PEDRO AYAMPUC	14.21
881	SAN MIGUEL SIGUILA	14.21
882	OLINTEPEQUE	14.21
883	ARGUETA	14.21
884	MINISTERIO DE GOBERNACION	14.21
885	MERCADO LA DEMOCRACIA XELA	14.21
886	LA ESPERANZA	14.21
887	AUTOBANCO CONDADO SAN CRISTOBAL TOTONICAPAN	14.21
888	MUXBAL	28.41
889	MUNICIPALIDAD DE JALAPA	14.21
890	PUERTO DE IZTAPA	14.21
891	GUANAGAZAPA	14.21
892	PASACO	14.21
893	PALESTINA LAS CRUCES	14.21
895	ALDEA EL OBRAJUELO AGUA BLANCA	14.21
896	TIUCAL ASUNCION MITA JUTIAPA	14.21
906	 	14.21
919	 	28.41
920	 	14.21
1000	Mercado Sipacate	14.21
1001	AUTOBANCO CIUDAD QUETZAL	14.21
1003	AUTOBANCO EL PORVENIR / EL CARMEN	14.21
1004	2do. REGISTRO DE LA PROPIEDAD	14.21
1005	AUTOBANCO PLAZA MINERVA CHIQUIMULA	14.21
1006	AUTOBANCO PLAZA LOS PINOS QUETZALTEPEQUE	14.21
1007	MERCADO SANTA CATARINA	14.21
1008	MANZANOTES	14.21
1009	PLAZA CENTRA SUR	14.21
1010	Autobanco La Democracia Escuintla	14.21
1013	CIUDAD PERONIA	14.21
1014	AUTOBANCO FALLABON	14.21
1015	EL CALVARIO	14.21
1017	MERCADO SAN BENITO	14.21
1019	PLAZA SAN FRANCISCO	14.21
1020	CENTRO COMERCIAL PORTALES ZONA 17	14.21
1021	COLEGIO DE INGENIEROS DE GUATEMALA	14.21
1022	Atlantis	14.21
1023	Naranjo Mall	14.21
1024	RENAP TOTONICAPAN	14.21
1025	ESMERALDA	14.21
1026	SEGUNDO REGISTRO DE LA PROPIEDAD	14.21
1029	CENTRO COMERCIAL TIKAL FUTURA	14.21
2083	MAXIDESPENSA VILLA NUEVA	14.21
2084	MAXI DESPENSA ROOSEVELT	14.21
2085	MAXI BODEGA AGENCIA ANEXO NO. 221	14.21
2087	MAXIDESPENSA ATLANTIDA	14.21
2088	MAXIDESPENSA TRIGALES	14.21
2089	MAXIDESPENSA HUEHUETENANGO	14.21
2090	MAXIDESPENSA CHIMALTENANGO	14.21
9369	 	14.21
