HOST_NAME, TIME_UP_SCHEDULED, PERCENT_TIME_UP_SCHEDULED, PERCENT_KNOWN_TIME_UP_SCHEDULED, TIME_UP_UNSCHEDULED, PERCENT_TIME_UP_UNSCHEDULED, PERCENT_KNOWN_TIME_UP_UNSCHEDULED, TOTAL_TIME_UP, PERCENT_TOTAL_TIME_UP, PERCENT_KNOWN_TIME_UP, TIME_DOWN_SCHEDULED, PERCENT_TIME_DOWN_SCHEDULED, PERCENT_KNOWN_TIME_DOWN_SCHEDULED, TIME_DOWN_UNSCHEDULED, PERCENT_TIME_DOWN_UNSCHEDULED, PERCENT_KNOWN_TIME_DOWN_UNSCHEDULED, TOTAL_TIME_DOWN, PERCENT_TOTAL_TIME_DOWN, PERCENT_KNOWN_TIME_DOWN, TIME_UNREACHABLE_SCHEDULED, PERCENT_TIME_UNREACHABLE_SCHEDULED, PERCENT_KNOWN_TIME_UNREACHABLE_SCHEDULED, TIME_UNREACHABLE_UNSCHEDULED, PERCENT_TIME_UNREACHABLE_UNSCHEDULED, PERCENT_KNOWN_TIME_UNREACHABLE_UNSCHEDULED, TOTAL_TIME_UNREACHABLE, PERCENT_TOTAL_TIME_UNREACHABLE, PERCENT_KNOWN_TIME_UNREACHABLE, TIME_UNDETERMINED_NOT_RUNNING, PERCENT_TIME_UNDETERMINED_NOT_RUNNING, TIME_UNDETERMINED_NO_DATA, PERCENT_TIME_UNDETERMINED_NO_DATA, TOTAL_TIME_UNDETERMINED, PERCENT_TOTAL_TIME_UNDETERMINED
"age104", 0, 0.000%, 0.000%, 1524721, 85.390%, 85.390%, 1524721, 85.390%, 85.390%, 0, 0.000%, 0.000%, 260879, 14.610%, 14.610%, 260879, 14.610%, 14.610%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age105", 0, 0.000%, 0.000%, 1784188, 99.921%, 99.921%, 1784188, 99.921%, 99.921%, 0, 0.000%, 0.000%, 1412, 0.079%, 0.079%, 1412, 0.079%, 0.079%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age106", 0, 0.000%, 0.000%, 1781562, 99.774%, 99.774%, 1781562, 99.774%, 99.774%, 0, 0.000%, 0.000%, 4038, 0.226%, 0.226%, 4038, 0.226%, 0.226%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age107", 0, 0.000%, 0.000%, 1733334, 97.073%, 97.073%, 1733334, 97.073%, 97.073%, 0, 0.000%, 0.000%, 52266, 2.927%, 2.927%, 52266, 2.927%, 2.927%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age108", 0, 0.000%, 0.000%, 1779572, 99.662%, 99.662%, 1779572, 99.662%, 99.662%, 0, 0.000%, 0.000%, 6028, 0.338%, 0.338%, 6028, 0.338%, 0.338%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age109", 0, 0.000%, 0.000%, 1783820, 99.900%, 99.900%, 1783820, 99.900%, 99.900%, 0, 0.000%, 0.000%, 1780, 0.100%, 0.100%, 1780, 0.100%, 0.100%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age109b", 0, 0.000%, 0.000%, 1052308, 58.933%, 58.933%, 1052308, 58.933%, 58.933%, 0, 0.000%, 0.000%, 733292, 41.067%, 41.067%, 733292, 41.067%, 41.067%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age110", 0, 0.000%, 0.000%, 1722171, 96.448%, 96.448%, 1722171, 96.448%, 96.448%, 0, 0.000%, 0.000%, 63429, 3.552%, 3.552%, 63429, 3.552%, 3.552%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age111", 0, 0.000%, 0.000%, 1783526, 99.884%, 99.884%, 1783526, 99.884%, 99.884%, 0, 0.000%, 0.000%, 2074, 0.116%, 0.116%, 2074, 0.116%, 0.116%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age112", 0, 0.000%, 0.000%, 1762654, 98.715%, 98.715%, 1762654, 98.715%, 98.715%, 0, 0.000%, 0.000%, 22946, 1.285%, 1.285%, 22946, 1.285%, 1.285%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age113", 0, 0.000%, 0.000%, 1783957, 99.908%, 99.908%, 1783957, 99.908%, 99.908%, 0, 0.000%, 0.000%, 1643, 0.092%, 0.092%, 1643, 0.092%, 0.092%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age114", 0, 0.000%, 0.000%, 1782801, 99.843%, 99.843%, 1782801, 99.843%, 99.843%, 0, 0.000%, 0.000%, 2799, 0.157%, 0.157%, 2799, 0.157%, 0.157%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age114b", 0, 0.000%, 0.000%, 1780355, 99.706%, 99.706%, 1780355, 99.706%, 99.706%, 0, 0.000%, 0.000%, 5245, 0.294%, 0.294%, 5245, 0.294%, 0.294%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age115", 0, 0.000%, 0.000%, 1784997, 99.966%, 99.966%, 1784997, 99.966%, 99.966%, 0, 0.000%, 0.000%, 603, 0.034%, 0.034%, 603, 0.034%, 0.034%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age116", 0, 0.000%, 0.000%, 1745718, 97.766%, 97.766%, 1745718, 97.766%, 97.766%, 0, 0.000%, 0.000%, 39882, 2.234%, 2.234%, 39882, 2.234%, 2.234%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age117", 0, 0.000%, 0.000%, 1739486, 97.417%, 97.417%, 1739486, 97.417%, 97.417%, 0, 0.000%, 0.000%, 46114, 2.583%, 2.583%, 46114, 2.583%, 2.583%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age118", 0, 0.000%, 0.000%, 1776707, 99.502%, 99.502%, 1776707, 99.502%, 99.502%, 0, 0.000%, 0.000%, 8893, 0.498%, 0.498%, 8893, 0.498%, 0.498%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age119", 0, 0.000%, 0.000%, 1768348, 99.034%, 99.034%, 1768348, 99.034%, 99.034%, 0, 0.000%, 0.000%, 17252, 0.966%, 0.966%, 17252, 0.966%, 0.966%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age120", 0, 0.000%, 0.000%, 1751843, 98.109%, 98.109%, 1751843, 98.109%, 98.109%, 0, 0.000%, 0.000%, 33757, 1.891%, 1.891%, 33757, 1.891%, 1.891%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age121", 0, 0.000%, 0.000%, 1782145, 99.807%, 99.807%, 1782145, 99.807%, 99.807%, 0, 0.000%, 0.000%, 3455, 0.193%, 0.193%, 3455, 0.193%, 0.193%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age121b", 0, 0.000%, 0.000%, 1766166, 98.912%, 98.912%, 1766166, 98.912%, 98.912%, 0, 0.000%, 0.000%, 19434, 1.088%, 1.088%, 19434, 1.088%, 1.088%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age122", 0, 0.000%, 0.000%, 1772483, 99.265%, 99.265%, 1772483, 99.265%, 99.265%, 0, 0.000%, 0.000%, 13117, 0.735%, 0.735%, 13117, 0.735%, 0.735%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age123", 0, 0.000%, 0.000%, 1733708, 97.094%, 97.094%, 1733708, 97.094%, 97.094%, 0, 0.000%, 0.000%, 51892, 2.906%, 2.906%, 51892, 2.906%, 2.906%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age124", 0, 0.000%, 0.000%, 1785554, 99.997%, 99.997%, 1785554, 99.997%, 99.997%, 0, 0.000%, 0.000%, 46, 0.003%, 0.003%, 46, 0.003%, 0.003%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age124b", 0, 0.000%, 0.000%, 1001583, 56.092%, 56.092%, 1001583, 56.092%, 56.092%, 0, 0.000%, 0.000%, 784017, 43.908%, 43.908%, 784017, 43.908%, 43.908%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age125", 0, 0.000%, 0.000%, 1784916, 99.962%, 99.962%, 1784916, 99.962%, 99.962%, 0, 0.000%, 0.000%, 684, 0.038%, 0.038%, 684, 0.038%, 0.038%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age126", 0, 0.000%, 0.000%, 1770753, 99.169%, 99.169%, 1770753, 99.169%, 99.169%, 0, 0.000%, 0.000%, 14847, 0.831%, 0.831%, 14847, 0.831%, 0.831%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age127", 0, 0.000%, 0.000%, 1773101, 99.300%, 99.300%, 1773101, 99.300%, 99.300%, 0, 0.000%, 0.000%, 12499, 0.700%, 0.700%, 12499, 0.700%, 0.700%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age128", 0, 0.000%, 0.000%, 1760854, 98.614%, 98.614%, 1760854, 98.614%, 98.614%, 0, 0.000%, 0.000%, 24746, 1.386%, 1.386%, 24746, 1.386%, 1.386%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age129", 0, 0.000%, 0.000%, 1749521, 97.979%, 97.979%, 1749521, 97.979%, 97.979%, 0, 0.000%, 0.000%, 36079, 2.021%, 2.021%, 36079, 2.021%, 2.021%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age130", 0, 0.000%, 0.000%, 1762279, 98.694%, 98.694%, 1762279, 98.694%, 98.694%, 0, 0.000%, 0.000%, 23321, 1.306%, 1.306%, 23321, 1.306%, 1.306%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age131", 0, 0.000%, 0.000%, 1726866, 96.711%, 96.711%, 1726866, 96.711%, 96.711%, 0, 0.000%, 0.000%, 58734, 3.289%, 3.289%, 58734, 3.289%, 3.289%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age132", 0, 0.000%, 0.000%, 1785554, 99.997%, 99.997%, 1785554, 99.997%, 99.997%, 0, 0.000%, 0.000%, 46, 0.003%, 0.003%, 46, 0.003%, 0.003%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age133", 0, 0.000%, 0.000%, 1785548, 99.997%, 99.997%, 1785548, 99.997%, 99.997%, 0, 0.000%, 0.000%, 52, 0.003%, 0.003%, 52, 0.003%, 0.003%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age134", 0, 0.000%, 0.000%, 1785068, 99.970%, 99.970%, 1785068, 99.970%, 99.970%, 0, 0.000%, 0.000%, 532, 0.030%, 0.030%, 532, 0.030%, 0.030%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age135", 0, 0.000%, 0.000%, 1776961, 99.516%, 99.516%, 1776961, 99.516%, 99.516%, 0, 0.000%, 0.000%, 8639, 0.484%, 0.484%, 8639, 0.484%, 0.484%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age136", 0, 0.000%, 0.000%, 1766896, 98.953%, 98.953%, 1766896, 98.953%, 98.953%, 0, 0.000%, 0.000%, 18704, 1.047%, 1.047%, 18704, 1.047%, 1.047%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age137", 0, 0.000%, 0.000%, 1782953, 99.852%, 99.852%, 1782953, 99.852%, 99.852%, 0, 0.000%, 0.000%, 2647, 0.148%, 0.148%, 2647, 0.148%, 0.148%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age138", 0, 0.000%, 0.000%, 1752135, 98.126%, 98.126%, 1752135, 98.126%, 98.126%, 0, 0.000%, 0.000%, 33465, 1.874%, 1.874%, 33465, 1.874%, 1.874%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age138b", 0, 0.000%, 0.000%, 1785249, 99.980%, 99.980%, 1785249, 99.980%, 99.980%, 0, 0.000%, 0.000%, 351, 0.020%, 0.020%, 351, 0.020%, 0.020%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age139", 0, 0.000%, 0.000%, 1785158, 99.975%, 99.975%, 1785158, 99.975%, 99.975%, 0, 0.000%, 0.000%, 442, 0.025%, 0.025%, 442, 0.025%, 0.025%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age139b", 0, 0.000%, 0.000%, 1784873, 99.959%, 99.959%, 1784873, 99.959%, 99.959%, 0, 0.000%, 0.000%, 727, 0.041%, 0.041%, 727, 0.041%, 0.041%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age140", 0, 0.000%, 0.000%, 1773688, 99.333%, 99.333%, 1773688, 99.333%, 99.333%, 0, 0.000%, 0.000%, 11912, 0.667%, 0.667%, 11912, 0.667%, 0.667%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age140b", 0, 0.000%, 0.000%, 1773926, 99.346%, 99.346%, 1773926, 99.346%, 99.346%, 0, 0.000%, 0.000%, 11674, 0.654%, 0.654%, 11674, 0.654%, 0.654%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age141", 0, 0.000%, 0.000%, 1783290, 99.871%, 99.871%, 1783290, 99.871%, 99.871%, 0, 0.000%, 0.000%, 2310, 0.129%, 0.129%, 2310, 0.129%, 0.129%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age142", 0, 0.000%, 0.000%, 1784846, 99.958%, 99.958%, 1784846, 99.958%, 99.958%, 0, 0.000%, 0.000%, 754, 0.042%, 0.042%, 754, 0.042%, 0.042%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age143", 0, 0.000%, 0.000%, 1773271, 99.310%, 99.310%, 1773271, 99.310%, 99.310%, 0, 0.000%, 0.000%, 12329, 0.690%, 0.690%, 12329, 0.690%, 0.690%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age144", 0, 0.000%, 0.000%, 1742694, 97.597%, 97.597%, 1742694, 97.597%, 97.597%, 0, 0.000%, 0.000%, 42906, 2.403%, 2.403%, 42906, 2.403%, 2.403%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age145", 0, 0.000%, 0.000%, 1760866, 98.615%, 98.615%, 1760866, 98.615%, 98.615%, 0, 0.000%, 0.000%, 24734, 1.385%, 1.385%, 24734, 1.385%, 1.385%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age146", 0, 0.000%, 0.000%, 1778488, 99.602%, 99.602%, 1778488, 99.602%, 99.602%, 0, 0.000%, 0.000%, 7112, 0.398%, 0.398%, 7112, 0.398%, 0.398%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age147", 0, 0.000%, 0.000%, 1778835, 99.621%, 99.621%, 1778835, 99.621%, 99.621%, 0, 0.000%, 0.000%, 6765, 0.379%, 0.379%, 6765, 0.379%, 0.379%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age148", 0, 0.000%, 0.000%, 1785600, 100.000%, 100.000%, 1785600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age149", 0, 0.000%, 0.000%, 1784573, 99.942%, 99.942%, 1784573, 99.942%, 99.942%, 0, 0.000%, 0.000%, 1027, 0.058%, 0.058%, 1027, 0.058%, 0.058%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age150", 0, 0.000%, 0.000%, 1769870, 99.119%, 99.119%, 1769870, 99.119%, 99.119%, 0, 0.000%, 0.000%, 15730, 0.881%, 0.881%, 15730, 0.881%, 0.881%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age151", 0, 0.000%, 0.000%, 1782134, 99.806%, 99.806%, 1782134, 99.806%, 99.806%, 0, 0.000%, 0.000%, 3466, 0.194%, 0.194%, 3466, 0.194%, 0.194%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age151b", 0, 0.000%, 0.000%, 1713314, 95.952%, 95.952%, 1713314, 95.952%, 95.952%, 0, 0.000%, 0.000%, 72286, 4.048%, 4.048%, 72286, 4.048%, 4.048%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age152", 0, 0.000%, 0.000%, 1776376, 99.483%, 99.483%, 1776376, 99.483%, 99.483%, 0, 0.000%, 0.000%, 9224, 0.517%, 0.517%, 9224, 0.517%, 0.517%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age153", 0, 0.000%, 0.000%, 1780267, 99.701%, 99.701%, 1780267, 99.701%, 99.701%, 0, 0.000%, 0.000%, 5333, 0.299%, 0.299%, 5333, 0.299%, 0.299%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age153b", 0, 0.000%, 0.000%, 1782635, 99.834%, 99.834%, 1782635, 99.834%, 99.834%, 0, 0.000%, 0.000%, 2965, 0.166%, 0.166%, 2965, 0.166%, 0.166%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age154", 0, 0.000%, 0.000%, 1734930, 97.162%, 97.162%, 1734930, 97.162%, 97.162%, 0, 0.000%, 0.000%, 50670, 2.838%, 2.838%, 50670, 2.838%, 2.838%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age155", 0, 0.000%, 0.000%, 1751142, 98.070%, 98.070%, 1751142, 98.070%, 98.070%, 0, 0.000%, 0.000%, 34458, 1.930%, 1.930%, 34458, 1.930%, 1.930%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age156", 0, 0.000%, 0.000%, 1783197, 99.865%, 99.865%, 1783197, 99.865%, 99.865%, 0, 0.000%, 0.000%, 2403, 0.135%, 0.135%, 2403, 0.135%, 0.135%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age157", 0, 0.000%, 0.000%, 1771586, 99.215%, 99.215%, 1771586, 99.215%, 99.215%, 0, 0.000%, 0.000%, 14014, 0.785%, 0.785%, 14014, 0.785%, 0.785%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age158", 0, 0.000%, 0.000%, 1763751, 98.776%, 98.776%, 1763751, 98.776%, 98.776%, 0, 0.000%, 0.000%, 21849, 1.224%, 1.224%, 21849, 1.224%, 1.224%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age159", 0, 0.000%, 0.000%, 1781736, 99.784%, 99.784%, 1781736, 99.784%, 99.784%, 0, 0.000%, 0.000%, 3864, 0.216%, 0.216%, 3864, 0.216%, 0.216%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age160", 0, 0.000%, 0.000%, 1785204, 99.978%, 99.978%, 1785204, 99.978%, 99.978%, 0, 0.000%, 0.000%, 396, 0.022%, 0.022%, 396, 0.022%, 0.022%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age161", 0, 0.000%, 0.000%, 1730622, 96.921%, 96.921%, 1730622, 96.921%, 96.921%, 0, 0.000%, 0.000%, 54978, 3.079%, 3.079%, 54978, 3.079%, 3.079%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age162", 0, 0.000%, 0.000%, 1779687, 99.669%, 99.669%, 1779687, 99.669%, 99.669%, 0, 0.000%, 0.000%, 5913, 0.331%, 0.331%, 5913, 0.331%, 0.331%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age163", 0, 0.000%, 0.000%, 1781246, 99.756%, 99.756%, 1781246, 99.756%, 99.756%, 0, 0.000%, 0.000%, 4354, 0.244%, 0.244%, 4354, 0.244%, 0.244%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age164", 0, 0.000%, 0.000%, 1785600, 100.000%, 100.000%, 1785600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age164b", 0, 0.000%, 0.000%, 1784809, 99.956%, 99.956%, 1784809, 99.956%, 99.956%, 0, 0.000%, 0.000%, 791, 0.044%, 0.044%, 791, 0.044%, 0.044%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age165", 0, 0.000%, 0.000%, 1785600, 100.000%, 100.000%, 1785600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age166", 0, 0.000%, 0.000%, 1778567, 99.606%, 99.606%, 1778567, 99.606%, 99.606%, 0, 0.000%, 0.000%, 7033, 0.394%, 0.394%, 7033, 0.394%, 0.394%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age167", 0, 0.000%, 0.000%, 1785600, 100.000%, 100.000%, 1785600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age167b", 0, 0.000%, 0.000%, 1785600, 100.000%, 100.000%, 1785600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age168", 0, 0.000%, 0.000%, 1779767, 99.673%, 99.673%, 1779767, 99.673%, 99.673%, 0, 0.000%, 0.000%, 5833, 0.327%, 0.327%, 5833, 0.327%, 0.327%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age169", 0, 0.000%, 0.000%, 1782967, 99.853%, 99.853%, 1782967, 99.853%, 99.853%, 0, 0.000%, 0.000%, 2633, 0.147%, 0.147%, 2633, 0.147%, 0.147%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
