HOST_NAME, TIME_UP_SCHEDULED, PERCENT_TIME_UP_SCHEDULED, PERCENT_KNOWN_TIME_UP_SCHEDULED, TIME_UP_UNSCHEDULED, PERCENT_TIME_UP_UNSCHEDULED, PERCENT_KNOWN_TIME_UP_UNSCHEDULED, TOTAL_TIME_UP, PERCENT_TOTAL_TIME_UP, PERCENT_KNOWN_TIME_UP, TIME_DOWN_SCHEDULED, PERCENT_TIME_DOWN_SCHEDULED, PERCENT_KNOWN_TIME_DOWN_SCHEDULED, TIME_DOWN_UNSCHEDULED, PERCENT_TIME_DOWN_UNSCHEDULED, PERCENT_KNOWN_TIME_DOWN_UNSCHEDULED, TOTAL_TIME_DOWN, PERCENT_TOTAL_TIME_DOWN, PERCENT_KNOWN_TIME_DOWN, TIME_UNREACHABLE_SCHEDULED, PERCENT_TIME_UNREACHABLE_SCHEDULED, PERCENT_KNOWN_TIME_UNREACHABLE_SCHEDULED, TIME_UNREACHABLE_UNSCHEDULED, PERCENT_TIME_UNREACHABLE_UNSCHEDULED, PERCENT_KNOWN_TIME_UNREACHABLE_UNSCHEDULED, TOTAL_TIME_UNREACHABLE, PERCENT_TOTAL_TIME_UNREACHABLE, PERCENT_KNOWN_TIME_UNREACHABLE, TIME_UNDETERMINED_NOT_RUNNING, PERCENT_TIME_UNDETERMINED_NOT_RUNNING, TIME_UNDETERMINED_NO_DATA, PERCENT_TIME_UNDETERMINED_NO_DATA, TOTAL_TIME_UNDETERMINED, PERCENT_TOTAL_TIME_UNDETERMINED
"age328", 0, 0.000%, 0.000%, 1980591, 98.596%, 98.596%, 1980591, 98.596%, 98.596%, 0, 0.000%, 0.000%, 28209, 1.404%, 1.404%, 28209, 1.404%, 1.404%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age329", 0, 0.000%, 0.000%, 2008425, 99.981%, 99.981%, 2008425, 99.981%, 99.981%, 0, 0.000%, 0.000%, 375, 0.019%, 0.019%, 375, 0.019%, 0.019%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age330", 0, 0.000%, 0.000%, 1997673, 99.446%, 99.446%, 1997673, 99.446%, 99.446%, 0, 0.000%, 0.000%, 11127, 0.554%, 0.554%, 11127, 0.554%, 0.554%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age331", 0, 0.000%, 0.000%, 1787869, 89.002%, 89.002%, 1787869, 89.002%, 89.002%, 0, 0.000%, 0.000%, 220931, 10.998%, 10.998%, 220931, 10.998%, 10.998%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age332", 0, 0.000%, 0.000%, 1999946, 99.559%, 99.559%, 1999946, 99.559%, 99.559%, 0, 0.000%, 0.000%, 8854, 0.441%, 0.441%, 8854, 0.441%, 0.441%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age333", 0, 0.000%, 0.000%, 2007014, 99.911%, 99.911%, 2007014, 99.911%, 99.911%, 0, 0.000%, 0.000%, 1786, 0.089%, 0.089%, 1786, 0.089%, 0.089%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age334", 0, 0.000%, 0.000%, 2007795, 99.950%, 99.950%, 2007795, 99.950%, 99.950%, 0, 0.000%, 0.000%, 1005, 0.050%, 0.050%, 1005, 0.050%, 0.050%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age334b", 0, 0.000%, 0.000%, 579058, 28.826%, 28.826%, 579058, 28.826%, 28.826%, 0, 0.000%, 0.000%, 1429742, 71.174%, 71.174%, 1429742, 71.174%, 71.174%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age335", 0, 0.000%, 0.000%, 1912814, 95.222%, 95.222%, 1912814, 95.222%, 95.222%, 0, 0.000%, 0.000%, 95986, 4.778%, 4.778%, 95986, 4.778%, 4.778%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age336", 0, 0.000%, 0.000%, 1984812, 98.806%, 98.806%, 1984812, 98.806%, 98.806%, 0, 0.000%, 0.000%, 23988, 1.194%, 1.194%, 23988, 1.194%, 1.194%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age337", 0, 0.000%, 0.000%, 1969126, 98.025%, 98.025%, 1969126, 98.025%, 98.025%, 0, 0.000%, 0.000%, 39674, 1.975%, 1.975%, 39674, 1.975%, 1.975%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age338", 0, 0.000%, 0.000%, 2008530, 99.987%, 99.987%, 2008530, 99.987%, 99.987%, 0, 0.000%, 0.000%, 270, 0.013%, 0.013%, 270, 0.013%, 0.013%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age339", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age33srv", 0, 0.000%, 0.000%, 2007643, 99.942%, 99.942%, 2007643, 99.942%, 99.942%, 0, 0.000%, 0.000%, 1157, 0.058%, 0.058%, 1157, 0.058%, 0.058%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age340", 0, 0.000%, 0.000%, 2002558, 99.689%, 99.689%, 2002558, 99.689%, 99.689%, 0, 0.000%, 0.000%, 6242, 0.311%, 0.311%, 6242, 0.311%, 0.311%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age341", 0, 0.000%, 0.000%, 2008581, 99.989%, 99.989%, 2008581, 99.989%, 99.989%, 0, 0.000%, 0.000%, 219, 0.011%, 0.011%, 219, 0.011%, 0.011%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age342", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age343", 0, 0.000%, 0.000%, 1982597, 98.696%, 98.696%, 1982597, 98.696%, 98.696%, 0, 0.000%, 0.000%, 26203, 1.304%, 1.304%, 26203, 1.304%, 1.304%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age344", 0, 0.000%, 0.000%, 2004108, 99.766%, 99.766%, 2004108, 99.766%, 99.766%, 0, 0.000%, 0.000%, 4692, 0.234%, 0.234%, 4692, 0.234%, 0.234%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age345", 0, 0.000%, 0.000%, 2008446, 99.982%, 99.982%, 2008446, 99.982%, 99.982%, 0, 0.000%, 0.000%, 354, 0.018%, 0.018%, 354, 0.018%, 0.018%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age347", 0, 0.000%, 0.000%, 1996429, 99.384%, 99.384%, 1996429, 99.384%, 99.384%, 0, 0.000%, 0.000%, 12371, 0.616%, 0.616%, 12371, 0.616%, 0.616%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age348", 0, 0.000%, 0.000%, 2008359, 99.978%, 99.978%, 2008359, 99.978%, 99.978%, 0, 0.000%, 0.000%, 441, 0.022%, 0.022%, 441, 0.022%, 0.022%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age349", 0, 0.000%, 0.000%, 1971137, 98.125%, 98.125%, 1971137, 98.125%, 98.125%, 0, 0.000%, 0.000%, 37663, 1.875%, 1.875%, 37663, 1.875%, 1.875%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age350", 0, 0.000%, 0.000%, 1991983, 99.163%, 99.163%, 1991983, 99.163%, 99.163%, 0, 0.000%, 0.000%, 16817, 0.837%, 0.837%, 16817, 0.837%, 0.837%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age352", 0, 0.000%, 0.000%, 2008415, 99.981%, 99.981%, 2008415, 99.981%, 99.981%, 0, 0.000%, 0.000%, 385, 0.019%, 0.019%, 385, 0.019%, 0.019%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age353", 0, 0.000%, 0.000%, 659469, 32.829%, 32.829%, 659469, 32.829%, 32.829%, 0, 0.000%, 0.000%, 1349331, 67.171%, 67.171%, 1349331, 67.171%, 67.171%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age354", 0, 0.000%, 0.000%, 1991672, 99.147%, 99.147%, 1991672, 99.147%, 99.147%, 0, 0.000%, 0.000%, 17128, 0.853%, 0.853%, 17128, 0.853%, 0.853%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age355", 0, 0.000%, 0.000%, 2006133, 99.867%, 99.867%, 2006133, 99.867%, 99.867%, 0, 0.000%, 0.000%, 2667, 0.133%, 0.133%, 2667, 0.133%, 0.133%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age356", 0, 0.000%, 0.000%, 1954981, 97.321%, 97.321%, 1954981, 97.321%, 97.321%, 0, 0.000%, 0.000%, 53819, 2.679%, 2.679%, 53819, 2.679%, 2.679%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age357", 0, 0.000%, 0.000%, 2006500, 99.886%, 99.886%, 2006500, 99.886%, 99.886%, 0, 0.000%, 0.000%, 2300, 0.114%, 0.114%, 2300, 0.114%, 0.114%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age358", 0, 0.000%, 0.000%, 2005716, 99.846%, 99.846%, 2005716, 99.846%, 99.846%, 0, 0.000%, 0.000%, 3084, 0.154%, 0.154%, 3084, 0.154%, 0.154%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age359", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age360", 0, 0.000%, 0.000%, 2004958, 99.809%, 99.809%, 2004958, 99.809%, 99.809%, 0, 0.000%, 0.000%, 3842, 0.191%, 0.191%, 3842, 0.191%, 0.191%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age361", 0, 0.000%, 0.000%, 1982171, 98.674%, 98.674%, 1982171, 98.674%, 98.674%, 0, 0.000%, 0.000%, 26629, 1.326%, 1.326%, 26629, 1.326%, 1.326%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age362", 0, 0.000%, 0.000%, 2007983, 99.959%, 99.959%, 2007983, 99.959%, 99.959%, 0, 0.000%, 0.000%, 817, 0.041%, 0.041%, 817, 0.041%, 0.041%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age363", 0, 0.000%, 0.000%, 1811246, 90.166%, 90.166%, 1811246, 90.166%, 90.166%, 0, 0.000%, 0.000%, 197554, 9.834%, 9.834%, 197554, 9.834%, 9.834%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age364", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age365", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age366", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age367", 0, 0.000%, 0.000%, 1975030, 98.319%, 98.319%, 1975030, 98.319%, 98.319%, 0, 0.000%, 0.000%, 33770, 1.681%, 1.681%, 33770, 1.681%, 1.681%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age368", 0, 0.000%, 0.000%, 2007826, 99.952%, 99.952%, 2007826, 99.952%, 99.952%, 0, 0.000%, 0.000%, 974, 0.048%, 0.048%, 974, 0.048%, 0.048%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age369", 0, 0.000%, 0.000%, 1965505, 97.845%, 97.845%, 1965505, 97.845%, 97.845%, 0, 0.000%, 0.000%, 43295, 2.155%, 2.155%, 43295, 2.155%, 2.155%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age370", 0, 0.000%, 0.000%, 1887815, 93.977%, 93.977%, 1887815, 93.977%, 93.977%, 0, 0.000%, 0.000%, 120985, 6.023%, 6.023%, 120985, 6.023%, 6.023%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age371", 0, 0.000%, 0.000%, 2008229, 99.972%, 99.972%, 2008229, 99.972%, 99.972%, 0, 0.000%, 0.000%, 571, 0.028%, 0.028%, 571, 0.028%, 0.028%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age372", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age372b", 0, 0.000%, 0.000%, 1989105, 99.020%, 99.020%, 1989105, 99.020%, 99.020%, 0, 0.000%, 0.000%, 19695, 0.980%, 0.980%, 19695, 0.980%, 0.980%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age373", 0, 0.000%, 0.000%, 1937097, 96.431%, 96.431%, 1937097, 96.431%, 96.431%, 0, 0.000%, 0.000%, 71703, 3.569%, 3.569%, 71703, 3.569%, 3.569%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age374", 0, 0.000%, 0.000%, 2007565, 99.939%, 99.939%, 2007565, 99.939%, 99.939%, 0, 0.000%, 0.000%, 1235, 0.061%, 0.061%, 1235, 0.061%, 0.061%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age375", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age376", 0, 0.000%, 0.000%, 2006909, 99.906%, 99.906%, 2006909, 99.906%, 99.906%, 0, 0.000%, 0.000%, 1891, 0.094%, 0.094%, 1891, 0.094%, 0.094%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age377", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age378", 0, 0.000%, 0.000%, 1999379, 99.531%, 99.531%, 1999379, 99.531%, 99.531%, 0, 0.000%, 0.000%, 9421, 0.469%, 0.469%, 9421, 0.469%, 0.469%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age379", 0, 0.000%, 0.000%, 2001472, 99.635%, 99.635%, 2001472, 99.635%, 99.635%, 0, 0.000%, 0.000%, 7328, 0.365%, 0.365%, 7328, 0.365%, 0.365%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age381", 0, 0.000%, 0.000%, 2005602, 99.841%, 99.841%, 2005602, 99.841%, 99.841%, 0, 0.000%, 0.000%, 3198, 0.159%, 0.159%, 3198, 0.159%, 0.159%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age382", 0, 0.000%, 0.000%, 1989632, 99.046%, 99.046%, 1989632, 99.046%, 99.046%, 0, 0.000%, 0.000%, 19168, 0.954%, 0.954%, 19168, 0.954%, 0.954%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age383", 0, 0.000%, 0.000%, 1998478, 99.486%, 99.486%, 1998478, 99.486%, 99.486%, 0, 0.000%, 0.000%, 10322, 0.514%, 0.514%, 10322, 0.514%, 0.514%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age384", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age385", 0, 0.000%, 0.000%, 1890103, 94.091%, 94.091%, 1890103, 94.091%, 94.091%, 0, 0.000%, 0.000%, 118697, 5.909%, 5.909%, 118697, 5.909%, 5.909%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age386", 0, 0.000%, 0.000%, 1944385, 96.793%, 96.793%, 1944385, 96.793%, 96.793%, 0, 0.000%, 0.000%, 64415, 3.207%, 3.207%, 64415, 3.207%, 3.207%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age387", 0, 0.000%, 0.000%, 2007778, 99.949%, 99.949%, 2007778, 99.949%, 99.949%, 0, 0.000%, 0.000%, 1022, 0.051%, 0.051%, 1022, 0.051%, 0.051%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age389", 0, 0.000%, 0.000%, 1995635, 99.345%, 99.345%, 1995635, 99.345%, 99.345%, 0, 0.000%, 0.000%, 13165, 0.655%, 0.655%, 13165, 0.655%, 0.655%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age390", 0, 0.000%, 0.000%, 1959281, 97.535%, 97.535%, 1959281, 97.535%, 97.535%, 0, 0.000%, 0.000%, 49519, 2.465%, 2.465%, 49519, 2.465%, 2.465%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age391", 0, 0.000%, 0.000%, 1961975, 97.669%, 97.669%, 1961975, 97.669%, 97.669%, 0, 0.000%, 0.000%, 46825, 2.331%, 2.331%, 46825, 2.331%, 2.331%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age392", 0, 0.000%, 0.000%, 1990137, 99.071%, 99.071%, 1990137, 99.071%, 99.071%, 0, 0.000%, 0.000%, 18663, 0.929%, 0.929%, 18663, 0.929%, 0.929%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age393", 0, 0.000%, 0.000%, 2008528, 99.986%, 99.986%, 2008528, 99.986%, 99.986%, 0, 0.000%, 0.000%, 272, 0.014%, 0.014%, 272, 0.014%, 0.014%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age395", 0, 0.000%, 0.000%, 1948724, 97.009%, 97.009%, 1948724, 97.009%, 97.009%, 0, 0.000%, 0.000%, 60076, 2.991%, 2.991%, 60076, 2.991%, 2.991%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age396", 0, 0.000%, 0.000%, 1854999, 92.344%, 92.344%, 1854999, 92.344%, 92.344%, 0, 0.000%, 0.000%, 153801, 7.656%, 7.656%, 153801, 7.656%, 7.656%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age397", 0, 0.000%, 0.000%, 2007715, 99.946%, 99.946%, 2007715, 99.946%, 99.946%, 0, 0.000%, 0.000%, 1085, 0.054%, 0.054%, 1085, 0.054%, 0.054%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age398", 0, 0.000%, 0.000%, 1901754, 94.671%, 94.671%, 1901754, 94.671%, 94.671%, 0, 0.000%, 0.000%, 107046, 5.329%, 5.329%, 107046, 5.329%, 5.329%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age399", 0, 0.000%, 0.000%, 2007324, 99.927%, 99.927%, 2007324, 99.927%, 99.927%, 0, 0.000%, 0.000%, 1476, 0.073%, 0.073%, 1476, 0.073%, 0.073%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age400", 0, 0.000%, 0.000%, 2007532, 99.937%, 99.937%, 2007532, 99.937%, 99.937%, 0, 0.000%, 0.000%, 1268, 0.063%, 0.063%, 1268, 0.063%, 0.063%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age401", 0, 0.000%, 0.000%, 1999102, 99.517%, 99.517%, 1999102, 99.517%, 99.517%, 0, 0.000%, 0.000%, 9698, 0.483%, 0.483%, 9698, 0.483%, 0.483%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age402", 0, 0.000%, 0.000%, 1995612, 99.343%, 99.343%, 1995612, 99.343%, 99.343%, 0, 0.000%, 0.000%, 13188, 0.657%, 0.657%, 13188, 0.657%, 0.657%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age403", 0, 0.000%, 0.000%, 1999145, 99.519%, 99.519%, 1999145, 99.519%, 99.519%, 0, 0.000%, 0.000%, 9655, 0.481%, 0.481%, 9655, 0.481%, 0.481%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age403b", 0, 0.000%, 0.000%, 1997487, 99.437%, 99.437%, 1997487, 99.437%, 99.437%, 0, 0.000%, 0.000%, 11313, 0.563%, 0.563%, 11313, 0.563%, 0.563%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age404", 0, 0.000%, 0.000%, 2007200, 99.920%, 99.920%, 2007200, 99.920%, 99.920%, 0, 0.000%, 0.000%, 1600, 0.080%, 0.080%, 1600, 0.080%, 0.080%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age404b", 0, 0.000%, 0.000%, 2007887, 99.955%, 99.955%, 2007887, 99.955%, 99.955%, 0, 0.000%, 0.000%, 913, 0.045%, 0.045%, 913, 0.045%, 0.045%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
