HOST_NAME, TIME_UP_SCHEDULED, PERCENT_TIME_UP_SCHEDULED, PERCENT_KNOWN_TIME_UP_SCHEDULED, TIME_UP_UNSCHEDULED, PERCENT_TIME_UP_UNSCHEDULED, PERCENT_KNOWN_TIME_UP_UNSCHEDULED, TOTAL_TIME_UP, PERCENT_TOTAL_TIME_UP, PERCENT_KNOWN_TIME_UP, TIME_DOWN_SCHEDULED, PERCENT_TIME_DOWN_SCHEDULED, PERCENT_KNOWN_TIME_DOWN_SCHEDULED, TIME_DOWN_UNSCHEDULED, PERCENT_TIME_DOWN_UNSCHEDULED, PERCENT_KNOWN_TIME_DOWN_UNSCHEDULED, TOTAL_TIME_DOWN, PERCENT_TOTAL_TIME_DOWN, PERCENT_KNOWN_TIME_DOWN, TIME_UNREACHABLE_SCHEDULED, PERCENT_TIME_UNREACHABLE_SCHEDULED, PERCENT_KNOWN_TIME_UNREACHABLE_SCHEDULED, TIME_UNREACHABLE_UNSCHEDULED, PERCENT_TIME_UNREACHABLE_UNSCHEDULED, PERCENT_KNOWN_TIME_UNREACHABLE_UNSCHEDULED, TOTAL_TIME_UNREACHABLE, PERCENT_TOTAL_TIME_UNREACHABLE, PERCENT_KNOWN_TIME_UNREACHABLE, TIME_UNDETERMINED_NOT_RUNNING, PERCENT_TIME_UNDETERMINED_NOT_RUNNING, TIME_UNDETERMINED_NO_DATA, PERCENT_TIME_UNDETERMINED_NO_DATA, TOTAL_TIME_UNDETERMINED, PERCENT_TOTAL_TIME_UNDETERMINED
"age095b", 0, 0.000%, 0.000%, 1984013, 98.766%, 98.766%, 1984013, 98.766%, 98.766%, 0, 0.000%, 0.000%, 24787, 1.234%, 1.234%, 24787, 1.234%, 1.234%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age096", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age097", 0, 0.000%, 0.000%, 1994640, 99.295%, 99.295%, 1994640, 99.295%, 99.295%, 0, 0.000%, 0.000%, 14160, 0.705%, 0.705%, 14160, 0.705%, 0.705%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age098", 0, 0.000%, 0.000%, 1991892, 99.158%, 99.158%, 1991892, 99.158%, 99.158%, 0, 0.000%, 0.000%, 16908, 0.842%, 0.842%, 16908, 0.842%, 0.842%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age099", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age100", 0, 0.000%, 0.000%, 2007341, 99.927%, 99.927%, 2007341, 99.927%, 99.927%, 0, 0.000%, 0.000%, 1459, 0.073%, 0.073%, 1459, 0.073%, 0.073%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age101", 0, 0.000%, 0.000%, 2004797, 99.801%, 99.801%, 2004797, 99.801%, 99.801%, 0, 0.000%, 0.000%, 4003, 0.199%, 0.199%, 4003, 0.199%, 0.199%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age102", 0, 0.000%, 0.000%, 1996679, 99.397%, 99.397%, 1996679, 99.397%, 99.397%, 0, 0.000%, 0.000%, 12121, 0.603%, 0.603%, 12121, 0.603%, 0.603%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age103", 0, 0.000%, 0.000%, 1997844, 99.455%, 99.455%, 1997844, 99.455%, 99.455%, 0, 0.000%, 0.000%, 10956, 0.545%, 0.545%, 10956, 0.545%, 0.545%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age104", 0, 0.000%, 0.000%, 1983635, 98.747%, 98.747%, 1983635, 98.747%, 98.747%, 0, 0.000%, 0.000%, 25165, 1.253%, 1.253%, 25165, 1.253%, 1.253%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age105", 0, 0.000%, 0.000%, 2007544, 99.937%, 99.937%, 2007544, 99.937%, 99.937%, 0, 0.000%, 0.000%, 1256, 0.063%, 0.063%, 1256, 0.063%, 0.063%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age106", 0, 0.000%, 0.000%, 2004546, 99.788%, 99.788%, 2004546, 99.788%, 99.788%, 0, 0.000%, 0.000%, 4254, 0.212%, 0.212%, 4254, 0.212%, 0.212%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age107", 0, 0.000%, 0.000%, 2006867, 99.904%, 99.904%, 2006867, 99.904%, 99.904%, 0, 0.000%, 0.000%, 1933, 0.096%, 0.096%, 1933, 0.096%, 0.096%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age108", 0, 0.000%, 0.000%, 1159339, 57.713%, 57.713%, 1159339, 57.713%, 57.713%, 0, 0.000%, 0.000%, 849461, 42.287%, 42.287%, 849461, 42.287%, 42.287%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age109", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age109b", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age110", 0, 0.000%, 0.000%, 1444973, 71.932%, 71.932%, 1444973, 71.932%, 71.932%, 0, 0.000%, 0.000%, 563827, 28.068%, 28.068%, 563827, 28.068%, 28.068%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age111", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age112", 0, 0.000%, 0.000%, 2008735, 99.997%, 99.997%, 2008735, 99.997%, 99.997%, 0, 0.000%, 0.000%, 65, 0.003%, 0.003%, 65, 0.003%, 0.003%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age113", 0, 0.000%, 0.000%, 1983297, 98.730%, 98.730%, 1983297, 98.730%, 98.730%, 0, 0.000%, 0.000%, 25503, 1.270%, 1.270%, 25503, 1.270%, 1.270%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age114", 0, 0.000%, 0.000%, 2006249, 99.873%, 99.873%, 2006249, 99.873%, 99.873%, 0, 0.000%, 0.000%, 2551, 0.127%, 0.127%, 2551, 0.127%, 0.127%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age114b", 0, 0.000%, 0.000%, 2007341, 99.927%, 99.927%, 2007341, 99.927%, 99.927%, 0, 0.000%, 0.000%, 1459, 0.073%, 0.073%, 1459, 0.073%, 0.073%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age115", 0, 0.000%, 0.000%, 2007883, 99.954%, 99.954%, 2007883, 99.954%, 99.954%, 0, 0.000%, 0.000%, 917, 0.046%, 0.046%, 917, 0.046%, 0.046%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age116", 0, 0.000%, 0.000%, 2007910, 99.956%, 99.956%, 2007910, 99.956%, 99.956%, 0, 0.000%, 0.000%, 890, 0.044%, 0.044%, 890, 0.044%, 0.044%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age117", 0, 0.000%, 0.000%, 2007570, 99.939%, 99.939%, 2007570, 99.939%, 99.939%, 0, 0.000%, 0.000%, 1230, 0.061%, 0.061%, 1230, 0.061%, 0.061%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age118", 0, 0.000%, 0.000%, 1982377, 98.685%, 98.685%, 1982377, 98.685%, 98.685%, 0, 0.000%, 0.000%, 26423, 1.315%, 1.315%, 26423, 1.315%, 1.315%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age119", 0, 0.000%, 0.000%, 1922147, 95.686%, 95.686%, 1922147, 95.686%, 95.686%, 0, 0.000%, 0.000%, 86653, 4.314%, 4.314%, 86653, 4.314%, 4.314%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age120", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age121", 0, 0.000%, 0.000%, 1987471, 98.938%, 98.938%, 1987471, 98.938%, 98.938%, 0, 0.000%, 0.000%, 21329, 1.062%, 1.062%, 21329, 1.062%, 1.062%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age121b", 0, 0.000%, 0.000%, 2004191, 99.771%, 99.771%, 2004191, 99.771%, 99.771%, 0, 0.000%, 0.000%, 4609, 0.229%, 0.229%, 4609, 0.229%, 0.229%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age122", 0, 0.000%, 0.000%, 1994457, 99.286%, 99.286%, 1994457, 99.286%, 99.286%, 0, 0.000%, 0.000%, 14343, 0.714%, 0.714%, 14343, 0.714%, 0.714%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age123", 0, 0.000%, 0.000%, 1965313, 97.835%, 97.835%, 1965313, 97.835%, 97.835%, 0, 0.000%, 0.000%, 43487, 2.165%, 2.165%, 43487, 2.165%, 2.165%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age124", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age124b", 0, 0.000%, 0.000%, 523364, 26.054%, 26.054%, 523364, 26.054%, 26.054%, 0, 0.000%, 0.000%, 1485436, 73.946%, 73.946%, 1485436, 73.946%, 73.946%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age125", 0, 0.000%, 0.000%, 2008099, 99.965%, 99.965%, 2008099, 99.965%, 99.965%, 0, 0.000%, 0.000%, 701, 0.035%, 0.035%, 701, 0.035%, 0.035%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age126", 0, 0.000%, 0.000%, 2005576, 99.840%, 99.840%, 2005576, 99.840%, 99.840%, 0, 0.000%, 0.000%, 3224, 0.160%, 0.160%, 3224, 0.160%, 0.160%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age127", 0, 0.000%, 0.000%, 2005980, 99.860%, 99.860%, 2005980, 99.860%, 99.860%, 0, 0.000%, 0.000%, 2820, 0.140%, 0.140%, 2820, 0.140%, 0.140%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age128", 0, 0.000%, 0.000%, 1995230, 99.324%, 99.324%, 1995230, 99.324%, 99.324%, 0, 0.000%, 0.000%, 13570, 0.676%, 0.676%, 13570, 0.676%, 0.676%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age129", 0, 0.000%, 0.000%, 1960435, 97.592%, 97.592%, 1960435, 97.592%, 97.592%, 0, 0.000%, 0.000%, 48365, 2.408%, 2.408%, 48365, 2.408%, 2.408%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age130", 0, 0.000%, 0.000%, 1990435, 99.086%, 99.086%, 1990435, 99.086%, 99.086%, 0, 0.000%, 0.000%, 18365, 0.914%, 0.914%, 18365, 0.914%, 0.914%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age131", 0, 0.000%, 0.000%, 1983717, 98.751%, 98.751%, 1983717, 98.751%, 98.751%, 0, 0.000%, 0.000%, 25083, 1.249%, 1.249%, 25083, 1.249%, 1.249%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age132", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age133", 0, 0.000%, 0.000%, 2008495, 99.985%, 99.985%, 2008495, 99.985%, 99.985%, 0, 0.000%, 0.000%, 305, 0.015%, 0.015%, 305, 0.015%, 0.015%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age134", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age135", 0, 0.000%, 0.000%, 2006060, 99.864%, 99.864%, 2006060, 99.864%, 99.864%, 0, 0.000%, 0.000%, 2740, 0.136%, 0.136%, 2740, 0.136%, 0.136%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age136", 0, 0.000%, 0.000%, 2004957, 99.809%, 99.809%, 2004957, 99.809%, 99.809%, 0, 0.000%, 0.000%, 3843, 0.191%, 0.191%, 3843, 0.191%, 0.191%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age137", 0, 0.000%, 0.000%, 2006557, 99.888%, 99.888%, 2006557, 99.888%, 99.888%, 0, 0.000%, 0.000%, 2243, 0.112%, 0.112%, 2243, 0.112%, 0.112%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age138", 0, 0.000%, 0.000%, 2004825, 99.802%, 99.802%, 2004825, 99.802%, 99.802%, 0, 0.000%, 0.000%, 3975, 0.198%, 0.198%, 3975, 0.198%, 0.198%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age138b", 0, 0.000%, 0.000%, 2006496, 99.885%, 99.885%, 2006496, 99.885%, 99.885%, 0, 0.000%, 0.000%, 2304, 0.115%, 0.115%, 2304, 0.115%, 0.115%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age139", 0, 0.000%, 0.000%, 2008495, 99.985%, 99.985%, 2008495, 99.985%, 99.985%, 0, 0.000%, 0.000%, 305, 0.015%, 0.015%, 305, 0.015%, 0.015%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age139b", 0, 0.000%, 0.000%, 1998092, 99.467%, 99.467%, 1998092, 99.467%, 99.467%, 0, 0.000%, 0.000%, 10708, 0.533%, 0.533%, 10708, 0.533%, 0.533%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age140", 0, 0.000%, 0.000%, 2001713, 99.647%, 99.647%, 2001713, 99.647%, 99.647%, 0, 0.000%, 0.000%, 7087, 0.353%, 0.353%, 7087, 0.353%, 0.353%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age140b", 0, 0.000%, 0.000%, 2002625, 99.693%, 99.693%, 2002625, 99.693%, 99.693%, 0, 0.000%, 0.000%, 6175, 0.307%, 0.307%, 6175, 0.307%, 0.307%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age141", 0, 0.000%, 0.000%, 2004421, 99.782%, 99.782%, 2004421, 99.782%, 99.782%, 0, 0.000%, 0.000%, 4379, 0.218%, 0.218%, 4379, 0.218%, 0.218%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age142", 0, 0.000%, 0.000%, 2007242, 99.922%, 99.922%, 2007242, 99.922%, 99.922%, 0, 0.000%, 0.000%, 1558, 0.078%, 0.078%, 1558, 0.078%, 0.078%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age143", 0, 0.000%, 0.000%, 1993901, 99.258%, 99.258%, 1993901, 99.258%, 99.258%, 0, 0.000%, 0.000%, 14899, 0.742%, 0.742%, 14899, 0.742%, 0.742%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age144", 0, 0.000%, 0.000%, 1993289, 99.228%, 99.228%, 1993289, 99.228%, 99.228%, 0, 0.000%, 0.000%, 15511, 0.772%, 0.772%, 15511, 0.772%, 0.772%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age145", 0, 0.000%, 0.000%, 2002010, 99.662%, 99.662%, 2002010, 99.662%, 99.662%, 0, 0.000%, 0.000%, 6790, 0.338%, 0.338%, 6790, 0.338%, 0.338%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age146", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age147", 0, 0.000%, 0.000%, 1995247, 99.325%, 99.325%, 1995247, 99.325%, 99.325%, 0, 0.000%, 0.000%, 13553, 0.675%, 0.675%, 13553, 0.675%, 0.675%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age148", 0, 0.000%, 0.000%, 2008298, 99.975%, 99.975%, 2008298, 99.975%, 99.975%, 0, 0.000%, 0.000%, 502, 0.025%, 0.025%, 502, 0.025%, 0.025%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age149", 0, 0.000%, 0.000%, 2001568, 99.640%, 99.640%, 2001568, 99.640%, 99.640%, 0, 0.000%, 0.000%, 7232, 0.360%, 0.360%, 7232, 0.360%, 0.360%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age150", 0, 0.000%, 0.000%, 1977699, 98.452%, 98.452%, 1977699, 98.452%, 98.452%, 0, 0.000%, 0.000%, 31101, 1.548%, 1.548%, 31101, 1.548%, 1.548%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age151", 0, 0.000%, 0.000%, 1966823, 97.910%, 97.910%, 1966823, 97.910%, 97.910%, 0, 0.000%, 0.000%, 41977, 2.090%, 2.090%, 41977, 2.090%, 2.090%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age151b", 0, 0.000%, 0.000%, 1914010, 95.281%, 95.281%, 1914010, 95.281%, 95.281%, 0, 0.000%, 0.000%, 94790, 4.719%, 4.719%, 94790, 4.719%, 4.719%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age152", 0, 0.000%, 0.000%, 2002859, 99.704%, 99.704%, 2002859, 99.704%, 99.704%, 0, 0.000%, 0.000%, 5941, 0.296%, 0.296%, 5941, 0.296%, 0.296%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age153", 0, 0.000%, 0.000%, 2005522, 99.837%, 99.837%, 2005522, 99.837%, 99.837%, 0, 0.000%, 0.000%, 3278, 0.163%, 0.163%, 3278, 0.163%, 0.163%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age153b", 0, 0.000%, 0.000%, 2007861, 99.953%, 99.953%, 2007861, 99.953%, 99.953%, 0, 0.000%, 0.000%, 939, 0.047%, 0.047%, 939, 0.047%, 0.047%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age154", 0, 0.000%, 0.000%, 1927835, 95.969%, 95.969%, 1927835, 95.969%, 95.969%, 0, 0.000%, 0.000%, 80965, 4.031%, 4.031%, 80965, 4.031%, 4.031%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age155", 0, 0.000%, 0.000%, 2002455, 99.684%, 99.684%, 2002455, 99.684%, 99.684%, 0, 0.000%, 0.000%, 6345, 0.316%, 0.316%, 6345, 0.316%, 0.316%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age156", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age157", 0, 0.000%, 0.000%, 1996417, 99.384%, 99.384%, 1996417, 99.384%, 99.384%, 0, 0.000%, 0.000%, 12383, 0.616%, 0.616%, 12383, 0.616%, 0.616%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age158", 0, 0.000%, 0.000%, 2008366, 99.978%, 99.978%, 2008366, 99.978%, 99.978%, 0, 0.000%, 0.000%, 434, 0.022%, 0.022%, 434, 0.022%, 0.022%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age159", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age160", 0, 0.000%, 0.000%, 2007828, 99.952%, 99.952%, 2007828, 99.952%, 99.952%, 0, 0.000%, 0.000%, 972, 0.048%, 0.048%, 972, 0.048%, 0.048%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age161", 0, 0.000%, 0.000%, 1963923, 97.766%, 97.766%, 1963923, 97.766%, 97.766%, 0, 0.000%, 0.000%, 44877, 2.234%, 2.234%, 44877, 2.234%, 2.234%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age162", 0, 0.000%, 0.000%, 2008800, 100.000%, 100.000%, 2008800, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
