HOST_NAME, TIME_UP_SCHEDULED, PERCENT_TIME_UP_SCHEDULED, PERCENT_KNOWN_TIME_UP_SCHEDULED, TIME_UP_UNSCHEDULED, PERCENT_TIME_UP_UNSCHEDULED, PERCENT_KNOWN_TIME_UP_UNSCHEDULED, TOTAL_TIME_UP, PERCENT_TOTAL_TIME_UP, PERCENT_KNOWN_TIME_UP, TIME_DOWN_SCHEDULED, PERCENT_TIME_DOWN_SCHEDULED, PERCENT_KNOWN_TIME_DOWN_SCHEDULED, TIME_DOWN_UNSCHEDULED, PERCENT_TIME_DOWN_UNSCHEDULED, PERCENT_KNOWN_TIME_DOWN_UNSCHEDULED, TOTAL_TIME_DOWN, PERCENT_TOTAL_TIME_DOWN, PERCENT_KNOWN_TIME_DOWN, TIME_UNREACHABLE_SCHEDULED, PERCENT_TIME_UNREACHABLE_SCHEDULED, PERCENT_KNOWN_TIME_UNREACHABLE_SCHEDULED, TIME_UNREACHABLE_UNSCHEDULED, PERCENT_TIME_UNREACHABLE_UNSCHEDULED, PERCENT_KNOWN_TIME_UNREACHABLE_UNSCHEDULED, TOTAL_TIME_UNREACHABLE, PERCENT_TOTAL_TIME_UNREACHABLE, PERCENT_KNOWN_TIME_UNREACHABLE, TIME_UNDETERMINED_NOT_RUNNING, PERCENT_TIME_UNDETERMINED_NOT_RUNNING, TIME_UNDETERMINED_NO_DATA, PERCENT_TIME_UNDETERMINED_NO_DATA, TOTAL_TIME_UNDETERMINED, PERCENT_TOTAL_TIME_UNDETERMINED
"age347", 0, 0.000%, 0.000%, 1448281, 99.089%, 99.089%, 1448281, 99.089%, 99.089%, 0, 0.000%, 0.000%, 13319, 0.911%, 0.911%, 13319, 0.911%, 0.911%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age348", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age349", 0, 0.000%, 0.000%, 1448115, 99.077%, 99.077%, 1448115, 99.077%, 99.077%, 0, 0.000%, 0.000%, 13485, 0.923%, 0.923%, 13485, 0.923%, 0.923%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age350", 0, 0.000%, 0.000%, 1430313, 97.859%, 97.859%, 1430313, 97.859%, 97.859%, 0, 0.000%, 0.000%, 31287, 2.141%, 2.141%, 31287, 2.141%, 2.141%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age352", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age353", 0, 0.000%, 0.000%, 1460291, 99.910%, 99.910%, 1460291, 99.910%, 99.910%, 0, 0.000%, 0.000%, 1309, 0.090%, 0.090%, 1309, 0.090%, 0.090%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age354", 0, 0.000%, 0.000%, 1452889, 99.404%, 99.404%, 1452889, 99.404%, 99.404%, 0, 0.000%, 0.000%, 8711, 0.596%, 0.596%, 8711, 0.596%, 0.596%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age355", 0, 0.000%, 0.000%, 1458806, 99.809%, 99.809%, 1458806, 99.809%, 99.809%, 0, 0.000%, 0.000%, 2794, 0.191%, 0.191%, 2794, 0.191%, 0.191%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age356", 0, 0.000%, 0.000%, 1460934, 99.954%, 99.954%, 1460934, 99.954%, 99.954%, 0, 0.000%, 0.000%, 666, 0.046%, 0.046%, 666, 0.046%, 0.046%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age357", 0, 0.000%, 0.000%, 1456718, 99.666%, 99.666%, 1456718, 99.666%, 99.666%, 0, 0.000%, 0.000%, 4882, 0.334%, 0.334%, 4882, 0.334%, 0.334%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age358", 0, 0.000%, 0.000%, 1460973, 99.957%, 99.957%, 1460973, 99.957%, 99.957%, 0, 0.000%, 0.000%, 627, 0.043%, 0.043%, 627, 0.043%, 0.043%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age359", 0, 0.000%, 0.000%, 1455721, 99.598%, 99.598%, 1455721, 99.598%, 99.598%, 0, 0.000%, 0.000%, 5879, 0.402%, 0.402%, 5879, 0.402%, 0.402%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age360", 0, 0.000%, 0.000%, 1461196, 99.972%, 99.972%, 1461196, 99.972%, 99.972%, 0, 0.000%, 0.000%, 404, 0.028%, 0.028%, 404, 0.028%, 0.028%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age361", 0, 0.000%, 0.000%, 1460555, 99.929%, 99.929%, 1460555, 99.929%, 99.929%, 0, 0.000%, 0.000%, 1045, 0.071%, 0.071%, 1045, 0.071%, 0.071%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age362", 0, 0.000%, 0.000%, 1441479, 98.623%, 98.623%, 1441479, 98.623%, 98.623%, 0, 0.000%, 0.000%, 20121, 1.377%, 1.377%, 20121, 1.377%, 1.377%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age363", 0, 0.000%, 0.000%, 1451765, 99.327%, 99.327%, 1451765, 99.327%, 99.327%, 0, 0.000%, 0.000%, 9835, 0.673%, 0.673%, 9835, 0.673%, 0.673%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age364", 0, 0.000%, 0.000%, 1459854, 99.881%, 99.881%, 1459854, 99.881%, 99.881%, 0, 0.000%, 0.000%, 1746, 0.119%, 0.119%, 1746, 0.119%, 0.119%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age365", 0, 0.000%, 0.000%, 1461238, 99.975%, 99.975%, 1461238, 99.975%, 99.975%, 0, 0.000%, 0.000%, 362, 0.025%, 0.025%, 362, 0.025%, 0.025%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age366", 0, 0.000%, 0.000%, 1438879, 98.445%, 98.445%, 1438879, 98.445%, 98.445%, 0, 0.000%, 0.000%, 22721, 1.555%, 1.555%, 22721, 1.555%, 1.555%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age367", 0, 0.000%, 0.000%, 1428444, 97.732%, 97.732%, 1428444, 97.732%, 97.732%, 0, 0.000%, 0.000%, 33156, 2.268%, 2.268%, 33156, 2.268%, 2.268%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age368", 0, 0.000%, 0.000%, 1454375, 99.506%, 99.506%, 1454375, 99.506%, 99.506%, 0, 0.000%, 0.000%, 7225, 0.494%, 0.494%, 7225, 0.494%, 0.494%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age369", 0, 0.000%, 0.000%, 1440010, 98.523%, 98.523%, 1440010, 98.523%, 98.523%, 0, 0.000%, 0.000%, 21590, 1.477%, 1.477%, 21590, 1.477%, 1.477%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age370", 0, 0.000%, 0.000%, 1429422, 97.798%, 97.798%, 1429422, 97.798%, 97.798%, 0, 0.000%, 0.000%, 32178, 2.202%, 2.202%, 32178, 2.202%, 2.202%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age371", 0, 0.000%, 0.000%, 1460033, 99.893%, 99.893%, 1460033, 99.893%, 99.893%, 0, 0.000%, 0.000%, 1567, 0.107%, 0.107%, 1567, 0.107%, 0.107%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age372", 0, 0.000%, 0.000%, 1428329, 97.724%, 97.724%, 1428329, 97.724%, 97.724%, 0, 0.000%, 0.000%, 33271, 2.276%, 2.276%, 33271, 2.276%, 2.276%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age372b", 0, 0.000%, 0.000%, 1453611, 99.453%, 99.453%, 1453611, 99.453%, 99.453%, 0, 0.000%, 0.000%, 7989, 0.547%, 0.547%, 7989, 0.547%, 0.547%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age373", 0, 0.000%, 0.000%, 1459322, 99.844%, 99.844%, 1459322, 99.844%, 99.844%, 0, 0.000%, 0.000%, 2278, 0.156%, 0.156%, 2278, 0.156%, 0.156%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age374", 0, 0.000%, 0.000%, 1444050, 98.799%, 98.799%, 1444050, 98.799%, 98.799%, 0, 0.000%, 0.000%, 17550, 1.201%, 1.201%, 17550, 1.201%, 1.201%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age375", 0, 0.000%, 0.000%, 1461189, 99.972%, 99.972%, 1461189, 99.972%, 99.972%, 0, 0.000%, 0.000%, 411, 0.028%, 0.028%, 411, 0.028%, 0.028%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age376", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age377", 0, 0.000%, 0.000%, 706663, 48.349%, 48.349%, 706663, 48.349%, 48.349%, 0, 0.000%, 0.000%, 754937, 51.651%, 51.651%, 754937, 51.651%, 51.651%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age378", 0, 0.000%, 0.000%, 1458963, 99.820%, 99.820%, 1458963, 99.820%, 99.820%, 0, 0.000%, 0.000%, 2637, 0.180%, 0.180%, 2637, 0.180%, 0.180%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age379", 0, 0.000%, 0.000%, 1408312, 96.354%, 96.354%, 1408312, 96.354%, 96.354%, 0, 0.000%, 0.000%, 53288, 3.646%, 3.646%, 53288, 3.646%, 3.646%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age381", 0, 0.000%, 0.000%, 1450773, 99.259%, 99.259%, 1450773, 99.259%, 99.259%, 0, 0.000%, 0.000%, 10827, 0.741%, 0.741%, 10827, 0.741%, 0.741%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age382", 0, 0.000%, 0.000%, 1457851, 99.744%, 99.744%, 1457851, 99.744%, 99.744%, 0, 0.000%, 0.000%, 3749, 0.256%, 0.256%, 3749, 0.256%, 0.256%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age383", 0, 0.000%, 0.000%, 1371931, 93.865%, 93.865%, 1371931, 93.865%, 93.865%, 0, 0.000%, 0.000%, 89669, 6.135%, 6.135%, 89669, 6.135%, 6.135%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age384", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age385", 0, 0.000%, 0.000%, 1458533, 99.790%, 99.790%, 1458533, 99.790%, 99.790%, 0, 0.000%, 0.000%, 3067, 0.210%, 0.210%, 3067, 0.210%, 0.210%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age386", 0, 0.000%, 0.000%, 1266524, 86.653%, 86.653%, 1266524, 86.653%, 86.653%, 0, 0.000%, 0.000%, 195076, 13.347%, 13.347%, 195076, 13.347%, 13.347%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age387", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age389", 0, 0.000%, 0.000%, 1448980, 99.137%, 99.137%, 1448980, 99.137%, 99.137%, 0, 0.000%, 0.000%, 12620, 0.863%, 0.863%, 12620, 0.863%, 0.863%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age390", 0, 0.000%, 0.000%, 1444400, 98.823%, 98.823%, 1444400, 98.823%, 98.823%, 0, 0.000%, 0.000%, 17200, 1.177%, 1.177%, 17200, 1.177%, 1.177%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age391", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age392", 0, 0.000%, 0.000%, 1435395, 98.207%, 98.207%, 1435395, 98.207%, 98.207%, 0, 0.000%, 0.000%, 26205, 1.793%, 1.793%, 26205, 1.793%, 1.793%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age393", 0, 0.000%, 0.000%, 1455043, 99.551%, 99.551%, 1455043, 99.551%, 99.551%, 0, 0.000%, 0.000%, 6557, 0.449%, 0.449%, 6557, 0.449%, 0.449%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age395", 0, 0.000%, 0.000%, 1425173, 97.508%, 97.508%, 1425173, 97.508%, 97.508%, 0, 0.000%, 0.000%, 36427, 2.492%, 2.492%, 36427, 2.492%, 2.492%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age396", 0, 0.000%, 0.000%, 1451619, 99.317%, 99.317%, 1451619, 99.317%, 99.317%, 0, 0.000%, 0.000%, 9981, 0.683%, 0.683%, 9981, 0.683%, 0.683%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age397", 0, 0.000%, 0.000%, 1447915, 99.064%, 99.064%, 1447915, 99.064%, 99.064%, 0, 0.000%, 0.000%, 13685, 0.936%, 0.936%, 13685, 0.936%, 0.936%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age398", 0, 0.000%, 0.000%, 1434049, 98.115%, 98.115%, 1434049, 98.115%, 98.115%, 0, 0.000%, 0.000%, 27551, 1.885%, 1.885%, 27551, 1.885%, 1.885%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age399", 0, 0.000%, 0.000%, 1461302, 99.980%, 99.980%, 1461302, 99.980%, 99.980%, 0, 0.000%, 0.000%, 298, 0.020%, 0.020%, 298, 0.020%, 0.020%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age400", 0, 0.000%, 0.000%, 1450702, 99.254%, 99.254%, 1450702, 99.254%, 99.254%, 0, 0.000%, 0.000%, 10898, 0.746%, 0.746%, 10898, 0.746%, 0.746%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age401", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age402", 0, 0.000%, 0.000%, 1454104, 99.487%, 99.487%, 1454104, 99.487%, 99.487%, 0, 0.000%, 0.000%, 7496, 0.513%, 0.513%, 7496, 0.513%, 0.513%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age403", 0, 0.000%, 0.000%, 1457571, 99.724%, 99.724%, 1457571, 99.724%, 99.724%, 0, 0.000%, 0.000%, 4029, 0.276%, 0.276%, 4029, 0.276%, 0.276%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age403b", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age404", 0, 0.000%, 0.000%, 1431938, 97.971%, 97.971%, 1431938, 97.971%, 97.971%, 0, 0.000%, 0.000%, 29662, 2.029%, 2.029%, 29662, 2.029%, 2.029%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age404b", 0, 0.000%, 0.000%, 1461097, 99.966%, 99.966%, 1461097, 99.966%, 99.966%, 0, 0.000%, 0.000%, 503, 0.034%, 0.034%, 503, 0.034%, 0.034%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age405", 0, 0.000%, 0.000%, 1286553, 88.024%, 88.024%, 1286553, 88.024%, 88.024%, 0, 0.000%, 0.000%, 175047, 11.976%, 11.976%, 175047, 11.976%, 11.976%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age406", 0, 0.000%, 0.000%, 1452842, 99.401%, 99.401%, 1452842, 99.401%, 99.401%, 0, 0.000%, 0.000%, 8758, 0.599%, 0.599%, 8758, 0.599%, 0.599%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age407", 0, 0.000%, 0.000%, 1461099, 99.966%, 99.966%, 1461099, 99.966%, 99.966%, 0, 0.000%, 0.000%, 501, 0.034%, 0.034%, 501, 0.034%, 0.034%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age408", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age409", 0, 0.000%, 0.000%, 1440931, 98.586%, 98.586%, 1440931, 98.586%, 98.586%, 0, 0.000%, 0.000%, 20669, 1.414%, 1.414%, 20669, 1.414%, 1.414%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age410", 0, 0.000%, 0.000%, 1461102, 99.966%, 99.966%, 1461102, 99.966%, 99.966%, 0, 0.000%, 0.000%, 498, 0.034%, 0.034%, 498, 0.034%, 0.034%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age411", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age412", 0, 0.000%, 0.000%, 1459329, 99.845%, 99.845%, 1459329, 99.845%, 99.845%, 0, 0.000%, 0.000%, 2271, 0.155%, 0.155%, 2271, 0.155%, 0.155%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age413", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age414", 0, 0.000%, 0.000%, 1449384, 99.164%, 99.164%, 1449384, 99.164%, 99.164%, 0, 0.000%, 0.000%, 12216, 0.836%, 0.836%, 12216, 0.836%, 0.836%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age415", 0, 0.000%, 0.000%, 1461242, 99.976%, 99.976%, 1461242, 99.976%, 99.976%, 0, 0.000%, 0.000%, 358, 0.024%, 0.024%, 358, 0.024%, 0.024%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age416", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age417", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age418", 0, 0.000%, 0.000%, 1461087, 99.965%, 99.965%, 1461087, 99.965%, 99.965%, 0, 0.000%, 0.000%, 513, 0.035%, 0.035%, 513, 0.035%, 0.035%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age420", 0, 0.000%, 0.000%, 1450026, 99.208%, 99.208%, 1450026, 99.208%, 99.208%, 0, 0.000%, 0.000%, 11574, 0.792%, 0.792%, 11574, 0.792%, 0.792%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age422", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age424", 0, 0.000%, 0.000%, 1435082, 98.186%, 98.186%, 1435082, 98.186%, 98.186%, 0, 0.000%, 0.000%, 26518, 1.814%, 1.814%, 26518, 1.814%, 1.814%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age425", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age426", 0, 0.000%, 0.000%, 1461600, 100.000%, 100.000%, 1461600, 100.000%, 100.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
"age426b", 0, 0.000%, 0.000%, 1368911, 93.658%, 93.658%, 1368911, 93.658%, 93.658%, 0, 0.000%, 0.000%, 92689, 6.342%, 6.342%, 92689, 6.342%, 6.342%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0.000%, 0, 0.000%, 0, 0.000%, 0, 0.000%
